Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00131,10.328276,[6 3] ; [ 4 26],[2.30769231 6.69230769] ; [ 7.69230769 22.30769231],0
v2,1,0.00131,10.328276,[6 4] ; [ 3 26],[2.30769231 7.69230769] ; [ 6.69230769 22.30769231],0
p4,1,0.001436,10.15873,[7 3] ; [ 5 25],[3. 7.] ; [ 9. 21.],0
p2,1,0.007866,7.063741,[6 4] ; [ 5 25],[2.75 7.25] ; [ 8.25 21.75],0
p6,1,0.012352,6.259561,[4 6] ; [ 2 27],[1.53846154 8.46153846] ; [ 4.46153846 24.53846154],0
n6,1,0.020203,5.394253,[6 4] ; [ 6 23],[3.07692308 6.92307692] ; [ 8.92307692 20.07692308],0
d5,1,0.02846,4.8,[8 2] ; [12 18],[5. 5.] ; [15. 15.],0
a8,1,0.053337,3.733333,[3 7] ; [ 2 28],[1.25 8.75] ; [ 3.75 26.25],0
p7,1,0.065769,3.38558,[5 5] ; [ 6 24],[2.75 7.25] ; [ 8.25 21.75],0
p3,1,0.065769,3.38558,[5 5] ; [ 6 24],[2.75 7.25] ; [ 8.25 21.75],0
b5,1,0.066515,3.367003,[7 3] ; [11 19],[4.5 5.5] ; [13.5 16.5],0
v3,1,0.08279,3.009259,[4 5] ; [ 5 25],[2.07692308 6.92307692] ; [ 6.92307692 23.07692308],0
d4,1,0.096519,2.762148,[8 2] ; [15 15],[5.75 4.25] ; [17.25 12.75],0
v1,1,0.111017,2.539683,[5 5] ; [ 7 23],[3. 7.] ; [ 9. 21.],0
s7,1,0.121335,2.4,[3 6] ; [ 3 24],[1.5 7.5] ; [ 4.5 22.5],0
p9,1,0.126514,2.33477,[5 5] ; [ 7 22],[3.07692308 6.92307692] ; [ 8.92307692 20.07692308],0
u2,1,0.129714,2.295918,[2 2] ; [ 2 12],[0.88888889 3.11111111] ; [ 3.11111111 10.88888889],0
r1,1,0.136037,2.222222,[6 4] ; [10 20],[4. 6.] ; [12. 18.],0
a7,1,0.144127,2.133333,[7 3] ; [13 17],[5. 5.] ; [15. 15.],0
d3,1,0.196134,1.670929,[6 4] ; [11 19],[4.25 5.75] ; [12.75 17.25],0
b4,1,0.200679,1.637427,[7 3] ; [14 16],[5.25 4.75] ; [15.75 14.25],0
d2,1,0.224898,1.472838,[6 4] ; [11 18],[4.35897436 5.64102564] ; [12.64102564 16.35897436],0
p10,1,0.227844,1.454269,[4 6] ; [ 6 23],[2.56410256 7.43589744] ; [ 7.43589744 21.56410256],0
s3,1,0.280986,1.162315,[5 5] ; [ 9 20],[3.58974359 6.41025641] ; [10.41025641 18.58974359],0
s5,1,0.336089,0.925294,[2 7] ; [ 3 27],[1.15384615 7.84615385] ; [ 3.84615385 26.15384615],0
a2,1,0.407626,0.685714,[2 8] ; [ 3 27],[1.25 8.75] ; [ 3.75 26.25],0
n1,1,0.413247,0.669439,[2 1] ; [ 7 10],[1.35 1.65] ; [7.65 9.35],0
d1,1,0.425556,0.634921,[4 6] ; [ 8 22],[3. 7.] ; [ 9. 21.],0
p8,1,0.430972,0.620203,[2 8] ; [ 3 26],[1.28205128 8.71794872] ; [ 3.71794872 25.28205128],0
b1,1,0.456057,0.555556,[7 3] ; [17 13],[6. 4.] ; [18. 12.],0
a5,1,0.583411,0.300752,[6 4] ; [15 15],[5.25 4.75] ; [15.75 14.25],0
p1,1,0.609134,0.261438,[1 9] ; [ 5 25],[1.5 8.5] ; [ 4.5 25.5],0
s4,1,0.609134,0.261438,[2 8] ; [ 4 26],[1.5 8.5] ; [ 4.5 25.5],0
s2,1,0.67329,0.177778,[3 7] ; [ 7 23],[2.5 7.5] ; [ 7.5 22.5],0
a6,1,0.713628,0.13468,[5 5] ; [13 17],[4.5 5.5] ; [13.5 16.5],0
a3,1,0.790643,0.070478,[6 4] ; [16 13],[5.64102564 4.35897436] ; [16.35897436 12.64102564],0
a4,1,0.951264,0.003736,[3 7] ; [ 9 20],[3.07692308 6.92307692] ; [ 8.92307692 20.07692308],0
n5,1,1.0,0.0,[6 4] ; [18 12],[6. 4.] ; [18. 12.],0
b2,1,1.0,0.0,[3 4] ; [ 9 12],[3. 4.] ; [ 9. 12.],0
b3,1,1.0,0.0,[3 4] ; [ 9 12],[3. 4.] ; [ 9. 12.],0
n4,1,1.0,0.0,[7 3] ; [21  9],[7. 3.] ; [21.  9.],0
