Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3.4e-05,17.19988,[12 72] ; [7 3],[16.9787234 67.0212766] ; [2.0212766 7.9787234],1
p9,1,0.011217,6.430544,[41 45] ; [9 1],[44.79166667 41.20833333] ; [5.20833333 4.79166667],0
p5,1,0.016155,5.785904,[ 6 82] ; [3 7],[ 8.08163265 79.91836735] ; [0.91836735 9.08163265],0
n2,1,0.028317,4.808646,[19 23] ; [7 1],[21.84 20.16] ; [4.16 3.84],0
p8,1,0.047742,3.919047,[19 69] ; [5 5],[21.55102041 66.44897959] ; [2.44897959 7.55102041],0
s1,1,0.092521,2.829953,[ 5 84] ; [2 8],[ 6.29292929 82.70707071] ; [0.70707071 9.29292929],0
p4,1,0.09358,2.811685,[22 66] ; [5 5],[24.24489796 63.75510204] ; [2.75510204 7.24489796],0
n6,1,0.094827,2.790465,[46 42] ; [8 2],[48.48979592 39.51020408] ; [5.51020408 4.48979592],0
p11,1,0.108462,2.57649,[39 51] ; [7 3],[41.4 48.6] ; [4.6 5.4],0
r1,1,0.129141,2.302803,[24 65] ; [5 5],[26.07070707 62.92929293] ; [2.92929293 7.07070707],0
r2,1,0.151102,2.061093,[49 35] ; [3 6],[46.96774194 37.03225806] ; [5.03225806 3.96774194],0
n1,1,0.156376,2.008929,[15 27] ; [5 3],[16.8 25.2] ; [3.2 4.8],0
b5,1,0.161429,1.960784,[48 42] ; [3 7],[45.9 44.1] ; [5.1 4.9],0
s6,1,0.178129,1.813163,[19 71] ; [4 6],[20.7 69.3] ; [2.3 7.7],0
v1,1,0.19641,1.668872,[26 61] ; [5 5],[27.80412371 59.19587629] ; [3.19587629 6.80412371],0
u3,1,0.268913,1.222284,[10 31] ; [2 2],[10.93333333 30.06666667] ; [1.06666667 2.93333333],0
a4,1,0.271481,1.209251,[29 60] ; [5 5],[30.56565657 58.43434343] ; [3.43434343 6.56565657],0
b1,1,0.314879,1.010101,[51 39] ; [4 6],[49.5 40.5] ; [5.5 4.5],0
r3,1,0.362214,0.830203,[39 48] ; [6 4],[40.36082474 46.63917526] ; [4.63917526 5.36082474],0
p6,1,0.362674,0.828612,[10 76] ; [2 7],[10.86315789 75.13684211] ; [1.13684211 7.86315789],0
p3,1,0.381009,0.767445,[16 71] ; [3 7],[17.04123711 69.95876289] ; [1.95876289 8.04123711],0
s3,1,0.381009,0.767445,[16 71] ; [3 7],[17.04123711 69.95876289] ; [1.95876289 8.04123711],0
n4,1,0.439611,0.597297,[51 38] ; [7 3],[52.14141414 36.85858586] ; [5.85858586 4.14141414],0
v4,1,0.504224,0.446035,[52 36] ; [7 3],[52.97959184 35.02040816] ; [6.02040816 3.97959184],0
p2,1,0.526456,0.401228,[43 44] ; [6 4],[43.94845361 43.05154639] ; [5.05154639 4.94845361],0
n5,1,0.547814,0.361248,[53 35] ; [7 3],[53.87755102 34.12244898] ; [6.12244898 3.87755102],0
a7,1,0.548877,0.359333,[44 44] ; [6 4],[44.89795918 43.10204082] ; [5.10204082 4.89795918],0
n3,1,0.558678,0.341999,[21 20] ; [5 3],[21.75510204 19.24489796] ; [4.24489796 3.75510204],0
b2,1,0.571933,0.319459,[21 32] ; [2 5],[20.31666667 32.68333333] ; [2.68333333 4.31666667],0
b3,1,0.571933,0.319459,[21 32] ; [2 5],[20.31666667 32.68333333] ; [2.68333333 4.31666667],0
d4,1,0.611219,0.258403,[55 34] ; [7 3],[55.73737374 33.26262626] ; [6.26262626 3.73737374],0
a6,1,0.737616,0.112233,[41 49] ; [4 6],[40.5 49.5] ; [4.5 5.5],0
u2,1,0.741437,0.108867,[17 24] ; [2 2],[17.31111111 23.68888889] ; [1.68888889 2.31111111],0
a3,1,0.742445,0.107989,[48 40] ; [6 4],[48.48979592 39.51020408] ; [5.51020408 4.48979592],0
d1,1,0.778352,0.079224,[31 59] ; [3 7],[30.6 59.4] ; [3.4 6.6],0
u1,1,0.805886,0.060386,[ 7 83] ; [1 9],[ 7.2 82.8] ; [0.8 9.2],0
s4,1,0.837453,0.042088,[11 79] ; [1 9],[10.8 79.2] ; [1.2 8.8],0
a2,1,0.837453,0.042088,[11 79] ; [1 9],[10.8 79.2] ; [1.2 8.8],0
p7,1,0.847593,0.036937,[26 60] ; [3 6],[26.25263158 59.74736842] ; [2.74736842 6.25263158],0
d3,1,0.866064,0.028446,[42 47] ; [5 5],[42.25252525 46.74747475] ; [4.74747475 5.25252525],0
v2,1,0.928206,0.008118,[27 59] ; [3 7],[26.875 59.125] ; [3.125 6.875],0
v3,1,0.945438,0.004684,[17 72] ; [2 8],[17.08080808 71.91919192] ; [1.91919192 8.08080808],0
a5,1,0.946836,0.004446,[46 44] ; [5 5],[45.9 44.1] ; [5.1 4.9],0
d2,1,0.988899,0.000194,[35 53] ; [4 6],[35.02040816 52.97959184] ; [3.97959184 6.02040816],0
p1,1,1.0,0.0,[ 9 81] ; [1 9],[ 9. 81.] ; [1. 9.],0
d5,1,1.0,0.0,[54 36] ; [6 4],[54. 36.] ; [6. 4.],0
b4,1,1.0,0.0,[54 36] ; [6 4],[54. 36.] ; [6. 4.],0
s5,1,1.0,0.0,[10 80] ; [1 8],[10. 80.] ; [1. 8.],0
