Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.444056,[109  18] ; [ 4 13],[99.65972222 27.34027778] ; [13.34027778  3.65972222],1
a6,1,0.001529,10.043347,[81 46] ; [ 4 13],[74.96527778 52.03472222] ; [10.03472222  6.96527778],0
v4,1,0.00193,9.614605,[120   5] ; [13  4],[117.07746479   7.92253521] ; [15.92253521  1.07746479],0
r2,1,0.00264,9.040911,[114  12] ; [11  6],[110.13986014  15.86013986] ; [14.86013986  2.13986014],0
n6,1,0.0049,7.91581,[104  22] ; [9 8],[99.56643357 26.43356643] ; [13.43356643  3.56643357],0
p9,1,0.005218,7.802291,[107  19] ; [9 7],[102.92957746  23.07042254] ; [13.07042254  2.92957746],0
v2,1,0.00928,6.768199,[57 65] ; [ 2 14],[52.15942029 69.84057971] ; [6.84057971 9.15942029],0
p10,1,0.009355,6.753776,[96 29] ; [8 9],[91.54929577 33.45070423] ; [12.45070423  4.54929577],0
r1,1,0.011374,6.405864,[91 36] ; [ 7 10],[86.43055556 40.56944444] ; [11.56944444  5.43055556],0
a7,1,0.020068,5.405966,[82 45] ; [ 6 11],[77.61111111 49.38888889] ; [10.38888889  6.61111111],0
s6,1,0.028852,4.776447,[75 50] ; [ 5 11],[70.92198582 54.07801418] ; [9.07801418 6.92198582],0
v3,1,0.029973,4.710861,[41 85] ; [ 1 15],[37.26760563 88.73239437] ; [ 4.73239437 11.26760563],0
b1,1,0.047105,3.941637,[50 77] ; [11  6],[53.79861111 73.20138889] ; [7.20138889 9.79861111],0
p11,1,0.084192,2.982053,[99 28] ; [10  7],[96.13194444 30.86805556] ; [12.86805556  4.13194444],0
d4,1,0.13137,2.276242,[69 57] ; [ 6 11],[66.08391608 59.91608392] ; [8.91608392 8.08391608],0
p6,1,0.133388,2.252628,[45 80] ; [ 3 14],[42.25352113 82.74647887] ; [ 5.74647887 11.25352113],0
n4,1,0.148721,2.08532,[82 44] ; [8 9],[79.3006993 46.6993007] ; [10.6993007  6.3006993],0
s4,1,0.167718,1.903227,[ 20 106] ; [ 5 12],[ 22.02797203 103.97202797] ; [ 2.97202797 14.02797203],0
a5,1,0.176247,1.82899,[67 60] ; [ 6 11],[64.38194444 62.61805556] ; [8.61805556 8.38194444],0
u3,1,0.184119,1.764055,[29 29] ; [2 6],[27.24242424 30.75757576] ; [3.75757576 4.24242424],0
s3,1,0.205256,1.604577,[76 50] ; [7 9],[73.64788732 52.35211268] ; [9.35211268 6.64788732],0
v1,1,0.209065,1.577891,[56 67] ; [ 5 12],[53.59285714 69.40714286] ; [7.40714286 9.59285714],0
s7,1,0.270975,1.211803,[59 63] ; [ 5 10],[56.99270073 65.00729927] ; [7.00729927 7.99270073],0
s8,1,0.344675,0.892964,[47 80] ; [ 4 12],[45.29370629 81.70629371] ; [ 5.70629371 10.29370629],0
b2,1,0.347659,0.881983,[29 47] ; [2 7],[27.71764706 48.28235294] ; [3.28235294 5.71764706],0
b3,1,0.347659,0.881983,[29 47] ; [2 7],[27.71764706 48.28235294] ; [3.28235294 5.71764706],0
p8,1,0.371943,0.797164,[70 56] ; [7 9],[68.32394366 57.67605634] ; [8.67605634 7.32394366],0
p5,1,0.379665,0.771786,[ 17 110] ; [ 1 16],[ 15.875 111.125] ; [ 2.125 14.875],0
d3,1,0.385086,0.754403,[59 68] ; [ 6 11],[57.32638889 69.67361111] ; [7.67361111 9.32638889],0
p1,1,0.420284,0.649521,[ 16 111] ; [ 1 16],[ 14.99305556 112.00694444] ; [ 2.00694444 14.99305556],0
s2,1,0.438212,0.60096,[57 69] ; [ 6 11],[55.51048951 70.48951049] ; [7.48951049 9.51048951],0
n5,1,0.479032,0.501066,[85 41] ; [10  7],[83.70629371 42.29370629] ; [11.29370629  5.70629371],0
d2,1,0.495526,0.464505,[32 95] ; [ 3 14],[30.86805556 96.13194444] ; [ 4.13194444 12.86805556],0
b4,1,0.570376,0.322054,[73 54] ; [11  6],[74.08333333 52.91666667] ; [9.91666667 7.08333333],0
a4,1,0.618088,0.248565,[29 97] ; [ 3 14],[28.1958042 97.8041958] ; [ 3.8041958 13.1958042],0
p4,1,0.635526,0.224641,[67 59] ; [8 9],[66.08391608 59.91608392] ; [8.91608392 8.08391608],0
p3,1,0.655511,0.199023,[52 75] ; [ 6 11],[51.15277778 75.84722222] ; [ 6.84722222 10.15277778],0
b5,1,0.700181,0.148284,[76 51] ; [11  6],[76.72916667 50.27083333] ; [10.27083333  6.72916667],0
a1,1,0.706207,0.142095,[  5 122] ; [ 1 16],[  5.29166667 121.70833333] ; [ 0.70833333 16.29166667],0
p7,1,0.75658,0.096085,[83 42] ; [10  6],[82.44680851 42.55319149] ; [10.55319149  5.44680851],0
s5,1,0.772419,0.083644,[33 90] ; [ 4 13],[32.50714286 90.49285714] ; [ 4.49285714 12.50714286],0
n1,1,0.804277,0.061413,[ 7 20] ; [3 7],[ 7.2972973 19.7027027] ; [2.7027027 7.2972973],0
p12,1,0.84209,0.039689,[  9 116] ; [ 1 16],[  8.8028169 116.1971831] ; [ 1.1971831 15.8028169],0
a3,1,0.936446,0.006358,[68 58] ; [9 8],[67.84615385 58.15384615] ; [9.15384615 7.84615385],0
u2,1,0.962933,0.00216,[29 28] ; [4 4],[28.93846154 28.06153846] ; [4.06153846 3.93846154],0
n3,1,0.982536,0.000479,[19  8] ; [7 3],[18.97297297  8.02702703] ; [7.02702703 2.97297297],0
n2,1,0.982536,0.000479,[19  8] ; [7 3],[18.97297297  8.02702703] ; [7.02702703 2.97297297],0
