Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.005665,7.653782,[22 12] ; [11 24],[16.26086957 17.73913043] ; [16.73913043 18.26086957],0
d3,1,0.007189,7.225204,[23 10] ; [13 22],[17.47058824 15.52941176] ; [18.52941176 16.47058824],0
d5,1,0.009864,6.65932,[25  9] ; [15 20],[19.71014493 14.28985507] ; [20.28985507 14.71014493],0
u2,1,0.011108,6.447932,[6 5] ; [ 2 16],[3.03448276 7.96551724] ; [ 4.96551724 13.03448276],0
p6,1,0.021121,5.316768,[ 7 26] ; [ 1 33],[ 3.94029851 29.05970149] ; [ 4.05970149 29.94029851],0
a2,1,0.021449,5.289897,[ 7 27] ; [ 1 34],[ 3.94202899 30.05797101] ; [ 4.05797101 30.94202899],0
a5,1,0.022342,5.218927,[21 13] ; [12 23],[16.26086957 17.73913043] ; [16.73913043 18.26086957],0
a4,1,0.038104,4.300395,[15 19] ; [ 7 27],[11. 23.] ; [11. 23.],0
r3,1,0.113113,2.510185,[16 18] ; [10 25],[12.8115942 21.1884058] ; [13.1884058 21.8115942],0
d1,1,0.113113,2.510185,[16 18] ; [10 25],[12.8115942 21.1884058] ; [13.1884058 21.8115942],0
n5,1,0.118093,2.442431,[16 18] ; [23 12],[19.2173913 14.7826087] ; [19.7826087 15.2173913],0
v2,1,0.140165,2.176148,[11 22] ; [ 6 28],[ 8.37313433 24.62686567] ; [ 8.62686567 25.37313433],0
d4,1,0.153059,2.041492,[25  9] ; [20 15],[22.17391304 11.82608696] ; [22.82608696 12.17391304],0
a3,1,0.166715,1.912241,[22 11] ; [17 17],[19.20895522 13.79104478] ; [19.79104478 14.20895522],0
b1,1,0.179221,1.804068,[19 15] ; [25 10],[21.68115942 12.31884058] ; [22.31884058 12.68115942],0
n3,1,0.207886,1.586087,[9 9] ; [ 6 14],[ 7.10526316 10.89473684] ; [ 7.89473684 12.10526316],0
r2,1,0.21065,1.566952,[22 11] ; [17 16],[19.5 13.5] ; [19.5 13.5],0
n6,1,0.220196,1.503095,[12 22] ; [17 17],[14.5 19.5] ; [14.5 19.5],0
s6,1,0.227326,1.457511,[10 24] ; [ 6 29],[ 7.88405797 26.11594203] ; [ 8.11594203 26.88405797],0
b5,1,0.275778,1.187777,[20 14] ; [16 19],[17.73913043 16.26086957] ; [18.26086957 16.73913043],0
n4,1,0.281443,1.16011,[17 17] ; [22 13],[19.2173913 14.7826087] ; [19.7826087 15.2173913],0
s2,1,0.282388,1.155561,[ 6 28] ; [10 25],[ 7.88405797 26.11594203] ; [ 8.11594203 26.88405797],0
d2,1,0.324324,0.971429,[16 18] ; [12 22],[14. 20.] ; [14. 20.],0
v3,1,0.347658,0.881989,[ 9 25] ; [ 6 29],[ 7.39130435 26.60869565] ; [ 7.60869565 27.39130435],0
p1,1,0.372533,0.795198,[ 4 30] ; [ 2 33],[ 2.95652174 31.04347826] ; [ 3.04347826 31.95652174],0
s5,1,0.373802,0.790986,[ 5 27] ; [ 3 32],[ 3.82089552 28.17910448] ; [ 4.17910448 30.82089552],0
v4,1,0.38655,0.749767,[21 13] ; [18 17],[19.2173913 14.7826087] ; [19.7826087 15.2173913],0
p9,1,0.402131,0.701943,[14 20] ; [10 22],[12.36363636 21.63636364] ; [11.63636364 20.36363636],0
p10,1,0.441915,0.591304,[13 21] ; [10 24],[11.5 22.5] ; [11.5 22.5],0
s4,1,0.463195,0.538163,[ 6 28] ; [ 4 31],[ 4.92753623 29.07246377] ; [ 5.07246377 29.92753623],0
p3,1,0.506786,0.440698,[ 8 25] ; [ 6 28],[ 6.89552239 26.10447761] ; [ 7.10447761 26.89552239],0
n2,1,0.535899,0.383193,[9 9] ; [ 8 12],[8.05263158 9.94736842] ; [ 8.94736842 11.05263158],0
u1,1,0.537857,0.379526,[ 2 32] ; [ 1 34],[ 1.47826087 32.52173913] ; [ 1.52173913 33.47826087],0
a8,1,0.554563,0.349206,[ 2 31] ; [ 1 32],[ 1.5 31.5] ; [ 1.5 31.5],0
p8,1,0.558981,0.341472,[ 4 29] ; [ 6 29],[ 4.85294118 28.14705882] ; [ 5.14705882 29.85294118],0
s7,1,0.561477,0.337153,[ 5 26] ; [ 7 25],[ 5.9047619 25.0952381] ; [ 6.0952381 25.9047619],0
n1,1,0.571689,0.319865,[ 6 12] ; [ 5 15],[ 5.21052632 12.78947368] ; [ 5.78947368 14.21052632],0
u3,1,0.57615,0.3125,[3 9] ; [ 3 15],[2.4 9.6] ; [ 3.6 14.4],0
v1,1,0.594525,0.283333,[ 9 25] ; [11 23],[10. 24.] ; [10. 24.],0
p7,1,0.633193,0.227756,[10 24] ; [ 8 25],[ 9.13432836 24.86567164] ; [ 8.86567164 24.13432836],0
b2,1,0.691259,0.157726,[ 7 10] ; [10 11],[7.60526316 9.39473684] ; [ 9.39473684 11.60526316],0
b3,1,0.691259,0.157726,[ 7 10] ; [10 11],[7.60526316 9.39473684] ; [ 9.39473684 11.60526316],0
r1,1,0.733451,0.115966,[12 22] ; [11 24],[11.33333333 22.66666667] ; [11.66666667 23.33333333],0
p4,1,0.769933,0.085535,[ 8 26] ; [ 7 27],[ 7.5 26.5] ; [ 7.5 26.5],0
a1,1,0.782192,0.076432,[ 5 29] ; [ 6 29],[ 5.42028986 28.57971014] ; [ 5.57971014 29.42028986],0
s3,1,0.792952,0.068896,[11 23] ; [10 24],[10.5 23.5] ; [10.5 23.5],0
b4,1,0.90554,0.014082,[17 17] ; [17 18],[16.75362319 17.24637681] ; [17.24637681 17.75362319],0
s1,1,0.965222,0.001901,[ 4 30] ; [ 4 31],[ 3.94202899 30.05797101] ; [ 4.05797101 30.94202899],0
s8,1,0.970361,0.001381,[ 3 31] ; [ 3 32],[ 2.95652174 31.04347826] ; [ 3.04347826 31.95652174],0
p2,1,1.0,0.0,[13 21] ; [13 21],[13. 21.] ; [13. 21.],0
