Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.6e-05,17.684711,[13 31] ; [71 35],[24.64 19.36] ; [59.36 46.64],1
n4,1,0.00351,8.52149,[21 23] ; [77 29],[28.74666667 15.25333333] ; [69.25333333 36.74666667],0
u3,1,0.025278,5.004772,[14  3] ; [23 22],[10.14516129  6.85483871] ; [26.85483871 18.14516129],0
u1,1,0.031552,4.62267,[ 2 42] ; [19 87],[ 6.16 37.84] ; [14.84 91.16],0
b5,1,0.041587,4.151932,[19 25] ; [65 41],[24.64 19.36] ; [59.36 46.64],0
r2,1,0.077752,3.111274,[37  7] ; [98  7],[39.86577181  4.13422819] ; [95.13422819  9.86577181],0
a7,1,0.080151,3.061832,[24 20] ; [73 32],[28.6442953 15.3557047] ; [68.3557047 36.6442953],0
u2,1,0.092082,2.8376,[12  5] ; [20 23],[9.06666667 7.93333333] ; [22.93333333 20.06666667],0
s7,1,0.111336,2.535155,[ 8 31] ; [35 67],[11.89361702 27.10638298] ; [31.10638298 70.89361702],0
s6,1,0.139187,2.186924,[17 27] ; [54 50],[21.10810811 22.89189189] ; [49.89189189 54.10810811],0
d1,1,0.155096,2.021405,[16 28] ; [52 54],[19.94666667 24.05333333] ; [48.05333333 57.94666667],0
n2,1,0.156943,2.00344,[11  7] ; [27  7],[13.15384615  4.84615385] ; [24.84615385  9.15384615],0
n1,1,0.19389,1.687806,[ 4 12] ; [15 19],[6.08 9.92] ; [12.92 21.08],0
b2,1,0.197608,1.659963,[ 5 23] ; [20 45],[ 7.52688172 20.47311828] ; [17.47311828 47.52688172],0
b3,1,0.197608,1.659963,[ 5 23] ; [20 45],[ 7.52688172 20.47311828] ; [17.47311828 47.52688172],0
p4,1,0.228342,1.451157,[16 28] ; [49 55],[19.32432432 24.67567568] ; [45.67567568 58.32432432],0
p10,1,0.241563,1.371448,[ 9 35] ; [31 73],[11.89189189 32.10810811] ; [28.10810811 75.89189189],0
s3,1,0.245826,1.346873,[23 21] ; [44 61],[19.7852349 24.2147651] ; [47.2147651 57.7852349],0
s5,1,0.24752,1.337245,[ 6 37] ; [23 80],[ 8.54109589 34.45890411] ; [20.45890411 82.54109589],0
a1,1,0.282463,1.1552,[ 1 43] ; [ 7 99],[ 2.34666667 41.65333333] ; [  5.65333333 100.34666667],0
v1,1,0.288659,1.125867,[13 31] ; [41 65],[15.84 28.16] ; [38.16 67.84],0
p11,1,0.320654,0.986278,[21 23] ; [60 46],[23.76 20.24] ; [57.24 48.76],0
r4,1,0.323964,0.972877,[33 11] ; [87 19],[35.2  8.8] ; [84.8 21.2],0
v3,1,0.331052,0.944777,[11 30] ; [37 68],[13.47945205 27.52054795] ; [34.52054795 70.47945205],0
a8,1,0.333802,0.934092,[ 2 40] ; [ 9 84],[ 3.42222222 38.57777778] ; [ 7.57777778 85.42222222],0
a6,1,0.39709,0.717119,[29 15] ; [62 44],[26.69333333 17.30666667] ; [64.30666667 41.69333333],0
s8,1,0.406172,0.689977,[ 9 35] ; [28 76],[11. 33.] ; [26. 78.],0
a2,1,0.440913,0.593905,[ 6 38] ; [20 86],[ 7.62666667 36.37333333] ; [18.37333333 87.62666667],0
b1,1,0.454501,0.559402,[27 17] ; [58 48],[24.93333333 19.06666667] ; [60.06666667 45.93333333],0
r3,1,0.459498,0.547117,[38  6] ; [95 10],[39.27516779  4.72483221] ; [93.72483221 11.27516779],0
p6,1,0.513967,0.425982,[ 8 34] ; [25 79],[ 9.49315068 32.50684932] ; [23.50684932 80.49315068],0
b4,1,0.52511,0.403845,[29 15] ; [64 42],[27.28 16.72] ; [65.72 40.28],0
r1,1,0.5454,0.365622,[32 12] ; [82 24],[33.44 10.56] ; [80.56 25.44],0
