Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.385872,[182  61] ; [40 78],[149.43490305  93.56509695] ; [72.56509695 45.43490305],1
a6,1,0.0,27.832584,[185  58] ; [57 61],[162.89750693  80.10249307] ; [79.10249307 38.89750693],1
d5,1,0.0,25.834455,[199  44] ; [67 51],[179.05263158  63.94736842] ; [86.94736842 31.05263158],1
r3,1,0.000229,13.576547,[218  24] ; [89 29],[206.37222222  35.62777778] ; [100.62777778  17.37222222],1
r4,1,0.000275,13.230353,[202  41] ; [78 40],[188.47645429  54.52354571] ; [91.52354571 26.47645429],1
d1,1,0.000344,12.815407,[129 114] ; [39 79],[113.08587258 129.91412742] ; [54.91412742 63.08587258],1
d4,1,0.000398,12.540197,[194  49] ; [73 44],[180.225  62.775] ; [86.775 30.225],1
a2,1,0.000803,11.233223,[ 53 190] ; [  9 109],[ 41.73407202 201.26592798] ; [20.26592798 97.73407202],1
r1,1,0.000998,10.831156,[187  54] ; [72 46],[173.86908078  67.13091922] ; [85.13091922 32.86908078],1
v2,1,0.002681,9.012991,[122 110] ; [40 73],[108.93913043 123.06086957] ; [53.06086957 59.93913043],0
b5,1,0.006425,7.427005,[154  89] ; [57 61],[142.03047091 100.96952909] ; [68.96952909 49.03047091],0
u1,1,0.006663,7.361702,[ 33 210] ; [  5 113],[ 25.57894737 217.42105263] ; [ 12.42105263 105.57894737],0
v4,1,0.009362,6.752517,[218  24] ; [93 23],[210.22905028  31.77094972] ; [100.77094972  15.22905028],0
s6,1,0.016429,5.756375,[107 133] ; [37 81],[ 96.53631285 143.46368715] ; [47.46368715 70.53631285],0
r2,1,0.016521,5.746508,[216  24] ; [93 22],[208.90140845  31.09859155] ; [100.09859155  14.90140845],0
u3,1,0.019523,5.454064,[45 39] ; [16 33],[38.52631579 45.47368421] ; [22.47368421 26.52631579],0
a5,1,0.02471,5.044124,[171  72] ; [69 49],[161.55124654  81.44875346] ; [78.44875346 39.55124654],0
b1,1,0.033388,4.525747,[ 85 158] ; [55 63],[ 94.23822715 148.76177285] ; [45.76177285 72.23822715],0
p8,1,0.043376,4.0807,[101 137] ; [37 81],[ 92.25842697 145.74157303] ; [45.74157303 72.25842697],0
