Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,39.48265,[ 17 290] ; [18 37],[ 29.68232044 277.31767956] ; [ 5.31767956 49.68232044],1
p8,1,0.0,26.881547,[151 154] ; [48  7],[168.59722222 136.40277778] ; [30.40277778 24.59722222],1
s5,1,3e-06,21.993493,[127 169] ; [40 11],[142.45533141 153.54466859] ; [24.54466859 26.45533141],1
p12,1,4e-06,21.48048,[ 27 281] ; [17 38],[ 37.33333333 270.66666667] ; [ 6.66666667 48.33333333],1
p6,1,9e-06,19.809765,[126 179] ; [40 14],[141.03064067 163.96935933] ; [24.96935933 29.03064067],1
p4,1,2.6e-05,17.690657,[196 112] ; [50  4],[209.3038674  98.6961326] ; [36.6961326 17.3038674],1
p3,1,0.000185,13.979757,[161 147] ; [43 11],[173.56906077 134.43093923] ; [30.43093923 23.56906077],1
a1,1,0.00089,11.043892,[ 14 295] ; [ 9 46],[ 19.52472527 289.47527473] ; [ 3.47527473 51.52472527],1
v1,1,0.001385,10.225124,[170 131] ; [43 11],[180.6 120.4] ; [32.4 21.6],0
p7,1,0.0114,6.40194,[197 104] ; [44  9],[204.9180791  96.0819209] ; [36.0819209 16.9180791],0
s7,1,0.012476,6.241866,[216  80] ; [48  6],[223.26857143  72.73142857] ; [40.73142857 13.26857143],0
v3,1,0.014845,5.934753,[134 164] ; [34 20],[142.22727273 155.77272727] ; [25.77272727 28.22727273],0
s8,1,0.016435,5.755748,[187 121] ; [42 12],[194.83977901 113.16022099] ; [34.16022099 19.83977901],0
u4,1,0.016665,5.731315,[  8 301] ; [ 5 50],[ 11.03571429 297.96428571] ; [ 1.96428571 53.03571429],0
n5,1,0.020015,5.410571,[269  38] ; [54  1],[273.92541436  33.07458564] ; [49.07458564  5.92541436],0
b5,1,0.022876,5.177908,[191 118] ; [25 30],[183.36263736 125.63736264] ; [32.63736264 22.36263736],0
n1,1,0.03612,4.391423,[23 34] ; [7 2],[25.90909091 31.09090909] ; [4.09090909 4.90909091],0
n3,1,0.036892,4.355399,[45 13] ; [4 5],[42.41791045 15.58208955] ; [6.58208955 2.41791045],0
n6,1,0.054797,3.688251,[276  30] ; [53  1],[279.65  26.35] ; [49.35  4.65],0
r4,1,0.075999,3.148455,[282  27] ; [54  1],[285.23076923  23.76923077] ; [50.76923077  4.23076923],0
s1,1,0.106551,2.604641,[ 16 289] ; [ 6 49],[ 18.63888889 286.36111111] ; [ 3.36111111 51.63888889],0
a2,1,0.211794,1.559119,[ 93 216] ; [12 43],[ 89.13461538 219.86538462] ; [15.86538462 39.13461538],0
s3,1,0.264825,1.24336,[267  39] ; [50  4],[269.45  36.55] ; [47.55  6.45],0
v2,1,0.278739,1.17323,[184 115] ; [29 25],[180.41643059 118.58356941] ; [32.58356941 21.41643059],0
p2,1,0.299026,1.078532,[264  44] ; [50  5],[266.42424242  41.57575758] ; [47.57575758  7.42424242],0
p9,1,0.299751,1.075303,[269  37] ; [51  4],[271.2465374  34.7534626] ; [48.7534626  6.2465374],0
b2,1,0.30797,1.039361,[ 73 122] ; [18 21],[ 75.83333333 119.16666667] ; [15.16666667 23.83333333],0
