Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.704575,[120  20] ; [41 32],[105.82159624  34.17840376] ; [55.17840376 17.82159624],1
p10,1,3e-06,21.992869,[111  28] ; [36 38],[95.92957746 43.07042254] ; [51.07042254 22.92957746],1
p2,1,5.4e-05,16.287833,[113  25] ; [44 34],[100.30555556  37.69444444] ; [56.69444444 21.30555556],1
b1,1,0.001452,10.138156,[ 36 104] ; [37 42],[46.66666667 93.33333333] ; [26.33333333 52.66666667],0
n6,1,0.002816,8.923088,[101  38] ; [41 37],[90.95852535 48.04147465] ; [51.04147465 26.95852535],0
p8,1,0.003581,8.484718,[70 69] ; [23 54],[59.84722222 79.15277778] ; [33.15277778 43.84722222],0
p7,1,0.013002,6.168861,[80 52] ; [33 44],[71.36842105 60.63157895] ; [41.63157895 35.36842105],0
s1,1,0.018381,5.559513,[  2 138] ; [ 6 72],[  5.13761468 134.86238532] ; [ 2.86238532 75.13761468],0
n5,1,0.030178,4.699129,[54 85] ; [19 59],[46.76036866 92.23963134] ; [26.23963134 51.76036866],0
d2,1,0.036885,4.355697,[44 96] ; [36 43],[51.14155251 88.85844749] ; [28.85844749 50.14155251],0
r3,1,0.04257,4.112415,[134   6] ; [69  9],[130.36697248   9.63302752] ; [72.63302752  5.36697248],0
a2,1,0.087282,2.923803,[ 15 125] ; [15 64],[ 19.17808219 120.82191781] ; [10.82191781 68.17808219],0
r4,1,0.107157,2.595655,[123  17] ; [63 16],[118.90410959  21.09589041] ; [67.09589041 11.90410959],0
b5,1,0.14781,2.094712,[80 60] ; [53 26],[85.02283105 54.97716895] ; [47.97716895 31.02283105],0
s8,1,0.154408,2.028151,[49 91] ; [20 58],[44.31192661 95.68807339] ; [24.68807339 53.31192661],0
s4,1,0.154631,2.025964,[ 32 108] ; [25 54],[ 36.43835616 103.56164384] ; [20.56164384 58.43835616],0
d5,1,0.157665,1.996476,[99 41] ; [62 16],[103.39449541  36.60550459] ; [57.60550459 20.39449541],0
n2,1,0.167004,1.909633,[35 11] ; [21 13],[32.2 13.8] ; [23.8 10.2],0
p1,1,0.169675,1.885816,[  6 132] ; [ 7 71],[  8.30555556 129.69444444] ; [ 4.69444444 73.30555556],0
d3,1,0.230428,1.438217,[95 45] ; [46 31],[90.96774194 49.03225806] ; [50.03225806 26.96774194],0
v1,1,0.269521,1.219184,[60 76] ; [28 49],[56.18779343 79.81220657] ; [31.81220657 45.18779343],0
p3,1,0.293925,1.101554,[53 87] ; [24 54],[49.44954128 90.55045872] ; [27.55045872 50.44954128],0
v2,1,0.307902,1.039654,[70 63] ; [33 40],[66.5 66.5] ; [36.5 36.5],0
b2,1,0.323659,0.974102,[25 49] ; [ 8 25],[22.82242991 51.17757009] ; [10.17757009 22.82242991],0
b3,1,0.323659,0.974102,[25 49] ; [ 8 25],[22.82242991 51.17757009] ; [10.17757009 22.82242991],0
p12,1,0.328597,0.95442,[  5 135] ; [ 1 76],[  3.87096774 136.12903226] ; [ 2.12903226 74.87096774],0
a6,1,0.374873,0.787447,[90 50] ; [46 33],[86.94063927 53.05936073] ; [49.05936073 29.94063927],0
u1,1,0.383139,0.760605,[ 11 129] ; [ 9 70],[ 12.78538813 127.21461187] ; [ 7.21461187 71.78538813],0
a4,1,0.3873,0.747402,[ 40 100] ; [27 52],[42.83105023 97.16894977] ; [24.16894977 54.83105023],0
p4,1,0.426031,0.633619,[63 76] ; [31 47],[60.21198157 78.78801843] ; [33.78801843 44.21198157],0
p6,1,0.432008,0.61742,[ 35 102] ; [16 61],[ 32.64953271 104.35046729] ; [18.35046729 58.64953271],0
s5,1,0.534213,0.386371,[44 93] ; [21 54],[42.00471698 94.99528302] ; [22.99528302 52.00471698],0
a3,1,0.535415,0.384105,[85 55] ; [44 34],[82.8440367 57.1559633] ; [46.1559633 31.8440367],0
s2,1,0.547819,0.361239,[61 78] ; [38 41],[63.12385321 75.87614679] ; [35.87614679 43.12385321],0
a5,1,0.56925,0.323939,[80 60] ; [42 37],[77.99086758 62.00913242] ; [44.00913242 34.99086758],0
v4,1,0.577328,0.310574,[131   8] ; [72  6],[130.03225806   8.96774194] ; [72.96774194  5.03225806],0
r1,1,0.632284,0.228977,[101  38] ; [55 24],[99.46788991 39.53211009] ; [56.53211009 22.46788991],0
v3,1,0.644339,0.213113,[36 96] ; [18 56],[34.60194175 97.39805825] ; [19.39805825 54.60194175],0
s7,1,0.683029,0.166736,[46 92] ; [22 50],[44.68571429 93.31428571] ; [23.31428571 48.68571429],0
n1,1,0.698554,0.14998,[14 32] ; [ 9 25],[13.225 32.775] ; [ 9.775 24.225],0
a1,1,0.704025,0.144318,[  4 136] ; [ 3 76],[  4.47488584 135.52511416] ; [ 2.52511416 76.47488584],0
a7,1,0.710889,0.137391,[99 41] ; [57 21],[100.18348624  39.81651376] ; [55.81651376 22.18348624],0
s3,1,0.748521,0.102778,[69 70] ; [41 38],[70.13761468 68.86238532] ; [39.86238532 39.13761468],0
d4,1,0.778294,0.079266,[110  30] ; [60 18],[109.17431193  30.82568807] ; [60.82568807 17.17431193],0
b4,1,0.797635,0.065746,[84 56] ; [46 33],[83.10502283 56.89497717] ; [46.89497717 32.10502283],0
u3,1,0.86276,0.029881,[36 19] ; [21 12],[35.625 19.375] ; [21.375 11.625],0
d1,1,0.891512,0.018602,[66 74] ; [38 41],[66.48401826 73.51598174] ; [37.51598174 41.48401826],0
s6,1,0.937162,0.006215,[82 57] ; [45 32],[81.72685185 57.27314815] ; [45.27314815 31.72685185],0
n3,1,0.980738,0.000583,[31 15] ; [23 11],[31.05 14.95] ; [22.95 11.05],0
