Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.87289,[33 72] ; [202  73],[64.93421053 40.06578947] ; [170.06578947 104.93421053],1
a6,1,0.0,45.269637,[43 62] ; [213  63],[70.5511811 34.4488189] ; [185.4488189  90.5511811],1
d5,1,0.0,38.273298,[53 52] ; [226  50],[76.88976378 28.11023622] ; [202.11023622  73.88976378],1
r3,1,0.0,26.139826,[79 26] ; [258  17],[93.11842105 11.88157895] ; [243.88157895  31.11842105],1
d4,1,2e-06,23.093089,[58 47] ; [220  56],[76.61417323 28.38582677] ; [201.38582677  74.61417323],1
r4,1,2e-06,22.777218,[66 39] ; [235  41],[82.95275591 22.04724409] ; [218.04724409  57.95275591],1
r1,1,4e-06,21.323127,[54 51] ; [208  66],[72.58575198 32.41424802] ; [189.41424802  84.58575198],1
d1,1,4e-05,16.857563,[32 73] ; [149 127],[49.88188976 55.11811024] ; [131.11811024 144.88188976],1
a2,1,4.8e-05,16.525278,[  4 101] ; [ 58 218],[17.08661417 87.91338583] ; [ 44.91338583 231.08661417],1
p10,1,0.000122,14.762194,[53 49] ; [199  74],[68.544 33.456] ; [183.456  89.544],1
v4,1,0.000166,14.177754,[82 23] ; [254  22],[92.5984252 12.4015748] ; [243.4015748  32.5984252],1
p2,1,0.000527,12.016301,[63 39] ; [218  57],[76.0265252 25.9734748] ; [204.9734748  70.0265252],1
u1,1,0.000599,11.779576,[  1 104] ; [ 34 242],[ 9.64566929 95.35433071] ; [ 25.35433071 250.64566929],1
p9,1,0.00161,9.947956,[62 41] ; [209  64],[74.23670213 28.76329787] ; [196.76329787  76.23670213],0
r2,1,0.001758,9.78617,[81 21] ; [249  24],[89.76 12.24] ; [240.24  32.76],0
a5,1,0.001882,9.661296,[51 54] ; [182  94],[64.21259843 40.78740157] ; [168.78740157 107.21259843],0
u3,1,0.004358,8.128344,[17 37] ; [55 44],[25.41176471 28.58823529] ; [46.58823529 52.41176471],0
p3,1,0.004523,8.061107,[24 79] ; [107 168],[35.6957672 67.3042328] ; [ 95.3042328 179.6957672],0
a3,1,0.008076,7.016567,[51 54] ; [174 100],[62.33509235 42.66490765] ; [162.66490765 111.33509235],0
p4,1,0.012661,6.215934,[35 66] ; [135 140],[45.66489362 55.33510638] ; [124.33510638 150.66489362],0
b5,1,0.014377,5.991193,[57 48] ; [187  89],[67.24409449 37.75590551] ; [176.75590551  99.24409449],0
p5,1,0.019361,5.468612,[ 6 98] ; [  4 271],[  2.74406332 101.25593668] ; [  7.25593668 267.74406332],0
p6,1,0.019881,5.422338,[14 85] ; [ 70 204],[22.29490617 76.70509383] ; [ 61.70509383 212.29490617],0
v2,1,0.021773,5.263796,[38 61] ; [136 126],[47.71745152 51.28254848] ; [126.28254848 135.71745152],0
p11,1,0.024549,5.05544,[67 38] ; [208  68],[75.78740157 29.21259843] ; [199.21259843  76.78740157],0
n6,1,0.037379,4.333059,[69 36] ; [209  65],[77.01846966 27.98153034] ; [200.98153034  73.01846966],0
s6,1,0.041123,4.170934,[35 70] ; [123 151],[43.77308707 61.22691293] ; [114.22691293 159.77308707],0
a4,1,0.060508,3.523403,[29 74] ; [106 169],[36.78571429 66.21428571] ; [ 98.21428571 176.78571429],0
p8,1,0.068196,3.32591,[36 67] ; [123 148],[43.78877005 59.21122995] ; [115.21122995 155.78877005],0
b1,1,0.077766,3.110978,[48 57] ; [ 99 177],[40.51181102 64.48818898] ; [106.48818898 169.51181102],0
u2,1,0.116312,2.466294,[22 32] ; [54 46],[26.64935065 27.35064935] ; [49.35064935 50.64935065],0
p7,1,0.135329,2.230287,[46 55] ; [147 124],[52.40053763 48.59946237] ; [140.59946237 130.40053763],0
n4,1,0.150785,2.064287,[64 41] ; [189  86],[69.90789474 35.09210526] ; [183.09210526  91.90789474],0
s2,1,0.176791,1.824395,[19 85] ; [ 68 206],[23.93650794 80.06349206] ; [ 63.06349206 210.93650794],0
n3,1,0.187745,1.735224,[24 15] ; [53 19],[27.05405405 11.94594595] ; [49.94594595 22.05405405],0
a1,1,0.271217,1.21058,[ 6 99] ; [  9 267],[  4.13385827 100.86614173] ; [ 10.86614173 265.13385827],0
s8,1,0.301514,1.067485,[13 92] ; [ 46 230],[16.25984252 88.74015748] ; [ 42.74015748 233.25984252],0
p1,1,0.307166,1.042822,[  4 101] ; [ 18 257],[ 6.07894737 98.92105263] ; [ 15.92105263 259.07894737],0
v1,1,0.327861,0.957326,[40 65] ; [117 151],[44.19571046 60.80428954] ; [112.80428954 155.19571046],0
s4,1,0.371997,0.796984,[ 9 96] ; [ 32 240],[11.41909814 93.58090186] ; [ 29.58090186 242.41909814],0
s3,1,0.408652,0.682718,[31 71] ; [ 95 177],[34.36363636 67.63636364] ; [ 91.63636364 180.36363636],0
b3,1,0.420502,0.648913,[17 46] ; [46 95],[19.45588235 43.54411765] ; [43.54411765 97.45588235],0
b2,1,0.420502,0.648913,[17 46] ; [46 95],[19.45588235 43.54411765] ; [43.54411765 97.45588235],0
s1,1,0.502212,0.45026,[ 4 99] ; [  7 265],[ 3.02133333 99.97866667] ; [  7.97866667 264.02133333],0
b4,1,0.56749,0.326901,[59 46] ; [164 112],[61.45669291 43.54330709] ; [161.54330709 114.45669291],0
p12,1,0.607456,0.263897,[  3 101] ; [ 11 264],[  3.84168865 100.15831135] ; [ 10.15831135 264.84168865],0
v3,1,0.725129,0.123631,[28 73] ; [ 79 188],[29.36684783 71.63315217] ; [ 77.63315217 189.36684783],0
a8,1,0.81063,0.057415,[ 9 87] ; [ 26 228],[ 9.6 86.4] ; [ 25.4 228.6],0
n2,1,0.811878,0.056646,[27 13] ; [47 25],[26.42857143 13.57142857] ; [47.57142857 24.42857143],0
n1,1,0.83154,0.045253,[12 28] ; [23 49],[12.5 27.5] ; [22.5 49.5],0
d2,1,0.854347,0.0337,[40 64] ; [109 167],[40.77894737 63.22105263] ; [108.22105263 167.77894737],0
u4,1,0.908323,0.01326,[  1 104] ; [  3 273],[  1.1023622 103.8976378] ; [  2.8976378 273.1023622],0
n5,1,0.939802,0.005703,[69 35] ; [180  93],[68.68965517 35.31034483] ; [180.31034483  92.68965517],0
