Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.634956,[40 28] ; [146  10],[56.46428571 11.53571429] ; [129.53571429  26.46428571],1
v2,1,0.000246,13.44094,[20 47] ; [82 62],[32.38862559 34.61137441] ; [69.61137441 74.38862559],1
r2,1,0.002024,9.527237,[55 13] ; [147   9],[61.32142857  6.67857143] ; [140.67857143  15.32142857],0
d4,1,0.00316,8.712744,[44 24] ; [129  27],[52.51785714 15.48214286] ; [120.48214286  35.51785714],0
a6,1,0.00318,8.701257,[33 35] ; [108  48],[42.80357143 25.19642857] ; [98.19642857 57.80357143],0
a7,1,0.003248,8.662369,[39 28] ; [121  35],[48.07174888 18.92825112] ; [111.92825112  44.07174888],0
v3,1,0.005132,7.832433,[ 9 58] ; [ 46 100],[17.30046948 49.69953052] ; [ 37.69953052 108.30046948],0
d1,1,0.006887,7.30208,[22 46] ; [81 75],[31.26785714 36.73214286] ; [71.73214286 84.26785714],0
a2,1,0.006981,7.277872,[ 3 65] ; [ 28 128],[ 9.41071429 58.58928571] ; [ 21.58928571 134.41071429],0
a3,1,0.007287,7.200819,[30 37] ; [100  56],[39.05829596 27.94170404] ; [90.94170404 65.05829596],0
a5,1,0.020063,5.406414,[30 38] ; [95 61],[37.94642857 30.05357143] ; [87.05357143 68.94642857],0
n3,1,0.028304,4.809443,[16 16] ; [41 15],[20.72727273 11.27272727] ; [36.27272727 19.72727273],0
s6,1,0.033317,4.529424,[31 36] ; [95 59],[38.19909502 28.80090498] ; [87.80090498 66.19909502],0
d3,1,0.037441,4.330237,[37 29] ; [110  46],[43.7027027 22.2972973] ; [103.2972973  52.7027027],0
b1,1,0.040646,4.190706,[32 36] ; [ 51 105],[25.19642857 42.80357143] ; [57.80357143 98.19642857],0
u1,1,0.049397,3.861819,[ 2 66] ; [ 17 139],[ 5.76785714 62.23214286] ; [ 13.23214286 142.76785714],0
r3,1,0.060805,3.515292,[59  9] ; [146   9],[62.51121076  5.48878924] ; [142.48878924  12.51121076],0
v1,1,0.062163,3.478713,[22 45] ; [70 81],[28.27522936 38.72477064] ; [63.72477064 87.27522936],0
d5,1,0.063063,3.454949,[43 24] ; [119  37],[48.67264574 18.32735426] ; [113.32735426  42.67264574],0
a4,1,0.090163,2.871458,[15 53] ; [ 52 104],[20.33928571 47.66071429] ; [ 46.66071429 109.33928571],0
u3,1,0.092638,2.827924,[21 17] ; [39 15],[24.7826087 13.2173913] ; [35.2173913 18.7826087],0
a1,1,0.093318,2.816184,[ 5 63] ; [  4 152],[ 2.73214286 65.26785714] ; [  6.26785714 149.73214286],0
p10,1,0.100676,2.694807,[42 25] ; [112  40],[47.11415525 19.88584475] ; [106.88584475  45.11415525],0
s3,1,0.143668,2.138224,[27 41] ; [78 77],[32.01793722 35.98206278] ; [72.98206278 82.01793722],0
u2,1,0.155321,2.019204,[19 19] ; [35 19],[22.30434783 15.69565217] ; [31.69565217 22.30434783],0
p2,1,0.195435,1.676165,[46 22] ; [117  37],[49.92792793 18.07207207] ; [113.07207207  40.92792793],0
p9,1,0.234532,1.413166,[46 19] ; [119  33],[49.42396313 15.57603687] ; [115.57603687  36.42396313],0
p12,1,0.257175,1.2839,[ 1 67] ; [  7 147],[ 2.45045045 65.54954955] ; [  5.54954955 148.45045045],0
p11,1,0.259983,1.268845,[40 28] ; [104  52],[43.71428571 24.28571429] ; [100.28571429  55.71428571],0
p8,1,0.316906,1.001671,[26 42] ; [70 84],[29.40540541 38.59459459] ; [66.59459459 87.40540541],0
p7,1,0.33818,0.91732,[33 33] ; [85 64],[36.22325581 29.77674419] ; [81.77674419 67.22325581],0
p6,1,0.353561,0.860637,[19 48] ; [ 34 117],[16.28899083 50.71100917] ; [ 36.71100917 114.28899083],0
s8,1,0.357933,0.845134,[19 49] ; [ 53 102],[21.95515695 46.04484305] ; [ 50.04484305 104.95515695],0
s4,1,0.375766,0.784508,[19 49] ; [ 35 121],[16.39285714 51.60714286] ; [ 37.60714286 118.39285714],0
s7,1,0.395256,0.722713,[18 48] ; [49 99],[20.6635514 45.3364486] ; [ 46.3364486 101.6635514],0
b4,1,0.401486,0.703871,[36 32] ; [92 64],[38.85714286 29.14285714] ; [89.14285714 66.85714286],0
a8,1,0.425031,0.636364,[ 2 64] ; [  8 136],[ 3.14285714 62.85714286] ; [  6.85714286 137.14285714],0
b2,1,0.468677,0.525093,[12 22] ; [21 53],[10.38888889 23.61111111] ; [22.61111111 51.38888889],0
b3,1,0.468677,0.525093,[12 22] ; [21 53],[10.38888889 23.61111111] ; [22.61111111 51.38888889],0
u4,1,0.543935,0.368296,[ 1 67] ; [  1 155],[ 0.60714286 67.39285714] ; [  1.39285714 154.60714286],0
p4,1,0.554039,0.350132,[28 40] ; [70 84],[30.01801802 37.98198198] ; [67.98198198 86.01801802],0
s5,1,0.710088,0.138189,[18 49] ; [ 44 106],[19.14285714 47.85714286] ; [ 42.85714286 107.14285714],0
p3,1,0.772808,0.08335,[22 45] ; [ 54 101],[22.93693694 44.06306306] ; [ 53.06306306 101.93693694],0
s2,1,0.795713,0.067029,[29 39] ; [69 86],[29.88340807 38.11659193] ; [68.11659193 86.88340807],0
n2,1,0.831993,0.045006,[22 10] ; [39 16],[22.43678161  9.56321839] ; [38.56321839 16.43678161],0
p1,1,0.834581,0.04361,[ 4 64] ; [  8 146],[ 3.67567568 64.32432432] ; [  8.32432432 145.67567568],0
p5,1,0.834581,0.04361,[ 4 64] ; [  8 146],[ 3.67567568 64.32432432] ; [  8.32432432 145.67567568],0
