Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1.9e-05,18.337486,[29 37] ; [78 24],[42.03571429 23.96428571] ; [64.96428571 37.03571429],1
a4,1,5.6e-05,16.244185,[11 55] ; [48 54],[23.17857143 42.82142857] ; [35.82142857 66.17857143],1
d2,1,0.000756,11.346943,[13 53] ; [46 56],[23.17857143 42.82142857] ; [35.82142857 66.17857143],1
u1,1,0.001263,10.396447,[ 1 65] ; [18 84],[ 7.46428571 58.53571429] ; [11.53571429 90.46428571],0
p4,1,0.004085,8.245678,[20 45] ; [54 47],[28.97590361 36.02409639] ; [45.02409639 55.97590361],0
p7,1,0.005043,7.86405,[27 36] ; [64 34],[35.60869565 27.39130435] ; [55.39130435 42.60869565],0
p8,1,0.007505,7.147846,[21 44] ; [54 47],[29.36746988 35.63253012] ; [45.63253012 55.36746988],0
d1,1,0.008005,7.032446,[25 41] ; [60 42],[33.39285714 32.60714286] ; [51.60714286 50.39285714],0
p9,1,0.013132,6.151174,[41 22] ; [83 18],[47.63414634 15.36585366] ; [76.36585366 24.63414634],0
v1,1,0.014059,6.030703,[21 42] ; [53 47],[28.60122699 34.39877301] ; [45.39877301 54.60122699],0
p3,1,0.016802,5.716941,[15 51] ; [41 60],[22.13173653 43.86826347] ; [33.86826347 67.13173653],0
p10,1,0.020612,5.35929,[38 25] ; [78 23],[44.56097561 18.43902439] ; [71.43902439 29.56097561],0
b2,1,0.032503,4.571771,[ 3 22] ; [19 35],[ 6.96202532 18.03797468] ; [15.03797468 38.96202532],0
b3,1,0.032503,4.571771,[ 3 22] ; [19 35],[ 6.96202532 18.03797468] ; [15.03797468 38.96202532],0
d3,1,0.040448,4.198987,[40 26] ; [77 25],[45.96428571 20.03571429] ; [71.03571429 30.96428571],0
a6,1,0.044361,4.042781,[38 28] ; [74 28],[44. 22.] ; [68. 34.],0
d5,1,0.0448,4.026144,[44 22] ; [82 20],[49.5 16.5] ; [76.5 25.5],0
s5,1,0.048632,3.888001,[13 51] ; [34 64],[18.56790123 45.43209877] ; [28.43209877 69.56790123],0
v2,1,0.055321,3.672386,[29 33] ; [58 35],[34.8 27.2] ; [52.2 40.8],0
p5,1,0.106355,2.607559,[ 1 65] ; [ 7 93],[ 3.18072289 62.81927711] ; [ 4.81927711 95.18072289],0
p2,1,0.11663,2.462009,[45 21] ; [79 21],[49.30120482 16.69879518] ; [74.69879518 25.30120482],0
u3,1,0.138479,2.19478,[27  9] ; [13 10],[24.40677966 11.59322034] ; [15.59322034  7.40677966],0
s1,1,0.155732,2.015187,[ 4 61] ; [  2 100],[ 2.33532934 62.66467066] ; [ 3.66467066 98.33532934],0
p11,1,0.161439,1.960699,[39 27] ; [71 31],[43.21428571 22.78571429] ; [66.78571429 35.21428571],0
b5,1,0.163261,1.943758,[44 22] ; [57 45],[39.67857143 26.32142857] ; [61.32142857 40.67857143],0
p12,1,0.168362,1.897465,[ 1 64] ; [ 6 95],[ 2.74096386 62.25903614] ; [ 4.25903614 96.74096386],0
d4,1,0.187575,1.736559,[51 14] ; [88 14],[54.10179641 10.89820359] ; [84.89820359 17.10179641],0
s8,1,0.258207,1.278343,[18 48] ; [36 65],[21.34131737 44.65868263] ; [32.65868263 68.34131737],0
r3,1,0.271517,1.209064,[59  6] ; [97  5],[60.71856287  4.28143713] ; [95.28143713  6.71856287],0
s6,1,0.30506,1.051942,[36 29] ; [64 37],[39.15662651 25.84337349] ; [60.84337349 40.15662651],0
v3,1,0.307125,1.042999,[15 45] ; [32 66],[17.84810127 42.15189873] ; [29.15189873 68.84810127],0
n2,1,0.346777,0.885214,[13  8] ; [28 10],[14.59322034  6.40677966] ; [26.40677966 11.59322034],0
a8,1,0.347244,0.883503,[ 2 61] ; [ 6 85],[ 3.27272727 59.72727273] ; [ 4.72727273 86.27272727],0
s7,1,0.470336,0.521188,[18 43] ; [34 63],[20.07594937 40.92405063] ; [31.92405063 65.07594937],0
n5,1,0.485831,0.485746,[24 41] ; [32 69],[21.92771084 43.07228916] ; [34.07228916 66.92771084],0
a7,1,0.486322,0.484654,[48 18] ; [79 23],[49.89285714 16.10714286] ; [77.10714286 24.89285714],0
b1,1,0.502716,0.449198,[20 46] ; [36 66],[22. 44.] ; [34. 68.],0
n6,1,0.52842,0.397428,[40 25] ; [67 34],[41.89759036 23.10240964] ; [65.10240964 35.89759036],0
p6,1,0.54958,0.35807,[12 51] ; [23 77],[13.52760736 49.47239264] ; [21.47239264 78.52760736],0
a1,1,0.553777,0.350593,[ 1 65] ; [ 3 99],[ 1.57142857 64.42857143] ; [ 2.42857143 99.57142857],0
s4,1,0.659942,0.193594,[13 53] ; [23 79],[14.14285714 51.85714286] ; [21.85714286 80.14285714],0
b4,1,0.669873,0.18175,[41 25] ; [60 42],[39.67857143 26.32142857] ; [61.32142857 40.67857143],0
r2,1,0.677059,0.173455,[61  5] ; [95  6],[61.65269461  4.34730539] ; [94.34730539  6.65269461],0
r4,1,0.700683,0.147762,[59  7] ; [93  9],[59.71428571  6.28571429] ; [92.28571429  9.71428571],0
n1,1,0.75706,0.095694,[ 6 16] ; [ 9 29],[ 5.5 16.5] ; [ 9.5 28.5],0
u2,1,0.80003,0.064165,[23 12] ; [15  9],[22.54237288 12.45762712] ; [15.45762712  8.54237288],0
n3,1,0.840301,0.040606,[16  6] ; [26 11],[15.66101695  6.33898305] ; [26.33898305 10.66101695],0
s3,1,0.848456,0.036515,[34 32] ; [50 50],[33.39759036 32.60240964] ; [50.60240964 49.39759036],0
p1,1,0.893543,0.017909,[ 3 63] ; [ 5 95],[ 3.18072289 62.81927711] ; [ 4.81927711 95.18072289],0
v4,1,0.955052,0.003177,[61  4] ; [95  6],[61.08433735  3.91566265] ; [94.91566265  6.08433735],0
s2,1,0.984704,0.000368,[28 38] ; [43 58],[28.05988024 37.94011976] ; [42.94011976 58.05988024],0
