Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.413334,[49 17] ; [47 83],[32.32653061 33.67346939] ; [63.67346939 66.32653061],1
r1,1,0.003885,8.336627,[58 11] ; [84 46],[49.2361809 19.7638191] ; [92.7638191 37.2361809],0
r4,1,0.019245,5.479093,[64  5] ; [105  26],[58.305 10.695] ; [110.695  20.305],0
s4,1,0.031249,4.63921,[ 5 64] ; [ 24 105],[10.10606061 58.89393939] ; [ 18.89393939 110.10606061],0
n4,1,0.031657,4.61695,[57 12] ; [89 41],[50.62311558 18.37688442] ; [95.37688442 34.62311558],0
p5,1,0.032925,4.54966,[16 53] ; [ 15 114],[10.8030303 58.1969697] ; [ 20.1969697 108.8030303],0
b3,1,0.03309,4.541137,[19 22] ; [21 57],[13.78151261 27.21848739] ; [26.21848739 51.78151261],0
b2,1,0.03309,4.541137,[19 22] ; [21 57],[13.78151261 27.21848739] ; [26.21848739 51.78151261],0
p12,1,0.035277,4.431737,[ 8 61] ; [  5 125],[ 4.50753769 64.49246231] ; [  8.49246231 121.50753769],0
p3,1,0.044235,4.047564,[50 19] ; [76 55],[43.47 25.53] ; [82.53 48.47],0
s7,1,0.052021,3.775088,[39 26] ; [55 67],[32.67379679 32.32620321] ; [61.32620321 60.67379679],0
v1,1,0.05756,3.606339,[41 26] ; [61 69],[34.69035533 32.30964467] ; [67.30964467 62.69035533],0
s5,1,0.062367,3.473288,[26 42] ; [32 94],[20.32989691 47.67010309] ; [37.67010309 88.32989691],0
p6,1,0.063108,3.453774,[36 33] ; [50 80],[29.81909548 39.18090452] ; [56.18090452 73.81909548],0
u3,1,0.119075,2.429449,[11 15] ; [34 22],[14.26829268 11.73170732] ; [30.73170732 25.26829268],0
s8,1,0.120591,2.409632,[32 37] ; [46 85],[26.91 42.09] ; [51.09 79.91],0
p8,1,0.156411,2.008589,[47 22] ; [74 54],[42.38071066 26.61928934] ; [78.61928934 49.38071066],0
p7,1,0.187797,1.734816,[55 14] ; [91 37],[51.13705584 17.86294416] ; [94.86294416 33.13705584],0
b1,1,0.191371,1.707033,[26 43] ; [62 69],[30.36 38.64] ; [57.64 73.36],0
n6,1,0.228667,1.449132,[60  9] ; [105  26],[56.925 12.075] ; [108.075  22.925],0
n5,1,0.236251,1.402826,[56 13] ; [95 34],[52.62121212 16.37878788] ; [98.37878788 30.62121212],0
a1,1,0.252091,1.311678,[ 1 68] ; [  6 125],[ 2.415 66.585] ; [  4.585 126.415],0
d5,1,0.274359,1.194822,[45 24] ; [75 56],[41.4 27.6] ; [78.6 52.4],0
s6,1,0.28631,1.136894,[48 19] ; [82 46],[44.66666667 22.33333333] ; [85.33333333 42.66666667],0
n1,1,0.340023,0.910345,[9 6] ; [13 16],[7.5 7.5] ; [14.5 14.5],0
a4,1,0.362524,0.82913,[17 52] ; [40 90],[19.7638191 49.2361809] ; [37.2361809 92.7638191],0
p1,1,0.404745,0.694182,[ 9 60] ; [ 12 118],[ 7.28140704 61.71859296] ; [ 13.71859296 116.28140704],0
b4,1,0.418143,0.655528,[41 28] ; [70 61],[38.295 30.705] ; [72.705 58.295],0
r2,1,0.442005,0.591071,[62  7] ; [111  18],[60.28787879  8.71212121] ; [112.71212121  16.28787879],0
s2,1,0.463928,0.536402,[33 35] ; [56 74],[30.56565657 37.43434343] ; [58.43434343 71.56565657],0
a3,1,0.484178,0.489439,[42 27] ; [73 58],[39.675 29.325] ; [75.325 55.675],0
d2,1,0.486006,0.485356,[ 9 60] ; [ 22 109],[10.695 58.305] ; [ 20.305 110.695],0
a8,1,0.492175,0.471767,[ 7 56] ; [ 18 104],[ 8.51351351 54.48648649] ; [ 16.48648649 105.51351351],0
v4,1,0.498025,0.459142,[65  4] ; [119  11],[63.79899497  5.20100503] ; [120.20100503   9.79899497],0
b5,1,0.542664,0.370625,[38 31] ; [78 53],[40.02 28.98] ; [75.98 55.02],0
