Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.589476,[17 45] ; [44 17],[30.74796748 31.25203252] ; [30.25203252 30.74796748],1
a8,1,0.001205,10.48245,[ 1 57] ; [12 46],[ 6.5 51.5] ; [ 6.5 51.5],0
d4,1,0.018665,5.532624,[49 13] ; [35 24],[43.04132231 18.95867769] ; [40.95867769 18.04132231],0
p7,1,0.05903,3.56442,[19 42] ; [27 29],[23.98290598 37.01709402] ; [22.01709402 33.98290598],0
s3,1,0.069202,3.30185,[23 38] ; [32 27],[27.95833333 33.04166667] ; [27.04166667 31.95833333],0
p8,1,0.094306,2.799299,[21 40] ; [12 46],[16.91596639 44.08403361] ; [16.08403361 41.91596639],0
s6,1,0.098536,2.72908,[21 40] ; [30 31],[25.5 35.5] ; [25.5 35.5],0
d2,1,0.100063,2.704537,[18 44] ; [26 34],[22.36065574 39.63934426] ; [21.63934426 38.36065574],0
n1,1,0.102122,2.672083,[ 7 18] ; [14 14],[ 9.90566038 15.09433962] ; [11.09433962 16.90566038],0
r3,1,0.111805,2.528516,[51 11] ; [42 18],[47.26229508 14.73770492] ; [45.73770492 14.26229508],0
r1,1,0.115898,2.471895,[44 18] ; [35 26],[39.82113821 22.17886179] ; [39.17886179 21.82113821],0
d3,1,0.128054,2.315932,[41 21] ; [31 28],[36.89256198 25.10743802] ; [35.10743802 23.89256198],0
d5,1,0.13404,2.245082,[47 15] ; [38 22],[43.19672131 18.80327869] ; [41.80327869 18.19672131],0
u2,1,0.171091,1.873357,[20  8] ; [11 10],[17.71428571 10.28571429] ; [13.28571429  7.71428571],0
a6,1,0.17581,1.832694,[35 27] ; [41 19],[38.62295082 23.37704918] ; [37.37704918 22.62295082],0
a1,1,0.178121,1.813229,[ 3 59] ; [ 7 54],[ 5.04065041 56.95934959] ; [ 4.95934959 56.04065041],0
n2,1,0.178282,1.811891,[14 11] ; [22  8],[16.36363636  8.63636364] ; [19.63636364 10.36363636],0
a2,1,0.179447,1.8022,[ 6 56] ; [11 50],[ 8.56910569 53.43089431] ; [ 8.43089431 52.56910569],0
a3,1,0.181229,1.787513,[34 28] ; [40 20],[37.60655738 24.39344262] ; [36.39344262 23.60655738],0
p6,1,0.223243,1.483404,[ 7 55] ; [11 46],[ 9.37815126 52.62184874] ; [ 8.62184874 48.37815126],0
b1,1,0.241857,1.369738,[27 35] ; [33 28],[30.24390244 31.75609756] ; [29.75609756 31.24390244],0
p9,1,0.282781,1.153674,[33 28] ; [37 21],[35.88235294 25.11764706] ; [34.11764706 23.88235294],0
r2,1,0.284236,1.146725,[47 14] ; [50  9],[49.30833333 11.69166667] ; [47.69166667 11.30833333],0
