Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,47.668412,[242  84] ; [54 80],[209.77391304 116.22608696] ; [86.22608696 47.77391304],1
d3,1,0.0,40.101719,[240  86] ; [57 77],[210.4826087 115.5173913] ; [86.5173913 47.4826087],1
r4,1,1e-05,19.578396,[298  28] ; [102  32],[283.47826087  42.52173913] ; [116.52173913  17.47826087],1
u1,1,2.9e-05,17.498795,[ 69 257] ; [  7 127],[ 53.86086957 272.13913043] ; [ 22.13913043 111.86086957],1
r1,1,0.000157,14.281302,[259  64] ; [85 49],[243.13347921  79.86652079] ; [100.86652079  33.13347921],1
d5,1,0.000159,14.259686,[269  57] ; [89 45],[253.71304348  72.28695652] ; [104.28695652  29.71304348],1
v4,1,0.000317,12.967768,[313  12] ; [117  17],[304.46623094  20.53376906] ; [125.53376906   8.46623094],1
a2,1,0.0004,12.533536,[ 79 247] ; [ 13 121],[ 65.2 260.8] ; [ 26.8 107.2],1
p2,1,0.002536,9.114216,[279  47] ; [98 35],[267.76034858  58.23965142] ; [109.23965142  23.76034858],0
r3,1,0.002714,8.990455,[310  14] ; [118  16],[302.77729258  21.22270742] ; [125.22270742   8.77729258],0
p4,1,0.003254,8.659264,[199 126] ; [62 72],[184.80392157 140.19607843] ; [76.19607843 57.80392157],0
d4,1,0.004103,8.237441,[268  58] ; [94 40],[256.54782609  69.45217391] ; [105.45217391  28.54782609],0
r2,1,0.006677,7.357853,[302  17] ; [117  17],[295.05739514  23.94260486] ; [123.94260486  10.05739514],0
b5,1,0.009394,6.74633,[208 118] ; [68 66],[195.6 130.4] ; [80.4 53.6],0
p10,1,0.009472,6.731582,[265  57] ; [95 38],[254.76923077  67.23076923] ; [105.23076923  27.76923077],0
d1,1,0.010957,6.472252,[186 140] ; [59 75],[173.63043478 152.36956522] ; [71.36956522 62.63043478],0
v2,1,0.016171,5.784163,[138 179] ; [41 90],[126.65848214 190.34151786] ; [52.34151786 78.65848214],0
v1,1,0.016191,5.782043,[149 170] ; [45 86],[137.52444444 181.47555556] ; [56.47555556 74.52444444],0
a5,1,0.016718,5.725709,[243  83] ; [85 49],[232.45217391  93.54782609] ; [95.54782609 38.45217391],0
b1,1,0.020842,5.339943,[111 215] ; [61 73],[121.89565217 204.10434783] ; [50.10434783 83.89565217],0
n3,1,0.023856,5.105039,[59 15] ; [24 16],[53.87719298 20.12280702] ; [29.12280702 10.87719298],0
u3,1,0.035733,4.409821,[58 43] ; [21 32],[51.81168831 49.18831169] ; [27.18831169 25.81168831],0
u2,1,0.041141,4.170196,[53 49] ; [18 34],[47.02597403 54.97402597] ; [23.97402597 28.02597403],0
s6,1,0.04434,4.043585,[220 103] ; [75 54],[210.80752212 112.19247788] ; [84.19247788 44.80752212],0
s2,1,0.045213,4.010672,[160 164] ; [52 81],[150.30196937 173.69803063] ; [61.69803063 71.30196937],0
p9,1,0.070823,3.263852,[273  48] ; [103  29],[266.43708609  54.56291391] ; [109.56291391  22.43708609],0
p7,1,0.106773,2.601346,[197 123] ; [71 62],[189.31567329 130.68432671] ; [78.68432671 54.31567329],0
n2,1,0.108406,2.577303,[57 16] ; [27 15],[53.32173913 19.67826087] ; [30.67826087 11.32173913],0
a3,1,0.112714,2.515749,[223 102] ; [81 52],[215.72052402 109.27947598] ; [88.27947598 44.72052402],0
s5,1,0.170612,1.877561,[ 96 221] ; [47 80],[102.09684685 214.90315315] ; [40.90315315 86.09684685],0
p1,1,0.173742,1.85036,[ 20 305] ; [ 13 120],[ 23.41703057 301.58296943] ; [  9.58296943 123.41703057],0
