Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,235.322104,[304 120] ; [ 47 270],[200.84210526 223.15789474] ; [150.15789474 166.84210526],1
d5,1,0.0,204.520231,[417   8] ; [177 141],[339.77119785  85.22880215] ; [254.22880215  63.77119785],1
d4,1,0.0,200.977579,[419   5] ; [183 134],[344.46423752  79.53576248] ; [257.53576248  59.46423752],1
d3,1,0.0,200.193042,[374  52] ; [121 195],[284.19137466 141.80862534] ; [210.80862534 105.19137466],1
a2,1,0.0,86.648186,[153 275] ; [ 21 297],[ 99.82841823 328.17158177] ; [ 74.17158177 243.82841823],1
a4,1,0.0,83.312555,[248 179] ; [ 77 238],[187.02830189 239.97169811] ; [137.97169811 177.02830189],1
u1,1,0.0,77.591182,[114 314] ; [  8 310],[ 69.99463807 358.00536193] ; [ 52.00536193 265.99463807],1
a5,1,0.0,68.200109,[360  68] ; [180 137],[310.22818792 117.77181208] ; [229.77181208  87.22818792],1
a3,1,0.0,41.131882,[340  86] ; [183 132],[300.67206478 125.32793522] ; [222.32793522  92.67206478],1
a7,1,2e-06,23.083377,[336  91] ; [198 118],[306.88829071 120.11170929] ; [227.11170929  88.88829071],1
r1,1,2e-06,22.347344,[368  58] ; [229  87],[342.75202156  83.24797844] ; [254.24797844  61.75202156],1
a6,1,1.4e-05,18.868675,[316 109] ; [188 129],[288.67924528 136.32075472] ; [215.32075472 101.67924528],1
s2,1,4.9e-05,16.481049,[222 203] ; [118 199],[194.74393531 230.25606469] ; [145.25606469 171.74393531],1
v2,1,5.8e-05,16.173849,[262 150] ; [146 155],[235.75876578 176.24123422] ; [172.24123422 128.75876578],1
s8,1,0.000127,14.681082,[205 220] ; [108 208],[179.52091768 245.47908232] ; [133.47908232 182.52091768],1
n4,1,0.000386,12.596461,[349  78] ; [224  93],[328.85887097  98.14112903] ; [244.14112903  72.85887097],1
p4,1,0.000467,12.243395,[268 154] ; [159 155],[244.82880435 177.17119565] ; [182.17119565 131.82880435],1
p9,1,0.001144,10.578959,[366  55] ; [242  69],[349.68306011  71.31693989] ; [258.31693989  52.68306011],0
v3,1,0.001904,9.639941,[186 216] ; [108 203],[165.76157083 236.23842917] ; [128.23842917 182.76157083],0
s7,1,0.00216,9.408379,[209 200] ; [118 181],[188.90254237 220.09745763] ; [138.09745763 160.90254237],0
r2,1,0.004919,7.908796,[411  12] ; [293  23],[402.9661705  20.0338295] ; [301.0338295  14.9661705],0
r3,1,0.005471,7.716699,[413  14] ; [293  25],[404.64697987  22.35302013] ; [301.35302013  16.64697987],0
v1,1,0.008657,6.892316,[243 171] ; [151 158],[225.60995851 188.39004149] ; [168.39004149 140.60995851],0
u4,1,0.009242,6.775372,[ 15 413] ; [  2 316],[  9.75335121 418.24664879] ; [  7.24664879 310.75335121],0
s5,1,0.012112,6.294455,[137 279] ; [ 75 233],[121.8121547 294.1878453] ; [ 90.1878453 217.8121547],0
n5,1,0.013684,6.078399,[330  96] ; [218  96],[315.47027027 110.52972973] ; [232.52972973  81.47027027],0
n6,1,0.016154,5.78602,[365  60] ; [251  66],[352.83018868  72.16981132] ; [263.16981132  53.83018868],0
p10,1,0.01711,5.685059,[349  75] ; [232  77],[336.07639836  87.92360164] ; [244.92360164  64.07639836],0
p3,1,0.019311,5.473173,[221 201] ; [138 178],[205.28184282 216.71815718] ; [153.71815718 162.28184282],0
r4,1,0.028212,4.815086,[397  31] ; [280  38],[388.41286863  39.58713137] ; [288.58713137  29.41286863],0
p8,1,0.031204,4.641701,[231 189] ; [146 165],[216.60738714 203.39261286] ; [160.39261286 150.60738714],0
p12,1,0.036493,4.373898,[ 41 384] ; [ 17 295],[ 33.44640434 391.55359566] ; [ 24.55359566 287.44640434],0
s3,1,0.046527,3.962405,[231 190] ; [149 165],[217.65986395 203.34013605] ; [162.34013605 151.65986395],0
u2,1,0.058024,3.592982,[58 29] ; [71 61],[51.24657534 35.75342466] ; [77.75342466 54.24657534],0
p2,1,0.063522,3.442943,[360  64] ; [251  64],[350.56021651  73.43978349] ; [260.43978349  54.56021651],0
u3,1,0.073708,3.198455,[58 30] ; [71 61],[51.6 36.4] ; [77.4 54.6],0
s6,1,0.094194,2.801202,[275 150] ; [183 129],[264.11126187 160.88873813] ; [193.88873813 118.11126187],0
p6,1,0.118399,2.438371,[153 266] ; [ 96 214],[143.11522634 275.88477366] ; [105.88477366 204.11522634],0
b4,1,0.14497,2.124395,[257 171] ; [174 144],[247.27613941 180.72386059] ; [183.72386059 134.27613941],0
n2,1,0.151923,2.052833,[64 30] ; [66 19],[68.26815642 25.73184358] ; [61.73184358 23.26815642],0
s1,1,0.17206,1.864906,[ 11 410] ; [ 14 300],[ 14.31972789 406.68027211] ; [ 10.68027211 303.31972789],0
p11,1,0.184734,1.759121,[343  85] ; [242  76],[335.63002681  92.36997319] ; [249.36997319  68.63002681],0
p7,1,0.204043,1.613197,[267 147] ; [185 124],[258.82157676 155.17842324] ; [193.17842324 115.82157676],0
b1,1,0.219365,1.50852,[160 268] ; [133 185],[168.10187668 259.89812332] ; [124.89812332 193.10187668],0
n3,1,0.263114,1.252298,[63 31] ; [62 21],[66.38418079 27.61581921] ; [58.61581921 24.38418079],0
b2,1,0.452263,0.564975,[114 162] ; [ 68 112],[110.15789474 165.84210526] ; [ 71.84210526 108.15789474],0
b3,1,0.452263,0.564975,[114 162] ; [ 68 112],[110.15789474 165.84210526] ; [ 71.84210526 108.15789474],0
a1,1,0.459158,0.547947,[ 24 404] ; [ 14 304],[ 21.80160858 406.19839142] ; [ 16.19839142 301.80160858],0
a8,1,0.726485,0.122363,[ 54 323] ; [ 46 255],[ 55.60471976 321.39528024] ; [ 44.39528024 256.60471976],0
b5,1,0.88337,0.02152,[258 170] ; [190 128],[257.02949062 170.97050938] ; [190.97050938 127.02949062],0
n1,1,0.900164,0.015739,[35 58] ; [32 51],[35.40340909 57.59659091] ; [31.59659091 51.40340909],0
p5,1,0.942705,0.005165,[ 49 373] ; [ 37 277],[ 49.30978261 372.69021739] ; [ 36.69021739 277.30978261],0
p1,1,0.943152,0.005085,[ 36 390] ; [ 27 287],[ 36.26756757 389.73243243] ; [ 26.73243243 287.26756757],0
