Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,82.202558,[41 80] ; [208  48],[79.91777188 41.08222812] ; [169.08222812  86.91777188],1
a5,1,2.6e-05,17.664104,[60 62] ; [184  74],[78.33684211 43.66315789] ; [165.66315789  92.33684211],1
p11,1,0.000955,10.912375,[66 56] ; [184  74],[80.26315789 41.73684211] ; [169.73684211  88.26315789],1
n1,1,0.001449,10.142848,[12 46] ; [33 36],[20.5511811 37.4488189] ; [24.4488189 44.5511811],0
p3,1,0.00166,9.89238,[23 99] ; [ 89 168],[36.05277045 85.94722955] ; [ 75.94722955 181.05277045],0
s7,1,0.002806,8.929624,[27 86] ; [ 99 148],[39.55 73.45] ; [ 86.45 160.55],0
a8,1,0.003311,8.627834,[  6 113] ; [ 37 196],[ 14.53693182 104.46306818] ; [ 28.46306818 204.53693182],0
a4,1,0.003315,8.625242,[38 84] ; [121 136],[51.18205805 70.81794195] ; [107.81794195 149.18205805],0
n6,1,0.005704,7.641411,[79 43] ; [200  56],[90.04761905 31.95238095] ; [188.95238095  67.04761905],0
b3,1,0.008927,6.837298,[11 47] ; [ 64 106],[19.07894737 38.92105263] ; [ 55.92105263 114.07894737],0
b2,1,0.008927,6.837298,[11 47] ; [ 64 106],[19.07894737 38.92105263] ; [ 55.92105263 114.07894737],0
d5,1,0.010136,6.610871,[82 40] ; [204  53],[92.06332454 29.93667546] ; [193.93667546  63.06332454],0
p12,1,0.010335,6.576275,[  1 120] ; [ 18 239],[  6.08201058 114.91798942] ; [ 12.91798942 244.08201058],0
v3,1,0.010728,6.50984,[27 89] ; [ 90 155],[37.59556787 78.40443213] ; [ 79.40443213 165.59556787],0
u1,1,0.020954,5.330626,[ 10 112] ; [ 44 214],[ 17.33684211 104.66315789] ; [ 36.66315789 221.33684211],0
d2,1,0.025123,5.01536,[46 76] ; [127 127],[56.13297872 65.86702128] ; [116.86702128 137.13297872],0
s8,1,0.027448,4.862405,[28 94] ; [ 88 170],[37.24210526 84.75789474] ; [ 78.75789474 179.24210526],0
r4,1,0.033447,4.522745,[87 35] ; [209  49],[95.03157895 26.96842105] ; [200.96842105  57.03157895],0
u3,1,0.033629,4.513478,[30 16] ; [35 42],[24.30894309 21.69105691] ; [40.69105691 36.30894309],0
s6,1,0.040736,4.186967,[58 63] ; [152 105],[67.22222222 53.77777778] ; [142.77777778 114.22222222],0
r1,1,0.047661,3.921915,[79 42] ; [193  64],[87.06878307 33.93121693] ; [184.93121693  72.06878307],0
p10,1,0.059647,3.547179,[70 49] ; [176  80],[78.064 40.936] ; [167.936  88.064],0
a2,1,0.078745,3.090609,[ 18 104] ; [ 58 200],[24.4 97.6] ; [ 51.6 206.4],0
n2,1,0.094989,2.787718,[36 22] ; [53 17],[40.328125 17.671875] ; [48.671875 21.328125],0
s4,1,0.098665,2.726998,[27 95] ; [ 39 217],[ 21.3015873 100.6984127] ; [ 44.6984127 211.3015873],0
a3,1,0.101369,2.683879,[75 46] ; [181  76],[81.94708995 39.05291005] ; [174.05291005  82.94708995],0
r2,1,0.12248,2.385318,[103  18] ; [229  24],[107.41176471  13.58823529] ; [224.58823529  28.41176471],0
d1,1,0.142178,2.15423,[54 68] ; [135 123],[60.67894737 61.32105263] ; [128.32105263 129.67894737],0
a1,1,0.149549,2.076846,[  4 118] ; [ 18 240],[  7.06315789 114.93684211] ; [ 14.93684211 243.06315789],0
p4,1,0.169201,1.890008,[36 85] ; [ 95 162],[41.93386243 79.06613757] ; [ 89.06613757 167.93386243],0
s2,1,0.216271,1.528944,[45 76] ; [112 143],[50.52393617 70.47606383] ; [106.47606383 148.52393617],0
p1,1,0.286355,1.136682,[  4 118] ; [ 15 242],[  6.11609499 115.88390501] ; [ 12.88390501 244.11609499],0
s3,1,0.306358,1.04631,[57 64] ; [134 120],[61.62933333 59.37066667] ; [129.37066667 124.62933333],0
v2,1,0.307196,1.042695,[47 66] ; [117 130],[51.47777778 61.52222222] ; [112.52222222 134.47777778],0
u4,1,0.308089,1.038852,[  1 121] ; [  6 252],[  2.24736842 119.75263158] ; [  4.75263158 253.24736842],0
a6,1,0.333217,0.936356,[74 48] ; [169  88],[78.22163588 43.77836412] ; [164.77836412  92.22163588],0
p5,1,0.346354,0.886772,[  4 117] ; [ 14 239],[  5.82352941 115.17647059] ; [ 12.17647059 240.82352941],0
p2,1,0.460246,0.545296,[75 47] ; [168  89],[78.22163588 43.77836412] ; [164.77836412  92.22163588],0
v1,1,0.471494,0.518472,[46 74] ; [104 142],[49.18032787 70.81967213] ; [100.81967213 145.18032787],0
p9,1,0.499489,0.456021,[79 38] ; [181  74],[81.77419355 35.22580645] ; [178.22580645  76.77419355],0
v4,1,0.503468,0.447619,[107  13] ; [222  34],[105.  15.] ; [224.  32.],0
p7,1,0.666798,0.185371,[37 82] ; [ 85 170],[38.81818182 80.18181818] ; [ 83.18181818 171.81818182],0
n3,1,0.685447,0.164058,[39 19] ; [48 20],[40.04761905 17.95238095] ; [46.95238095 21.04761905],0
r3,1,0.707888,0.140396,[106  16] ; [225  30],[107.11405836  14.88594164] ; [223.88594164  31.11405836],0
b1,1,0.72195,0.126632,[52 70] ; [105 153],[50.40526316 71.59473684] ; [106.59473684 151.40526316],0
a7,1,0.727627,0.121302,[78 44] ; [169  88],[79.50923483 42.49076517] ; [167.49076517  89.50923483],0
b4,1,0.732708,0.11664,[72 50] ; [157 101],[73.52105263 48.47894737] ; [155.47894737 102.52105263],0
d3,1,0.769473,0.085887,[75 47] ; [162  95],[76.29023747 45.70976253] ; [160.70976253  96.29023747],0
d4,1,0.782811,0.075987,[93 28] ; [200  56],[94.0397878 26.9602122] ; [198.9602122  57.0397878],0
s1,1,0.784435,0.074826,[  5 117] ; [ 12 242],[  5.51595745 116.48404255] ; [ 11.48404255 242.51595745],0
b5,1,0.799166,0.064733,[74 48] ; [160  98],[75.12631579 46.87368421] ; [158.87368421  99.12631579],0
s5,1,0.938142,0.006022,[29 90] ; [ 60 190],[28.70189702 90.29810298] ; [ 60.29810298 189.70189702],0
u2,1,0.979716,0.000646,[22 23] ; [36 38],[21.93277311 23.06722689] ; [36.06722689 37.93277311],0
