Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,35.146599,[64 72] ; [ 27 143],[40.44444444 95.55555556] ; [ 50.55555556 119.44444444],1
r2,1,0.02411,5.086697,[126  10] ; [144  27],[119.60912052  16.39087948] ; [150.39087948  20.60912052],0
n1,1,0.039457,4.241071,[ 9 33] ; [29 43],[14. 28.] ; [24. 48.],0
a3,1,0.044641,4.032137,[97 43] ; [99 71],[88.51612903 51.48387097] ; [107.48387097  62.51612903],0
s1,1,0.050449,3.826466,[  2 134] ; [ 10 162],[  5.2987013 130.7012987] ; [  6.7012987 165.2987013],0
p2,1,0.064136,3.427076,[101  39] ; [107  65],[93.33333333 46.66666667] ; [114.66666667  57.33333333],0
p7,1,0.068269,3.324149,[57 77] ; [ 54 113],[49.41528239 84.58471761] ; [ 61.58471761 105.41528239],0
a5,1,0.070767,3.26513,[91 49] ; [95 78],[83.19488818 56.80511182] ; [102.80511182  70.19488818],0
s3,1,0.089963,2.875034,[71 67] ; [71 99],[63.62337662 74.37662338] ; [78.37662338 91.62337662],0
p5,1,0.10798,2.583537,[  2 138] ; [  8 164],[  4.48717949 135.51282051] ; [  5.51282051 166.48717949],0
a6,1,0.109199,2.565772,[93 47] ; [99 73],[86.15384615 53.84615385] ; [105.84615385  66.15384615],0
b1,1,0.114138,2.495974,[43 97] ; [ 68 105],[49.6485623 90.3514377] ; [ 61.3514377 111.6485623],0
p1,1,0.152321,2.048848,[  3 137] ; [  9 161],[  5.41935484 134.58064516] ; [  6.58064516 163.41935484],0
u1,1,0.165912,1.919502,[ 19 121] ; [ 15 158],[ 15.20766773 124.79233227] ; [ 18.79233227 154.20766773],0
p6,1,0.198017,1.656937,[ 24 114] ; [ 21 151],[ 20.03225806 117.96774194] ; [ 24.96774194 147.03225806],0
u4,1,0.220385,1.501862,[  3 137] ; [  1 172],[  1.78913738 138.21086262] ; [  2.21086262 170.78913738],0
n3,1,0.231803,1.429763,[30 13] ; [41 29],[27.01769912 15.98230088] ; [43.98230088 26.01769912],0
s5,1,0.264465,1.245234,[34 98] ; [ 35 137],[ 29.96052632 102.03947368] ; [ 39.03947368 132.96052632],0
b3,1,0.282503,1.155011,[27 46] ; [28 68],[23.75739645 49.24260355] ; [31.24260355 64.75739645],0
b2,1,0.282503,1.155011,[27 46] ; [28 68],[23.75739645 49.24260355] ; [31.24260355 64.75739645],0
d2,1,0.305031,1.052071,[60 79] ; [ 64 107],[55.6 83.4] ; [ 68.4 102.6],0
a8,1,0.314083,1.013429,[ 21 107] ; [ 20 143],[ 18.03436426 109.96563574] ; [ 22.96563574 140.03436426],0
n5,1,0.405134,0.693036,[83 55] ; [112  61],[86.52733119 51.47266881] ; [108.47266881  64.52733119],0
u3,1,0.407405,0.686361,[22 21] ; [32 42],[19.84615385 23.15384615] ; [34.15384615 39.84615385],0
a4,1,0.457982,0.550821,[54 86] ; [ 59 112],[50.8681672 89.1318328] ; [ 62.1318328 108.8681672],0
n4,1,0.46284,0.539019,[93 47] ; [108  65],[89.90415335 50.09584665] ; [111.09584665  61.90415335],0
a2,1,0.577109,0.310932,[ 21 119] ; [ 30 143],[ 22.8115016 117.1884984] ; [ 28.1884984 144.8115016],0
u2,1,0.598639,0.277054,[22 20] ; [35 39],[20.63793103 21.36206897] ; [36.36206897 37.63793103],0
b4,1,0.676018,0.174643,[85 55] ; [101  72],[83.19488818 56.80511182] ; [102.80511182  70.19488818],0
s4,1,0.729329,0.119728,[ 25 115] ; [ 28 143],[ 23.8585209 116.1414791] ; [ 29.1414791 141.8585209],0
p8,1,0.746846,0.1042,[36 99] ; [ 49 124],[37.25649351 97.74350649] ; [ 47.74350649 125.25649351],0
n2,1,0.767903,0.087095,[30 13] ; [49 24],[29.28448276 13.71551724] ; [49.71551724 23.28448276],0
b5,1,0.813065,0.05592,[86 54] ; [104  69],[84.98402556 55.01597444] ; [105.01597444  67.98402556],0
p12,1,0.821707,0.050783,[  5 134] ; [  7 164],[  5.38064516 133.61935484] ; [  6.61935484 164.38064516],0
a1,1,0.935596,0.00653,[  7 133] ; [  9 164],[  7.15654952 132.84345048] ; [  8.84345048 164.15654952],0
