Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,74.148173,[149  47] ; [166 261],[99.1011236 96.8988764] ; [215.8988764 211.1011236],1
s6,1,0.0,59.410106,[175  22] ; [246 180],[133.12520064  63.87479936] ; [287.87479936 138.12520064],1
p5,1,0.0,45.793078,[ 45 152] ; [ 21 406],[ 20.83653846 176.16346154] ; [ 45.16346154 381.83653846],1
s7,1,0.0,45.256086,[126  60] ; [156 254],[88.00671141 97.99328859] ; [193.99328859 216.00671141],1
s8,1,0.0,39.679073,[117  78] ; [142 286],[ 81.06741573 113.93258427] ; [177.93258427 250.06741573],1
s3,1,0.0,27.73064,[135  58] ; [200 224],[104.78930308  88.21069692] ; [230.21069692 193.78930308],1
p6,1,4.1e-05,16.811978,[ 93 102] ; [130 294],[ 70.25040388 124.74959612] ; [152.74959612 271.25040388],1
p12,1,5.2e-05,16.367967,[ 29 168] ; [ 22 404],[ 16.12680578 180.87319422] ; [ 34.87319422 391.12680578],1
p9,1,8.1e-05,15.544713,[179  13] ; [343  81],[162.7012987  29.2987013] ; [359.2987013  64.7012987],1
p10,1,0.000104,15.06189,[178  17] ; [333  91],[160.97738288  34.02261712] ; [350.02261712  73.97738288],1
s4,1,0.000285,13.164431,[ 46 148] ; [ 52 373],[ 30.71405493 163.28594507] ; [ 67.28594507 357.71405493],1
u1,1,0.000378,12.636958,[ 60 138] ; [ 76 353],[ 42.94736842 155.05263158] ; [ 93.05263158 335.94736842],1
n6,1,0.000716,11.447159,[180  16] ; [348  80],[165.84615385  30.15384615] ; [362.15384615  65.84615385],1
p4,1,0.001248,10.41741,[137  57] ; [244 184],[118.83279743  75.16720257] ; [262.16720257 165.83279743],0
a5,1,0.001252,10.412524,[163  35] ; [301 128],[146.52631579  51.47368421] ; [317.47368421 111.52631579],0
p1,1,0.003189,8.695824,[ 27 169] ; [ 28 399],[ 17.30337079 178.69662921] ; [ 37.69662921 389.30337079],0
v1,1,0.004326,8.141592,[121  75] ; [205 210],[104.57610475  91.42389525] ; [221.42389525 193.57610475],0
p3,1,0.004478,8.079083,[114  82] ; [196 231],[97.52808989 98.47191011] ; [212.47191011 214.52808989],0
r4,1,0.004515,8.064308,[193   5] ; [392  37],[184.73684211  13.26315789] ; [400.26315789  28.73684211],0
p7,1,0.004898,7.916643,[137  53] ; [252 166],[121.5625  68.4375] ; [267.4375 150.5625],0
a3,1,0.00615,7.505895,[154  43] ; [288 139],[139.54166667  57.45833333] ; [302.45833333 124.54166667],0
v3,1,0.007928,7.049686,[ 91 103] ; [146 264],[ 76.12251656 117.87748344] ; [160.87748344 249.12251656],0
p8,1,0.013736,6.071733,[117  77] ; [210 213],[102.81685575  91.18314425] ; [224.18314425 198.81685575],0
a2,1,0.020948,5.3311,[ 69 129] ; [111 318],[ 56.84210526 141.15789474] ; [123.15789474 305.84210526],0
n1,1,0.032373,4.578644,[21 21] ; [29 65],[15.44117647 26.55882353] ; [34.55882353 59.44117647],0
n2,1,0.042757,4.104999,[36  7] ; [63 31],[31.0729927 11.9270073] ; [67.9270073 26.0729927],0
d1,1,0.048221,3.902277,[134  64] ; [255 174],[122.84210526  75.15789474] ; [266.15789474 162.84210526],0
n5,1,0.068574,3.31682,[154  44] ; [301 124],[144.60674157  53.39325843] ; [310.39325843 114.60674157],0
a4,1,0.076157,3.145072,[ 98 100] ; [179 248],[ 87.7536 110.2464] ; [189.2464 237.7536],0
d2,1,0.095315,2.782232,[102  94] ; [192 236],[ 92.34615385 103.65384615] ; [201.65384615 226.34615385],0
d4,1,0.118002,2.443637,[173  24] ; [355  73],[166.4256  30.5744] ; [361.5744  66.4256],0
b3,1,0.13681,2.213478,[47 69] ; [ 80 166],[40.6961326 75.3038674] ; [ 86.3038674 159.6961326],0
b2,1,0.13681,2.213478,[47 69] ; [ 80 166],[40.6961326 75.3038674] ; [ 86.3038674 159.6961326],0
v2,1,0.20834,1.582925,[119  74] ; [230 179],[111.88870432  81.11129568] ; [237.11129568 171.88870432],0
r2,1,0.248452,1.331987,[192   5] ; [408  19],[189.42307692   7.57692308] ; [410.57692308  16.42307692],0
u4,1,0.261814,1.259141,[  2 196] ; [ 10 419],[  3.78947368 194.21052632] ; [  8.21052632 420.78947368],0
p2,1,0.276742,1.183022,[171  26] ; [357  71],[166.4256  30.5744] ; [361.5744  66.4256],0
n3,1,0.27857,1.174055,[34  9] ; [66 28],[31.38686131 11.61313869] ; [68.61313869 25.38686131],0
s1,1,0.301253,1.068638,[  8 185] ; [ 11 413],[  5.94327391 187.05672609] ; [ 13.05672609 410.94327391],0
r1,1,0.306319,1.046482,[168  28] ; [352  75],[163.59550562  32.40449438] ; [356.40449438  70.59550562],0
n4,1,0.341512,0.904749,[152  45] ; [315 113],[147.1984  49.8016] ; [319.8016 108.1984],0
d3,1,0.366622,0.815083,[159  38] ; [331  96],[154.69551282  42.30448718] ; [335.30448718  91.69551282],0
a1,1,0.440615,0.594679,[ 10 188] ; [ 16 413],[  8.21052632 189.78947368] ; [ 17.78947368 411.21052632],0
a6,1,0.444024,0.585862,[148  48] ; [335  93],[151.71153846  44.28846154] ; [331.28846154  96.71153846],0
b5,1,0.457456,0.552111,[126  72] ; [286 143],[130.10526316  67.89473684] ; [281.89473684 147.10526316],0
u3,1,0.481184,0.496178,[30 14] ; [86 52],[28.04395604 15.95604396] ; [87.95604396 50.04395604],0
d5,1,0.533181,0.388325,[166  31] ; [352  76],[163.2736  33.7264] ; [354.7264  73.2736],0
u2,1,0.56803,0.325989,[24 20] ; [82 56],[25.62637363 18.37362637] ; [80.37362637 57.62637363],0
b1,1,0.739643,0.110441,[ 67 131] ; [151 278],[ 68.84210526 129.15789474] ; [149.15789474 279.84210526],0
a8,1,0.777396,0.079928,[ 24 150] ; [ 50 337],[ 22.95187166 151.04812834] ; [ 51.04812834 335.95187166],0
b4,1,0.789502,0.071267,[119  79] ; [253 176],[117.47368421  80.52631579] ; [254.52631579 174.47368421],0
r3,1,0.932923,0.007084,[189   8] ; [410  18],[188.8048   8.1952] ; [410.1952  17.8048],0
p11,1,0.991246,0.00012,[155  43] ; [336  93],[155.05263158  42.94736842] ; [335.94736842  93.05263158],0
