Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,53.973884,[55 20] ; [14 73],[31.94444444 43.05555556] ; [37.05555556 49.94444444],1
s6,1,0.0,25.977216,[56 18] ; [30 55],[40.02515723 33.97484277] ; [45.97484277 39.02515723],1
s8,1,9e-05,15.342534,[31 44] ; [12 74],[20.0310559 54.9689441] ; [22.9689441 63.0310559],1
s5,1,0.001012,10.805644,[33 39] ; [18 67],[23.38853503 48.61146497] ; [27.61146497 57.38853503],0
s4,1,0.001586,9.975369,[25 50] ; [11 76],[16.66666667 58.33333333] ; [19.33333333 67.66666667],0
s7,1,0.00322,8.678493,[28 43] ; [15 68],[19.82467532 51.17532468] ; [23.17532468 59.82467532],0
r3,1,0.007193,7.22422,[73  2] ; [74 13],[68.05555556  6.94444444] ; [78.94444444  8.05555556],0
p9,1,0.017197,5.676129,[56 16] ; [51 34],[49.07006369 22.92993631] ; [57.92993631 27.07006369],0
r2,1,0.018835,5.516796,[71  4] ; [72 15],[66.2037037  8.7962963] ; [76.7962963 10.2037037],0
r1,1,0.032325,4.581157,[56 18] ; [52 35],[49.63975155 24.36024845] ; [58.36024845 28.63975155],0
p1,1,0.061468,3.497322,[ 8 65] ; [ 3 84],[ 5.01875 67.98125] ; [ 5.98125 81.01875],0
b1,1,0.075392,3.161541,[21 54] ; [36 51],[26.38888889 48.61111111] ; [30.61111111 56.38888889],0
a6,1,0.080102,3.062835,[49 26] ; [45 42],[43.51851852 31.48148148] ; [50.48148148 36.51851852],0
d2,1,0.088387,2.903513,[33 42] ; [27 60],[27.77777778 47.22222222] ; [32.22222222 54.77777778],0
p3,1,0.091988,2.839241,[30 44] ; [24 62],[24.975 49.025] ; [29.025 56.975],0
d4,1,0.094212,2.800898,[64 11] ; [65 22],[59.72222222 15.27777778] ; [69.27777778 17.72222222],0
p10,1,0.094434,2.79712,[50 22] ; [48 37],[44.94267516 27.05732484] ; [53.05732484 31.94267516],0
n2,1,0.158031,1.992964,[21  8] ; [17 14],[18.36666667 10.63333333] ; [19.63333333 11.36666667],0
n1,1,0.169717,1.885443,[11 18] ; [ 7 25],[ 8.55737705 20.44262295] ; [ 9.44262295 22.55737705],0
a2,1,0.181221,1.787586,[11 64] ; [ 7 80],[ 8.33333333 66.66666667] ; [ 9.66666667 77.33333333],0
a4,1,0.192369,1.699383,[26 49] ; [22 65],[22.22222222 52.77777778] ; [25.77777778 61.22222222],0
