Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.980731,[22  4] ; [15 41],[11.73170732 14.26829268] ; [25.26829268 30.73170732],1
s7,1,3e-06,21.686825,[18  8] ; [ 9 45],[ 8.775 17.225] ; [18.225 35.775],1
s8,1,0.000217,13.674008,[15 11] ; [10 47],[ 7.8313253 18.1686747] ; [17.1686747 39.8313253],1
s6,1,0.000802,11.23573,[19  6] ; [20 36],[12.03703704 12.96296296] ; [26.96296296 29.03703704],1
p7,1,0.00958,6.7114,[18  8] ; [22 35],[12.53012048 13.46987952] ; [27.46987952 29.53012048],0
s5,1,0.027318,4.870604,[ 8 18] ; [ 6 49],[ 4.49382716 21.50617284] ; [ 9.50617284 45.49382716],0
d5,1,0.034284,4.480468,[13 13] ; [15 42],[ 8.77108434 17.22891566] ; [19.22891566 37.77108434],0
a4,1,0.034585,4.465536,[ 9 17] ; [ 8 48],[ 5.3902439 20.6097561] ; [11.6097561 44.3902439],0
s4,1,0.042324,4.122217,[ 8 18] ; [ 7 50],[ 4.69879518 21.30120482] ; [10.30120482 46.69879518],0
p10,1,0.064004,3.430472,[18  8] ; [26 29],[14.12345679 11.87654321] ; [29.87654321 25.12345679],0
n2,1,0.076075,3.146827,[9 1] ; [16 11],[6.75675676 3.24324324] ; [18.24324324  8.75675676],0
a3,1,0.076542,3.136845,[14 12] ; [19 38],[10.3373494 15.6626506] ; [22.6626506 34.3373494],0
v3,1,0.103195,2.655458,[ 9 17] ; [10 45],[ 6.09876543 19.90123457] ; [12.90123457 42.09876543],0
b2,1,0.126622,2.333433,[ 4 18] ; [12 20],[ 6.51851852 15.48148148] ; [ 9.48148148 22.51851852],0
b3,1,0.126622,2.333433,[ 4 18] ; [12 20],[ 6.51851852 15.48148148] ; [ 9.48148148 22.51851852],0
d3,1,0.156981,2.003071,[ 7 19] ; [ 8 49],[ 4.69879518 21.30120482] ; [10.30120482 46.69879518],0
