Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.980731,[22  4] ; [15 41],[11.73170732 14.26829268] ; [25.26829268 30.73170732],1
p6,1,0.202993,1.620712,[ 9 17] ; [12 44],[ 6.65853659 19.34146341] ; [14.34146341 41.65853659],0
r2,1,0.255617,1.292339,[22  3] ; [44 13],[20.12195122  4.87804878] ; [45.87804878 11.12195122],0
p4,1,0.25822,1.278274,[13 13] ; [21 36],[10.65060241 15.34939759] ; [23.34939759 33.65060241],0
a5,1,0.262749,1.254215,[12 14] ; [19 38],[ 9.71084337 16.28915663] ; [21.28915663 35.71084337],0
r1,1,0.307337,1.042084,[15 11] ; [26 31],[12.84337349 13.15662651] ; [28.15662651 28.84337349],0
r3,1,0.310471,1.028671,[21  5] ; [40 17],[19.10843373  6.89156627] ; [41.89156627 15.10843373],0
s1,1,0.317214,1.000398,[ 3 23] ; [ 3 53],[ 1.90243902 24.09756098] ; [ 4.09756098 51.90243902],0
v2,1,0.359299,0.84034,[ 9 16] ; [14 40],[ 7.27848101 17.72151899] ; [15.72151899 38.27848101],0
b5,1,0.382909,0.761342,[11 15] ; [30 27],[12.84337349 13.15662651] ; [28.15662651 28.84337349],0
a2,1,0.409146,0.681281,[ 2 24] ; [ 2 55],[ 1.25301205 24.74698795] ; [ 2.74698795 54.25301205],0
p8,1,0.429909,0.623069,[11 15] ; [19 38],[ 9.39759036 16.60240964] ; [20.60240964 36.39759036],0
v1,1,0.46742,0.528068,[10 16] ; [17 39],[ 8.56097561 17.43902439] ; [18.43902439 37.56097561],0
n4,1,0.546615,0.363417,[17  9] ; [41 16],[18.1686747  7.8313253] ; [39.8313253 17.1686747],0
p11,1,0.559219,0.341059,[19  7] ; [38 19],[17.85542169  8.14457831] ; [39.14457831 17.85542169],0
p12,1,0.573283,0.31722,[ 1 25] ; [ 4 53],[ 1.56626506 24.43373494] ; [ 3.43373494 53.56626506],0
v4,1,0.633738,0.227026,[22  3] ; [47  9],[21.2962963  3.7037037] ; [47.7037037  8.2962963],0
a8,1,0.633906,0.226801,[ 4 19] ; [ 7 46],[ 3.32894737 19.67105263] ; [ 7.67105263 45.32894737],0
d2,1,0.674153,0.176782,[ 8 18] ; [15 42],[ 7.20481928 18.79518072] ; [15.79518072 41.20481928],0
p1,1,0.684906,0.164656,[ 2 24] ; [ 6 51],[ 2.5060241 23.4939759] ; [ 5.4939759 51.5060241],0
p5,1,0.684906,0.164656,[ 2 24] ; [ 6 51],[ 2.5060241 23.4939759] ; [ 5.4939759 51.5060241],0
b1,1,0.689742,0.159365,[12 14] ; [29 28],[12.84337349 13.15662651] ; [28.15662651 28.84337349],0
n1,1,0.693012,0.155844,[4 5] ; [10 17],[3.5 5.5] ; [10.5 16.5],0
r4,1,0.728018,0.12094,[17  9] ; [35 22],[16.28915663  9.71084337] ; [35.71084337 21.28915663],0
p9,1,0.774084,0.08239,[16 10] ; [32 23],[15.40740741 10.59259259] ; [32.59259259 22.40740741],0
n6,1,0.817104,0.053487,[18  8] ; [38 19],[17.54216867  8.45783133] ; [38.45783133 18.54216867],0
n5,1,0.818441,0.052693,[19  7] ; [43 14],[19.42168675  6.57831325] ; [42.57831325 14.42168675],0
p2,1,0.844725,0.038358,[17  9] ; [36 21],[16.60240964  9.39759036] ; [36.39759036 20.60240964],0
b4,1,0.845365,0.038039,[14 12] ; [32 25],[14.40963855 11.59036145] ; [31.59036145 25.40963855],0
u2,1,0.892466,0.018275,[5 7] ; [15 23],[4.8 7.2] ; [15.2 22.8],0
n3,1,0.908333,0.013258,[7 3] ; [17  8],[6.85714286 3.14285714] ; [17.14285714  7.85714286],0
p3,1,0.930665,0.00757,[ 8 18] ; [17 40],[ 7.8313253 18.1686747] ; [17.1686747 39.8313253],0
u3,1,0.955404,0.003127,[4 8] ; [13 25],[4.08 7.92] ; [12.92 25.08],0
a6,1,0.963483,0.002096,[12 14] ; [26 31],[11.90361446 14.09638554] ; [26.09638554 30.90361446],0
