Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00469,7.995194,[52  6] ; [57 25],[45.15714286 12.84285714] ; [63.84285714 18.15714286],0
p2,1,0.005894,7.582484,[38 21] ; [34 49],[29.91549296 29.08450704] ; [42.08450704 40.91549296],0
v4,1,0.008203,6.98858,[52  7] ; [56 25],[45.51428571 13.48571429] ; [62.48571429 18.51428571],0
r4,1,0.012433,6.248028,[46 13] ; [48 35],[39.05633803 19.94366197] ; [54.94366197 28.05633803],0
b4,1,0.013926,6.047446,[42 17] ; [42 41],[34.90140845 24.09859155] ; [49.09859155 33.90140845],0
n6,1,0.068587,3.316512,[40 18] ; [44 38],[34.8 23.2] ; [49.2 32.8],0
b1,1,0.078269,3.100488,[26 33] ; [49 34],[31.16197183 27.83802817] ; [43.83802817 39.16197183],0
s8,1,0.079511,3.074874,[13 46] ; [ 9 72],[ 9.27142857 49.72857143] ; [12.72857143 68.27142857],0
p7,1,0.080981,3.045108,[28 31] ; [27 55],[23.0141844 35.9858156] ; [31.9858156 50.0141844],0
u3,1,0.100317,2.700491,[17 10] ; [17 23],[13.70149254 13.29850746] ; [20.29850746 19.70149254],0
s5,1,0.109395,2.562946,[12 45] ; [ 9 72],[ 8.67391304 48.32608696] ; [12.32608696 68.67391304],0
p6,1,0.112355,2.520783,[15 43] ; [12 68],[11.34782609 46.65217391] ; [15.65217391 64.34782609],0
n2,1,0.143763,2.137212,[14  6] ; [19 19],[11.37931034  8.62068966] ; [21.62068966 16.37931034],0
r1,1,0.184222,1.763229,[43 16] ; [51 31],[39.33333333 19.66666667] ; [54.66666667 27.33333333],0
n3,1,0.187264,1.739011,[14  7] ; [17 18],[11.625  9.375] ; [19.375 15.625],0
u2,1,0.187515,1.737034,[15 11] ; [16 23],[12.4 13.6] ; [18.6 20.4],0
s7,1,0.225931,1.466298,[15 42] ; [13 61],[12.18320611 44.81679389] ; [15.81679389 58.18320611],0
s2,1,0.228123,1.452525,[20 37] ; [21 61],[16.81294964 40.18705036] ; [24.18705036 57.81294964],0
r2,1,0.257132,1.284133,[51  8] ; [64 17],[48.46428571 10.53571429] ; [66.53571429 14.46428571],0
v1,1,0.318596,0.994701,[24 35] ; [27 56],[21.19014085 37.80985915] ; [29.80985915 53.19014085],0
p8,1,0.328577,0.954498,[18 41] ; [19 63],[15.4822695 43.5177305] ; [21.5177305 60.4822695],0
b2,1,0.329704,0.950059,[ 9 28] ; [17 33],[11.05747126 25.94252874] ; [14.94252874 35.05747126],0
b3,1,0.329704,0.950059,[ 9 28] ; [17 33],[11.05747126 25.94252874] ; [14.94252874 35.05747126],0
n4,1,0.361983,0.831003,[39 20] ; [48 34],[36.40425532 22.59574468] ; [50.59574468 31.40425532],0
a2,1,0.370272,0.802751,[ 8 51] ; [16 67],[ 9.97183099 49.02816901] ; [14.02816901 68.97183099],0
d4,1,0.410146,0.678378,[42 16] ; [54 28],[39.77142857 18.22857143] ; [56.22857143 25.77142857],0
v2,1,0.453521,0.561837,[24 33] ; [29 52],[21.89130435 35.10869565] ; [31.10869565 49.89130435],0
d5,1,0.459149,0.547968,[37 22] ; [57 26],[39.05633803 19.94366197] ; [54.94366197 28.05633803],0
p4,1,0.485984,0.485406,[24 35] ; [29 54],[22.02112676 36.97887324] ; [30.97887324 52.02112676],0
a8,1,0.488944,0.47885,[ 2 51] ; [ 5 71],[ 2.87596899 50.12403101] ; [ 4.12403101 71.87596899],0
d2,1,0.530191,0.394026,[30 28] ; [38 44],[28.17142857 29.82857143] ; [39.82857143 42.17142857],0
s1,1,0.551597,0.354465,[ 4 54] ; [ 8 74],[ 4.97142857 53.02857143] ; [ 7.02857143 74.97142857],0
s6,1,0.588479,0.292727,[26 33] ; [32 49],[24.44285714 34.55714286] ; [33.55714286 47.44285714],0
a7,1,0.588479,0.292727,[32 26] ; [49 33],[33.55714286 24.44285714] ; [47.44285714 34.55714286],0
n1,1,0.602312,0.271524,[ 6 14] ; [14 24],[ 6.89655172 13.10344828] ; [13.10344828 24.89655172],0
a6,1,0.686875,0.162489,[34 25] ; [45 38],[32.82394366 26.17605634] ; [46.17605634 36.82394366],0
d1,1,0.712119,0.13617,[26 33] ; [34 49],[24.92957746 34.07042254] ; [35.07042254 47.92957746],0
b5,1,0.748622,0.102693,[35 24] ; [47 36],[34.07042254 24.92957746] ; [47.92957746 35.07042254],0
a5,1,0.777629,0.079756,[32 27] ; [47 36],[32.82394366 26.17605634] ; [46.17605634 36.82394366],0
p12,1,0.79748,0.065849,[ 1 57] ; [ 1 82],[ 0.82269504 57.17730496] ; [ 1.17730496 81.82269504],0
s4,1,0.806652,0.059901,[ 9 49] ; [14 68],[ 9.52857143 48.47142857] ; [13.47142857 68.52857143],0
a3,1,0.832807,0.044564,[32 27] ; [43 39],[31.38297872 27.61702128] ; [43.61702128 38.38297872],0
n5,1,0.876762,0.024048,[31 28] ; [42 40],[30.54609929 28.45390071] ; [42.45390071 39.54609929],0
p3,1,0.879532,0.022971,[18 41] ; [26 56],[18.41134752 40.58865248] ; [25.58865248 56.41134752],0
v3,1,0.888144,0.019783,[16 43] ; [22 56],[16.3649635 42.6350365] ; [21.6350365 56.3649635],0
p5,1,0.932176,0.007243,[ 2 57] ; [ 3 79],[ 2.09219858 56.90780142] ; [ 2.90780142 79.09219858],0
p1,1,0.939693,0.005724,[ 4 54] ; [ 6 77],[ 4.11347518 53.88652482] ; [ 5.88652482 77.11347518],0
a4,1,0.95017,0.003905,[22 37] ; [31 51],[22.17730496 36.82269504] ; [30.82269504 51.17730496],0
u1,1,0.957862,0.002792,[ 8 51] ; [11 72],[ 7.8943662 51.1056338] ; [11.1056338 71.8943662],0
s3,1,0.987905,0.00023,[22 36] ; [31 51],[21.95714286 36.04285714] ; [31.04285714 50.95714286],0
d3,1,0.998079,6e-06,[32 27] ; [45 38],[31.99295775 27.00704225] ; [45.00704225 37.99295775],0
