Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,29.890163,[ 12 263] ; [10 23],[ 19.64285714 255.35714286] ; [ 2.35714286 30.64285714],1
p6,1,0.0,26.568826,[ 77 197] ; [24  9],[ 90.14332248 183.85667752] ; [10.85667752 22.14332248],1
s5,1,3e-06,21.86964,[ 63 206] ; [20 12],[ 74.17607973 194.82392027] ; [ 8.82392027 23.17607973],1
p3,1,2.6e-05,17.682065,[115 163] ; [27  7],[126.52564103 151.47435897] ; [15.47435897 18.52564103],1
p8,1,7.3e-05,15.720966,[133 142] ; [28  5],[143.75 131.25] ; [17.25 15.75],1
p1,1,0.000104,15.064673,[ 18 257] ; [ 9 25],[ 24.02912621 250.97087379] ; [ 2.97087379 31.02912621],1
p4,1,0.001069,10.703325,[129 147] ; [26  8],[138. 138.] ; [17. 17.],0
s7,1,0.001611,9.94661,[103 164] ; [20  9],[110.94932432 156.05067568] ; [12.05067568 16.94932432],0
p7,1,0.009608,6.70624,[160 109] ; [28  6],[166.90429043 102.09570957] ; [21.09570957 12.90429043],0
s8,1,0.013032,6.164785,[ 91 187] ; [18 15],[ 97.4340836 180.5659164] ; [11.5659164 21.4340836],0
s6,1,0.022953,5.172028,[163 110] ; [25  6],[168.82894737 104.17105263] ; [19.17105263 11.82894737],0
v3,1,0.023038,5.165618,[ 80 195] ; [16 17],[ 85.71428571 189.28571429] ; [10.28571429 22.71428571],0
p9,1,0.032804,4.555977,[228  48] ; [32  1],[232.23300971  43.76699029] ; [27.76699029  5.23300971],0
n6,1,0.046062,3.979323,[221  55] ; [32  2],[225.2516129  50.7483871] ; [27.7483871  6.2516129],0
p10,1,0.051372,3.79609,[220  55] ; [31  2],[224.10714286  50.89285714] ; [26.89285714  6.10714286],0
s4,1,0.070539,3.270439,[ 50 225] ; [ 2 32],[ 46.27831715 228.72168285] ; [ 5.72168285 28.27831715],0
s1,1,0.08018,3.061241,[  8 266] ; [ 3 31],[  9.78571429 264.21428571] ; [ 1.21428571 32.78571429],0
a1,1,0.109862,2.556208,[  9 269] ; [ 3 31],[ 10.69230769 267.30769231] ; [ 1.30769231 32.69230769],0
n5,1,0.134921,2.234951,[192  82] ; [28  6],[195.71428571  78.28571429] ; [24.28571429  9.71428571],0
b2,1,0.15127,2.059395,[ 51 109] ; [10 11],[ 53.92265193 106.07734807] ; [ 7.07734807 13.92265193],0
b3,1,0.15127,2.059395,[ 51 109] ; [10 11],[ 53.92265193 106.07734807] ; [ 7.07734807 13.92265193],0
v2,1,0.162945,1.94668,[126 138] ; [20 13],[129.77777778 134.22222222] ; [16.22222222 16.77777778],0
a5,1,0.173501,1.852426,[154 124] ; [23 11],[157.71153846 120.28846154] ; [19.28846154 14.71153846],0
a7,1,0.17871,1.808323,[171 106] ; [25  9],[174.57234727 102.42765273] ; [21.42765273 12.57234727],0
n4,1,0.272387,1.204687,[195  82] ; [27  7],[197.72990354  79.27009646] ; [24.27009646  9.72990354],0
s3,1,0.297901,1.083569,[142 131] ; [14 19],[139.17647059 133.82352941] ; [16.82352941 16.17647059],0
d3,1,0.311947,1.022414,[115 163] ; [11 23],[112.26923077 165.73076923] ; [13.73076923 20.26923077],0
b4,1,0.359615,0.839239,[157 121] ; [22 12],[159.49358974 118.50641026] ; [19.50641026 14.49358974],0
b5,1,0.401363,0.704239,[160 118] ; [17 17],[157.71153846 120.28846154] ; [19.28846154 14.71153846],0
a3,1,0.424602,0.637543,[160 118] ; [22 12],[162.16666667 115.83333333] ; [19.83333333 14.16666667],0
n3,1,0.435891,0.607076,[52 15] ; [8 1],[52.89473684 14.10526316] ; [7.10526316 1.89473684],0
r3,1,0.48756,0.481908,[260  16] ; [31  3],[259.08387097  16.91612903] ; [31.91612903  2.08387097],0
r4,1,0.640203,0.218477,[237  41] ; [30  4],[237.90384615  40.09615385] ; [29.09615385  4.90384615],0
p2,1,0.664684,0.187883,[228  49] ; [29  5],[228.90353698  48.09646302] ; [28.09646302  5.90353698],0
a8,1,0.748147,0.103094,[ 37 224] ; [ 4 29],[ 36.39795918 224.60204082] ; [ 4.60204082 28.39795918],0
d5,1,0.755307,0.097125,[155 123] ; [18 16],[154.1474359 123.8525641] ; [18.8525641 15.1474359],0
b1,1,0.763374,0.090633,[ 99 179] ; [13 21],[ 99.79487179 178.20512821] ; [12.20512821 21.79487179],0
r2,1,0.787659,0.07255,[245  29] ; [29  4],[244.54723127  29.45276873] ; [29.45276873  3.54723127],0
u3,1,0.799192,0.064716,[63 54] ; [6 6],[62.58139535 54.41860465] ; [6.41860465 5.58139535],0
r1,1,0.836031,0.042838,[199  78] ; [25  9],[199.51125402  77.48874598] ; [24.48874598  9.51125402],0
n2,1,0.841856,0.039808,[54 13] ; [7 2],[53.77631579 13.22368421] ; [7.22368421 1.77631579],0
u2,1,0.853596,0.034052,[65 52] ; [7 5],[65.30232558 51.69767442] ; [6.69767442 5.30232558],0
s2,1,0.862011,0.030212,[109 165] ; [13 21],[108.53246753 165.46753247] ; [13.46753247 20.53246753],0
d2,1,0.874907,0.024784,[ 38 239] ; [ 5 29],[ 38.29903537 238.70096463] ; [ 4.70096463 29.29903537],0
a6,1,0.880652,0.022543,[168 110] ; [21 13],[168.40384615 109.59615385] ; [20.59615385 13.40384615],0
n1,1,0.908485,0.013214,[28 38] ; [4 5],[28.16 37.84] ; [3.84 5.16],0
