Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000787,11.272506,[89 26] ; [68  3],[97.06989247 17.93010753] ; [59.93010753 11.06989247],1
p9,1,0.001203,10.486127,[88 29] ; [64  4],[96.12972973 20.87027027] ; [55.87027027 12.12972973],0
p5,1,0.005441,7.726691,[  3 114] ; [ 9 61],[  7.50802139 109.49197861] ; [ 4.49197861 65.50802139],0
s7,1,0.005519,7.700946,[64 48] ; [52 15],[72.58100559 39.41899441] ; [43.41899441 23.58100559],0
n6,1,0.010316,6.579436,[92 25] ; [65  5],[98.22994652 18.77005348] ; [58.77005348 11.22994652],0
s4,1,0.027931,4.832323,[26 89] ; [26 43],[32.5 82.5] ; [19.5 49.5],0
b4,1,0.030323,4.690899,[62 55] ; [49 22],[69.07978723 47.92021277] ; [41.92021277 29.07978723],0
p6,1,0.035418,4.424915,[35 82] ; [32 39],[41.69680851 75.30319149] ; [25.30319149 45.69680851],0
a8,1,0.083349,2.998366,[17 93] ; [ 4 58],[13.43023256 96.56976744] ; [ 7.56976744 54.43023256],0
b1,1,0.095648,2.77665,[54 63] ; [24 47],[48.54255319 68.45744681] ; [29.45744681 41.54255319],0
s3,1,0.103064,2.657476,[97 20] ; [64  6],[100.73262032  16.26737968] ; [60.26737968  9.73262032],0
p10,1,0.112065,2.524857,[91 26] ; [61  9],[95.10160428 21.89839572] ; [56.89839572 13.10160428],0
p12,1,0.128789,2.307043,[  5 112] ; [ 7 64],[  7.46808511 109.53191489] ; [ 4.53191489 66.46808511],0
p2,1,0.143052,2.144822,[94 23] ; [62  8],[97.60427807 19.39572193] ; [58.39572193 11.60427807],0
a4,1,0.145225,2.121705,[45 72] ; [35 36],[49.78723404 67.21276596] ; [30.21276596 40.78723404],0
r2,1,0.169776,1.884917,[107   9] ; [68  2],[109.13978495   6.86021505] ; [65.86021505  4.13978495],0
v4,1,0.180617,1.792541,[108   9] ; [67  2],[110.08064516   6.91935484] ; [64.91935484  4.08064516],0
p3,1,0.213452,1.547858,[48 68] ; [36 35],[52.10695187 63.89304813] ; [31.89304813 39.10695187],0
r4,1,0.217492,1.520844,[100  17] ; [65  6],[102.68617021  14.31382979] ; [62.31382979  8.68617021],0
a2,1,0.229362,1.444817,[24 93] ; [20 51],[27.38297872 89.61702128] ; [16.61702128 54.38297872],0
p4,1,0.242457,1.366251,[64 53] ; [45 26],[67.83510638 49.16489362] ; [41.16489362 29.83510638],0
b3,1,0.24552,1.348617,[17 45] ; [15 24],[19.64356436 42.35643564] ; [12.35643564 26.64356436],0
b2,1,0.24552,1.348617,[17 45] ; [15 24],[19.64356436 42.35643564] ; [12.35643564 26.64356436],0
a5,1,0.274515,1.194047,[75 42] ; [51 20],[78.41489362 38.58510638] ; [47.58510638 23.41489362],0
s1,1,0.366271,0.816278,[  6 111] ; [ 6 65],[  7.46808511 109.53191489] ; [ 4.53191489 66.46808511],0
a1,1,0.412151,0.672588,[  5 112] ; [ 5 66],[  6.22340426 110.77659574] ; [ 3.77659574 67.22340426],0
p1,1,0.423586,0.640344,[  8 109] ; [ 7 62],[  9.43548387 107.56451613] ; [ 5.56451613 63.43548387],0
v3,1,0.436732,0.604853,[31 84] ; [22 46],[33.30601093 81.69398907] ; [19.69398907 48.30601093],0
r1,1,0.455158,0.557775,[94 23] ; [53 17],[91.97326203 25.02673797] ; [55.02673797 14.97326203],0
d3,1,0.485693,0.486054,[77 38] ; [51 20],[79.13978495 35.86021505] ; [48.86021505 22.13978495],0
d2,1,0.486297,0.48471,[60 56] ; [33 38],[57.68983957 58.31016043] ; [35.31016043 35.68983957],0
p11,1,0.521448,0.411028,[84 33] ; [54 17],[85.88297872 31.11702128] ; [52.11702128 18.88297872],0
