Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,43.201712,[70 16] ; [ 4 25],[55.33913043 30.66086957] ; [18.66086957 10.33913043],1
p11,1,0.014133,6.02145,[61 26] ; [13 16],[55.5 31.5] ; [18.5 10.5],0
b1,1,0.103549,2.650015,[33 54] ; [16 13],[36.75 50.25] ; [12.25 16.75],0
p1,1,0.360273,0.836941,[ 7 80] ; [ 4 25],[ 8.25 78.75] ; [ 2.75 26.25],0
p3,1,0.558816,0.341758,[38 49] ; [14 14],[39.33913043 47.66086957] ; [12.66086957 15.33913043],0
