Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2.3e-05,17.898533,[17 25] ; [68 19],[27.6744186 14.3255814] ; [57.3255814 29.6744186],1
a4,1,0.000117,14.847904,[ 6 36] ; [43 44],[15.95348837 26.04651163] ; [33.04651163 53.95348837],1
v3,1,0.00376,8.396319,[ 5 34] ; [30 47],[11.76724138 27.23275862] ; [23.23275862 53.76724138],0
d2,1,0.004268,8.166093,[ 9 33] ; [41 45],[16.40625 25.59375] ; [33.59375 52.40625],0
n4,1,0.014732,5.948228,[15 27] ; [51 36],[21.48837209 20.51162791] ; [44.51162791 42.48837209],0
s4,1,0.019805,5.429024,[11 31] ; [ 9 78],[ 6.51162791 35.48837209] ; [13.48837209 73.51162791],0
v2,1,0.033657,4.512053,[13 24] ; [45 35],[18.34188034 18.65811966] ; [39.65811966 40.34188034],0
d1,1,0.038288,4.29216,[15 27] ; [48 39],[20.51162791 21.48837209] ; [42.48837209 44.51162791],0
p3,1,0.039378,4.244468,[12 30] ; [41 45],[17.390625 24.609375] ; [35.609375 50.390625],0
p4,1,0.041209,4.16739,[14 27] ; [46 40],[19.37007874 21.62992126] ; [40.62992126 45.37007874],0
p6,1,0.082413,3.016665,[13 26] ; [16 68],[ 9.19512195 29.80487805] ; [19.80487805 64.19512195],0
n1,1,0.103388,2.652483,[7 4] ; [ 9 17],[4.75675676 6.24324324] ; [11.24324324 14.75675676],0
b2,1,0.110439,2.547924,[ 3 18] ; [17 35],[ 5.75342466 15.24657534] ; [14.24657534 37.75342466],0
b3,1,0.110439,2.547924,[ 3 18] ; [17 35],[ 5.75342466 15.24657534] ; [14.24657534 37.75342466],0
d5,1,0.117131,2.455267,[29 13] ; [70 16],[32.484375  9.515625] ; [66.515625 19.484375],0
a7,1,0.140664,2.170683,[25 17] ; [63 24],[28.65116279 13.34883721] ; [59.34883721 27.65116279],0
b5,1,0.158469,1.988779,[30 12] ; [51 36],[26.37209302 15.62790698] ; [54.62790698 32.37209302],0
a6,1,0.190179,1.716229,[26 16] ; [63 23],[29.203125 12.796875] ; [59.796875 26.203125],0
s7,1,0.230435,1.438175,[10 28] ; [30 50],[12.88135593 25.11864407] ; [27.11864407 52.88135593],0
p2,1,0.277102,1.181248,[29 13] ; [67 19],[31.5 10.5] ; [64.5 21.5],0
p10,1,0.297973,1.083246,[22 18] ; [55 30],[24.64 15.36] ; [52.36 32.64],0
r1,1,0.319194,0.992248,[35  7] ; [77  9],[36.75  5.25] ; [75.25 10.75],0
n3,1,0.3208,0.985681,[10  1] ; [20  6],[8.91891892 2.08108108] ; [21.08108108  4.91891892],0
u1,1,0.346589,0.885906,[ 3 39] ; [11 76],[ 4.55813953 37.44186047] ; [ 9.44186047 77.55813953],0
r2,1,0.350449,0.871831,[39  3] ; [84  3],[40.04651163  1.95348837] ; [82.95348837  4.04651163],0
s8,1,0.356678,0.849556,[12 30] ; [32 55],[14.3255814 27.6744186] ; [29.6744186 57.3255814],0
s6,1,0.356727,0.849384,[20 21] ; [50 37],[22.421875 18.578125] ; [47.578125 39.421875],0
v1,1,0.395129,0.723099,[16 25] ; [40 45],[18.22222222 22.77777778] ; [37.77777778 47.22222222],0
p11,1,0.427395,0.629892,[25 17] ; [58 29],[27.02325581 14.97674419] ; [55.97674419 31.02325581],0
s2,1,0.512371,0.429222,[16 26] ; [38 48],[17.71875 24.28125] ; [36.28125 49.71875],0
p5,1,0.518674,0.416529,[ 1 41] ; [ 4 80],[ 1.66666667 40.33333333] ; [ 3.33333333 80.66666667],0
d3,1,0.535724,0.383522,[26 16] ; [58 28],[27.5625 14.4375] ; [56.4375 29.5625],0
u2,1,0.544784,0.366745,[17  7] ; [15  4],[17.86046512  6.13953488] ; [14.13953488  4.86046512],0
s3,1,0.567507,0.326871,[24 18] ; [44 41],[22.48818898 19.51181102] ; [45.51181102 39.48818898],0
p7,1,0.608051,0.263023,[18 20] ; [44 40],[19.31147541 18.68852459] ; [42.68852459 41.31147541],0
p1,1,0.614141,0.254188,[ 4 38] ; [ 6 80],[ 3.28125 38.71875] ; [ 6.71875 79.28125],0
b4,1,0.631511,0.230018,[26 16] ; [50 37],[24.74418605 17.25581395] ; [51.25581395 35.74418605],0
n2,1,0.649273,0.206818,[9 2] ; [21  7],[8.46153846 2.53846154] ; [21.53846154  6.46153846],0
d4,1,0.65742,0.196673,[32  9] ; [70 16],[32.92913386  8.07086614] ; [69.07086614 16.92913386],0
