Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2.3e-05,17.898533,[17 25] ; [68 19],[27.6744186 14.3255814] ; [57.3255814 29.6744186],1
p8,1,0.722163,0.12643,[16 25] ; [36 49],[16.92063492 24.07936508] ; [35.07936508 49.92063492],0
p9,1,0.726227,0.122605,[27 13] ; [60 25],[27.84 12.16] ; [59.16 25.84],0
a8,1,0.80053,0.063838,[ 4 36] ; [ 9 69],[ 4.40677966 35.59322034] ; [ 8.59322034 69.40677966],0
n5,1,0.835784,0.042969,[17 24] ; [34 52],[16.46456693 24.53543307] ; [34.53543307 51.46456693],0
u3,1,0.859734,0.031227,[20  5] ; [14  4],[19.76744186  5.23255814] ; [14.23255814  3.76744186],0
s1,1,0.942795,0.005149,[ 2 38] ; [ 4 81],[ 1.92 38.08] ; [ 4.08 80.92],0
b1,1,0.944221,0.004895,[20 22] ; [42 45],[20.18604651 21.81395349] ; [41.81395349 45.18604651],0
v4,1,0.955064,0.003175,[39  2] ; [82  4],[39.06299213  1.93700787] ; [81.93700787  4.06299213],0
a1,1,0.976871,0.000841,[ 1 41] ; [ 2 85],[ 0.97674419 41.02325581] ; [ 2.02325581 84.97674419],0
s5,1,0.977827,0.000772,[ 8 31] ; [17 65],[ 8.05785124 30.94214876] ; [16.94214876 65.05785124],0
