Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,267.09023,[288  35] ; [ 61 207],[190.7394247 132.2605753] ; [158.2605753 109.7394247],1
s7,1,0.0,123.818795,[238  74] ; [ 75 179],[172.53710247 139.46289753] ; [140.46289753 113.53710247],1
s6,1,0.0,96.592953,[279  38] ; [135 130],[225.49484536  91.50515464] ; [188.50515464  76.49484536],1
s8,1,0.0,91.529575,[217 105] ; [ 75 194],[159.09306261 162.90693739] ; [132.90693739 136.09306261],1
s5,1,0.0,59.925014,[157 152] ; [ 52 213],[112.51045296 196.48954704] ; [ 96.48954704 168.51045296],1
d1,1,9.4e-05,15.261009,[219 105] ; [140 130],[195.81818182 128.18181818] ; [163.18181818 106.81818182],1
s4,1,0.000133,14.599607,[ 70 250] ; [ 27 240],[ 52.879046 267.120954] ; [ 44.120954 222.879046],1
d4,1,0.000242,13.47433,[280  41] ; [204  66],[262.88324873  58.11675127] ; [221.11675127  48.88324873],1
p6,1,0.000508,12.08555,[155 166] ; [ 91 176],[134.29591837 186.70408163] ; [111.70408163 155.29591837],1
r2,1,0.001177,10.526154,[312   9] ; [243  24],[302.98469388  18.01530612] ; [252.01530612  14.98469388],0
a3,1,0.001766,9.778201,[258  65] ; [184  84],[241.56683587  81.43316413] ; [200.43316413  67.56683587],0
p12,1,0.003177,8.702886,[ 43 280] ; [ 16 251],[ 32.3 290.7] ; [ 26.7 240.3],0
p4,1,0.00421,8.191086,[231  91] ; [163 106],[214.66666667 107.33333333] ; [179.33333333  89.66666667],0
u4,1,0.012741,6.204687,[ 15 309] ; [  3 267],[  9.81818182 314.18181818] ; [  8.18181818 261.81818182],0
u1,1,0.014781,5.942357,[ 75 249] ; [ 41 229],[ 63.27272727 260.72727273] ; [ 52.72727273 217.27272727],0
r1,1,0.018488,5.54931,[269  54] ; [203  66],[257.52702703  65.47297297] ; [214.47297297  54.52702703],0
s1,1,0.018635,5.535444,[ 14 305] ; [  3 265],[  9.23850085 309.76149915] ; [  7.76149915 260.23850085],0
d2,1,0.023338,5.143142,[175 147] ; [121 148],[161.27241963 160.72758037] ; [134.72758037 134.27241963],0
v3,1,0.02861,4.790936,[147 162] ; [102 163],[134.04355401 174.95644599] ; [114.95644599 150.04355401],0
n4,1,0.037485,4.328232,[294  29] ; [231  39],[285.96121417  37.03878583] ; [239.03878583  30.96121417],0
r4,1,0.045809,3.988589,[302  22] ; [239  31],[295.09090909  28.90909091] ; [245.90909091  24.09090909],0
u3,1,0.050097,3.838225,[42 24] ; [41 45],[36.03947368 29.96052632] ; [46.96052632 39.03947368],0
d3,1,0.050685,3.818639,[229  93] ; [171  98],[217.9357022 104.0642978] ; [182.0642978  86.9357022],0
v1,1,0.056734,3.630365,[201 112] ; [149 115],[189.86135182 123.13864818] ; [160.13864818 103.86135182],0
a4,1,0.057997,3.593766,[168 156] ; [118 150],[156.52702703 167.47297297] ; [129.47297297 138.52702703],0
p7,1,0.058298,3.585147,[223  92] ; [168  97],[212.35344828 102.64655172] ; [178.64655172  86.35344828],0
a2,1,0.076054,3.147282,[ 94 230] ; [ 61 209],[ 84.54545455 239.45454545] ; [ 70.45454545 199.54545455],0
v4,1,0.09371,2.809456,[313  10] ; [254  16],[308.8381113  14.1618887] ; [258.1618887  11.8381113],0
p3,1,0.102403,2.667712,[188 135] ; [138 130],[178.16920474 144.83079526] ; [147.83079526 120.16920474],0
n6,1,0.126633,2.333306,[297  24] ; [240  30],[291.67005076  29.32994924] ; [245.32994924  24.67005076],0
a5,1,0.128094,2.315453,[256  68] ; [199  71],[248.18181818  75.81818182] ; [206.81818182  63.18181818],0
b1,1,0.138542,2.194075,[132 192] ; [ 94 176],[123.27272727 200.72727273] ; [102.72727273 167.27272727],0
a8,1,0.139886,2.179213,[ 54 247] ; [ 32 209],[ 47.7601476 253.2398524] ; [ 38.2398524 202.7601476],0
p10,1,0.156223,2.01041,[303  20] ; [244  25],[298.44763514  24.55236486] ; [248.55236486  20.44763514],0
a7,1,0.185666,1.751675,[235  88] ; [183  87],[227.67959528  95.32040472] ; [190.32040472  79.67959528],0
v2,1,0.200773,1.636742,[190 122] ; [144 115],[182.50087566 129.49912434] ; [151.49912434 107.50087566],0
a6,1,0.21491,1.538037,[213 108] ; [192  78],[219.97461929 101.02538071] ; [185.02538071  84.97461929],0
a1,1,0.223725,1.480317,[ 19 305] ; [ 10 260],[ 15.81818182 308.18181818] ; [ 13.18181818 256.81818182],0
d5,1,0.23407,1.415958,[270  51] ; [217  53],[264.51269036  56.48730964] ; [222.48730964  47.51269036],0
r3,1,0.27985,1.167817,[311  12] ; [254  15],[308.26858108  14.73141892] ; [256.73141892  12.26858108],0
b2,1,0.356064,0.851727,[ 88 119] ; [60 99],[ 83.70491803 123.29508197] ; [64.29508197 94.70491803],0
b3,1,0.356064,0.851727,[ 88 119] ; [60 99],[ 83.70491803 123.29508197] ; [64.29508197 94.70491803],0
p5,1,0.38408,0.757601,[ 51 269] ; [ 36 233],[ 47.26655348 272.73344652] ; [ 39.73344652 229.26655348],0
b5,1,0.426005,0.63369,[200 124] ; [158 112],[195.27272727 128.72727273] ; [162.72727273 107.27272727],0
p11,1,0.520956,0.412,[271  53] ; [231  39],[273.81818182  50.18181818] ; [228.18181818  41.81818182],0
n3,1,0.544603,0.367075,[44 18] ; [44 14],[45.46666667 16.53333333] ; [42.53333333 15.46666667],0
n2,1,0.553981,0.350234,[51 11] ; [46 13],[49.70247934 12.29752066] ; [47.29752066 11.70247934],0
