Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.03489,4.450549,[ 6 20] ; [3 1],[ 7.8 18.2] ; [1.2 2.8],0
s8,1,0.043581,4.072727,[ 7 21] ; [3 1],[ 8.75 19.25] ; [1.25 2.75],0
a3,1,0.086926,2.930403,[24  4] ; [2 2],[22.75  5.25] ; [3.25 0.75],0
p12,1,0.105659,2.617976,[ 1 26] ; [1 3],[ 1.74193548 25.25806452] ; [0.25806452 3.74193548],0
p5,1,0.105659,2.617976,[ 1 26] ; [1 3],[ 1.74193548 25.25806452] ; [0.25806452 3.74193548],0
s7,1,0.141442,2.162206,[ 9 16] ; [3 1],[10.34482759 14.65517241] ; [1.65517241 2.34482759],0
r1,1,0.295544,1.094194,[10 18] ; [2 1],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
v1,1,0.315905,1.005826,[13 14] ; [3 1],[13.93548387 13.06451613] ; [2.06451613 1.93548387],0
p8,1,0.322203,0.979985,[ 7 20] ; [2 2],[ 7.83870968 19.16129032] ; [1.16129032 2.83870968],0
r2,1,0.322203,0.979985,[20  7] ; [2 2],[19.16129032  7.83870968] ; [2.83870968 1.16129032],0
p11,1,0.348632,0.878431,[14 14] ; [3 1],[14.875 13.125] ; [2.125 1.875],0
p10,1,0.426716,0.631744,[14 12] ; [3 1],[14.73333333 11.26666667] ; [2.26666667 1.73333333],0
s6,1,0.430955,0.620248,[12 16] ; [2 1],[12.64516129 15.35483871] ; [1.35483871 1.64516129],0
b1,1,0.496367,0.462695,[12 16] ; [1 3],[11.375 16.625] ; [1.625 2.375],0
b2,1,0.521839,0.410256,[6 7] ; [2 1],[6.5 6.5] ; [1.5 1.5],0
b3,1,0.521839,0.410256,[6 7] ; [2 1],[6.5 6.5] ; [1.5 1.5],0
v2,1,0.546386,0.363832,[16 11] ; [3 1],[16.5483871 10.4516129] ; [2.4516129 1.5483871],0
p7,1,0.552234,0.353331,[ 9 17] ; [2 2],[ 9.53333333 16.46666667] ; [1.46666667 2.53333333],0
d3,1,0.580912,0.304762,[18 10] ; [2 2],[17.5 10.5] ; [2.5 1.5],0
p1,1,0.580912,0.304762,[ 4 24] ; [1 3],[ 4.375 23.625] ; [0.625 3.375],0
s2,1,0.619372,0.246751,[10 17] ; [2 2],[10.4516129 16.5483871] ; [1.5483871 2.4516129],0
p9,1,0.638662,0.220497,[17 10] ; [3 1],[17.41935484  9.58064516] ; [2.58064516 1.41935484],0
a7,1,0.664901,0.187625,[15 13] ; [2 1],[15.35483871 12.64516129] ; [1.64516129 1.35483871],0
a5,1,0.683178,0.16657,[17 11] ; [2 2],[16.625 11.375] ; [2.375 1.625],0
b4,1,0.683178,0.16657,[17 11] ; [2 2],[16.625 11.375] ; [2.375 1.625],0
d2,1,0.750709,0.100936,[16 12] ; [2 1],[16.25806452 11.74193548] ; [1.74193548 1.25806452],0
r3,1,0.750709,0.100936,[16 12] ; [2 1],[16.25806452 11.74193548] ; [1.74193548 1.25806452],0
a4,1,0.787642,0.072562,[12 16] ; [2 2],[12.25 15.75] ; [1.75 2.25],0
a6,1,0.787642,0.072562,[16 12] ; [2 2],[15.75 12.25] ; [2.25 1.75],0
d1,1,0.787642,0.072562,[16 12] ; [2 2],[15.75 12.25] ; [2.25 1.75],0
p3,1,0.814672,0.054945,[ 8 18] ; [1 3],[ 7.8 18.2] ; [1.2 2.8],0
n5,1,0.862895,0.029822,[20  8] ; [2 1],[19.87096774  8.12903226] ; [2.12903226 0.87096774],0
n4,1,0.881863,0.022084,[20  8] ; [3 1],[20.125  7.875] ; [2.875 1.125],0
b5,1,0.893488,0.017927,[15 13] ; [2 2],[14.875 13.125] ; [2.125 1.875],0
p6,1,0.901312,0.015377,[ 6 21] ; [1 3],[ 6.09677419 20.90322581] ; [0.90322581 3.09677419],0
v4,1,0.966562,0.001757,[19  9] ; [2 1],[18.96774194  9.03225806] ; [2.03225806 0.96774194],0
n6,1,0.966562,0.001757,[19  9] ; [2 1],[18.96774194  9.03225806] ; [2.03225806 0.96774194],0
s3,1,1.0,0.0,[ 9 18] ; [1 2],[ 9. 18.] ; [1. 2.],0
