Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,5e-06,20.821154,[63 44] ; [471 123],[81.50927247 25.49072753] ; [452.49072753 141.50927247],1
r2,1,1.2e-05,19.239374,[97  9] ; [583   8],[103.41463415   2.58536585] ; [576.58536585  14.41463415],1
u1,1,5.3e-05,16.321961,[  5 102] ; [126 468],[19.9957204 87.0042796] ; [111.0042796 482.9957204],1
a3,1,0.000166,14.183442,[63 44] ; [451 140],[78.79369628 28.20630372] ; [435.20630372 155.79369628],1
v2,1,0.000257,13.362704,[44 59] ; [352 216],[60.78688525 42.21311475] ; [335.21311475 232.78688525],1
a2,1,0.000283,13.178091,[12 95] ; [165 429],[27.0171184 79.9828816] ; [149.9828816 444.0171184],1
d1,1,0.000291,13.125386,[49 58] ; [382 212],[65.7874465 41.2125535] ; [365.2125535 228.7874465],1
d3,1,0.001944,9.601978,[62 44] ; [434 158],[75.32378223 30.67621777] ; [420.67621777 171.32378223],0
a6,1,0.002947,8.839714,[62 45] ; [427 164],[74.96131805 32.03868195] ; [414.03868195 176.96131805],0
d4,1,0.004892,7.918993,[80 27] ; [506  85],[89.83094556 17.16905444] ; [496.16905444  94.83094556],0
d2,1,0.006345,7.449502,[39 67] ; [303 289],[51.93696275 54.06303725] ; [290.06303725 301.93696275],0
s8,1,0.006415,7.429903,[39 68] ; [300 291],[51.96704871 55.03295129] ; [287.03295129 303.96704871],0
s7,1,0.00867,6.889636,[41 61] ; [310 261],[53.19762259 48.80237741] ; [297.80237741 273.19762259],0
p7,1,0.010057,6.62479,[59 46] ; [401 180],[70.40816327 34.59183673] ; [389.59183673 191.40816327],0
a4,1,0.016793,5.717864,[39 68] ; [290 302],[50.36194564 56.63805436] ; [278.63805436 313.36194564],0
p4,1,0.018709,5.528526,[56 50] ; [383 208],[66.76327116 39.23672884] ; [372.23672884 218.76327116],0
v1,1,0.018857,5.514712,[49 56] ; [341 237],[59.95607613 45.04392387] ; [330.04392387 247.95607613],0
a7,1,0.019271,5.476718,[69 37] ; [450 143],[78.70386266 27.29613734] ; [440.29613734 152.70386266],0
d5,1,0.021739,5.266576,[79 27] ; [495  96],[87.29411765 18.70588235] ; [486.70588235 104.29411765],0
u3,1,0.030209,4.69738,[20 24] ; [90 51],[26.16216216 17.83783784] ; [83.83783784 57.16216216],0
b5,1,0.037274,4.337831,[75 32] ; [353 241],[65.32952924 41.67047076] ; [362.67047076 231.32952924],0
v4,1,0.049175,3.869364,[102   5] ; [584  10],[104.71041369   2.28958631] ; [581.28958631  12.71041369],0
n4,1,0.052163,3.770536,[77 30] ; [476 117],[84.53 22.47] ; [468.47 124.53],0
p8,1,0.06485,3.408788,[51 54] ; [342 245],[59.63150289 45.36849711] ; [333.36849711 253.63150289],0
b4,1,0.076528,3.137134,[70 37] ; [334 260],[61.66619116 45.33380884] ; [342.33380884 251.66619116],0
s6,1,0.10111,2.687942,[66 36] ; [425 160],[72.89956332 29.10043668] ; [418.10043668 166.89956332],0
v3,1,0.152158,2.050484,[36 67] ; [241 326],[42.58358209 60.41641791] ; [234.41641791 332.58358209],0
s3,1,0.165265,1.925378,[55 51] ; [347 240],[61.48917749 44.51082251] ; [340.51082251 246.48917749],0
p2,1,0.188929,1.725947,[88 19] ; [515  77],[92.30472103 14.69527897] ; [510.69527897  81.30472103],0
p1,1,0.245641,1.347924,[13 94] ; [ 51 540],[ 9.81088825 97.18911175] ; [ 54.18911175 536.81088825],0
a1,1,0.246598,1.342473,[  7 100] ; [ 24 570],[  4.7318117 102.2681883] ; [ 26.2681883 567.7318117],0
s2,1,0.246616,1.342371,[52 55] ; [322 267],[57.49712644 49.50287356] ; [316.50287356 272.49712644],0
s5,1,0.251638,1.314184,[32 68] ; [217 354],[37.10879285 62.89120715] ; [211.89120715 359.10879285],0
p3,1,0.291003,1.114974,[52 55] ; [321 272],[57.01571429 49.98428571] ; [315.98428571 277.01571429],0
r3,1,0.345544,0.889755,[104   3] ; [584   9],[105.16571429   1.83428571] ; [582.83428571  10.16571429],0
u2,1,0.346639,0.885724,[23 21] ; [85 56],[25.68648649 18.31351351] ; [82.31351351 58.68648649],0
b1,1,0.353945,0.859265,[32 75] ; [205 389],[36.17546362 70.82453638] ; [200.82453638 393.17546362],0
n5,1,0.394976,0.723568,[80 27] ; [463 127],[83.35868006 23.64131994] ; [459.64131994 130.35868006],0
p12,1,0.420792,0.648102,[ 8 99] ; [ 59 533],[10.25608011 96.74391989] ; [ 56.74391989 535.25608011],0
p6,1,0.43823,0.600912,[38 66] ; [239 350],[41.56998557 62.43001443] ; [235.43001443 353.56998557],0
p10,1,0.489348,0.477959,[96 11] ; [545  49],[97.84165478  9.15834522] ; [543.15834522  50.84165478],0
s1,1,0.492931,0.470122,[  2 105] ; [ 18 567],[  3.09248555 103.90751445] ; [ 16.90751445 568.09248555],0
s4,1,0.545291,0.365821,[21 86] ; [101 486],[18.80979827 88.19020173] ; [103.19020173 483.80979827],0
a8,1,0.558485,0.342334,[13 87] ; [ 82 455],[14.91365777 85.08634223] ; [ 80.08634223 456.91365777],0
n3,1,0.590608,0.289396,[24  9] ; [85 25],[25.15384615  7.84615385] ; [83.84615385 26.15384615],0
n1,1,0.593688,0.284621,[14 19] ; [41 69],[12.69230769 20.30769231] ; [42.30769231 67.69230769],0
u4,1,0.619671,0.24633,[  2 105] ; [ 16 578],[  2.74750357 104.25249643] ; [ 15.25249643 578.74750357],0
p5,1,0.64796,0.208482,[15 91] ; [ 74 516],[13.5545977 92.4454023] ; [ 75.4454023 514.5545977],0
p11,1,0.681646,0.168278,[88 19] ; [498  96],[89.44650499 17.55349501] ; [496.55349501  97.44650499],0
n6,1,0.700886,0.147552,[95 12] ; [516  74],[93.79770445 13.20229555] ; [517.20229555  72.79770445],0
n2,1,0.711681,0.136604,[26  7] ; [84 27],[25.20833333  7.79166667] ; [84.79166667 26.20833333],0
b2,1,0.968811,0.001529,[25 38] ; [143 215],[25.14014252 37.85985748] ; [142.85985748 215.14014252],0
b3,1,0.968811,0.001529,[25 38] ; [143 215],[25.14014252 37.85985748] ; [142.85985748 215.14014252],0
