Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.004563,8.044959,[10  1] ; [1 4],[7.5625 3.4375] ; [3.4375 1.5625],0
s3,1,0.094264,2.8,[6 3] ; [1 4],[4.5 4.5] ; [2.5 2.5],0
b4,1,0.142041,2.155711,[10  1] ; [3 2],[8.9375 2.0625] ; [4.0625 0.9375],0
a4,1,0.170904,1.875,[1 9] ; [2 3],[2. 8.] ; [1. 4.],0
n1,1,0.283977,1.147959,[6 1] ; [1 1],[5.44444444 1.55555556] ; [1.55555556 0.44444444],0
b1,1,0.377026,0.780375,[7 4] ; [2 3],[6.1875 4.8125] ; [2.8125 2.1875],0
s2,1,0.377026,0.780375,[7 4] ; [2 3],[6.1875 4.8125] ; [2.8125 2.1875],0
v3,1,0.408961,0.681818,[3 8] ; [2 2],[3.66666667 7.33333333] ; [1.33333333 2.66666667],0
p8,1,0.408961,0.681818,[8 2] ; [3 2],[7.33333333 2.66666667] ; [3.66666667 1.33333333],0
p10,1,0.51276,0.42843,[7 4] ; [4 1],[7.5625 3.4375] ; [3.4375 1.5625],0
a5,1,0.51276,0.42843,[7 4] ; [4 1],[7.5625 3.4375] ; [3.4375 1.5625],0
p12,1,0.540818,0.374026,[ 1 10] ; [1 4],[1.375 9.625] ; [0.625 4.375],0
a6,1,0.589639,0.290909,[6 5] ; [2 3],[5.5 5.5] ; [2.5 2.5],0
d3,1,0.589639,0.290909,[6 5] ; [2 3],[5.5 5.5] ; [2.5 2.5],0
p4,1,0.589639,0.290909,[5 6] ; [3 2],[5.5 5.5] ; [2.5 2.5],0
d1,1,0.589639,0.290909,[6 5] ; [2 3],[5.5 5.5] ; [2.5 2.5],0
v2,1,0.633553,0.227273,[4 7] ; [2 2],[4.4 6.6] ; [1.6 2.4],0
a3,1,0.679708,0.170455,[7 3] ; [4 1],[7.33333333 2.66666667] ; [3.66666667 1.33333333],0
s8,1,0.714393,0.133929,[5 5] ; [3 2],[5.33333333 4.66666667] ; [2.66666667 2.33333333],0
p3,1,0.838464,0.041558,[6 5] ; [3 2],[6.1875 4.8125] ; [2.8125 2.1875],0
v1,1,0.838464,0.041558,[5 6] ; [2 3],[4.8125 6.1875] ; [2.1875 2.8125],0
p11,1,0.838464,0.041558,[6 5] ; [3 2],[6.1875 4.8125] ; [2.8125 2.1875],0
p7,1,0.838464,0.041558,[5 6] ; [2 3],[4.8125 6.1875] ; [2.1875 2.8125],0
s5,1,0.838464,0.041558,[6 5] ; [3 2],[6.1875 4.8125] ; [2.8125 2.1875],0
d5,1,0.838464,0.041558,[6 5] ; [3 2],[6.1875 4.8125] ; [2.8125 2.1875],0
d4,1,0.889243,0.019394,[7 4] ; [3 2],[6.875 4.125] ; [3.125 1.875],0
p2,1,0.889243,0.019394,[7 4] ; [3 2],[6.875 4.125] ; [3.125 1.875],0
d2,1,0.889243,0.019394,[4 7] ; [2 3],[4.125 6.875] ; [1.875 3.125],0
p6,1,0.889243,0.019394,[4 7] ; [2 3],[4.125 6.875] ; [1.875 3.125],0
r1,1,0.931175,0.007459,[9 2] ; [4 1],[8.9375 2.0625] ; [4.0625 0.9375],0
s4,1,0.931175,0.007459,[2 9] ; [1 4],[2.0625 8.9375] ; [0.9375 4.0625],0
p9,1,1.0,0.0,[8 2] ; [4 1],[8. 2.] ; [4. 1.],0
b3,1,1.0,0.0,[2 6] ; [1 3],[2. 6.] ; [1. 3.],0
b2,1,1.0,0.0,[2 6] ; [1 3],[2. 6.] ; [1. 3.],0
s6,1,1.0,0.0,[8 2] ; [4 1],[8. 2.] ; [4. 1.],0
