Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,25.528637,[63 24] ; [221  16],[76.25925926 10.74074074] ; [207.74074074  29.25925926],1
r4,1,1e-06,24.509805,[50 37] ; [200  39],[66.71779141 20.28220859] ; [183.28220859  55.71779141],1
s6,1,2.3e-05,17.957663,[29 57] ; [143  94],[45.79566563 40.20433437] ; [126.20433437 110.79566563],1
p10,1,3.3e-05,17.259455,[39 46] ; [167  68],[54.71875 30.28125] ; [151.28125  83.71875],1
v4,1,7.1e-05,15.793198,[63 22] ; [217  21],[73.68421053 11.31578947] ; [206.31578947  31.68421053],1
p11,1,0.00024,13.488844,[42 45] ; [168  71],[56.04294479 30.95705521] ; [153.95705521  85.04294479],1
p9,1,0.000892,11.038867,[47 38] ; [174  59],[59.07232704 25.92767296] ; [161.92767296  71.07232704],1
s8,1,0.002678,9.014797,[15 72] ; [ 82 156],[25.96615385 61.03384615] ; [ 71.03384615 166.96615385],0
r2,1,0.00453,8.058244,[68 17] ; [215  20],[75.171875  9.828125] ; [207.828125  27.171875],0
b1,1,0.004909,7.912698,[42 45] ; [ 75 164],[31.22392638 55.77607362] ; [ 85.77607362 153.22392638],0
p2,1,0.006079,7.526768,[44 42] ; [162  77],[54.51076923 31.48923077] ; [151.48923077  87.51076923],0
n4,1,0.009154,6.792547,[48 39] ; [168  70],[57.82153846 29.17846154] ; [158.17846154  79.82153846],0
n5,1,0.010279,6.585965,[46 40] ; [164  74],[55.74074074 30.25925926] ; [154.25925926  83.74074074],0
a1,1,0.011948,6.318573,[ 9 78] ; [  8 231],[ 4.53680982 82.46319018] ; [ 12.46319018 226.53680982],0
s2,1,0.014782,5.942317,[26 61] ; [106 130],[35.55417957 51.44582043] ; [ 96.44582043 139.55417957],0
s7,1,0.017691,5.626498,[19 60] ; [ 90 142],[27.68810289 51.31189711] ; [ 81.31189711 150.68810289],0
p6,1,0.023675,5.118282,[ 8 77] ; [ 48 189],[14.7826087 70.2173913] ; [ 41.2173913 195.7826087],0
s5,1,0.023686,5.117472,[12 71] ; [ 62 170],[19.4984127 63.5015873] ; [ 54.5015873 177.4984127],0
v2,1,0.026923,4.895727,[29 53] ; [113 115],[37.56129032 44.43870968] ; [104.43870968 123.56129032],0
d1,1,0.029337,4.747717,[34 53] ; [126 113],[42.6993865 44.3006135] ; [117.3006135 121.6993865],0
d2,1,0.04312,4.090694,[31 55] ; [115 121],[38.99378882 47.00621118] ; [107.00621118 128.99378882],0
r1,1,0.048908,3.878503,[55 32] ; [177  61],[62.10461538 24.89538462] ; [169.89538462  68.10461538],0
a5,1,0.049096,3.872058,[46 41] ; [155  84],[53.64110429 33.35889571] ; [147.35889571  91.64110429],0
a7,1,0.06213,3.479593,[49 38] ; [160  77],[56.12037037 30.87962963] ; [152.87962963  84.12037037],0
u1,1,0.069011,3.306389,[ 7 80] ; [ 38 201],[12.00920245 74.99079755] ; [ 32.99079755 206.00920245],0
d5,1,0.072278,3.23052,[56 30] ; [179  59],[62.37654321 23.62345679] ; [172.62345679  65.37654321],0
d3,1,0.088181,2.907277,[48 37] ; [159  79],[54.47368421 30.52631579] ; [152.52631579  85.47368421],0
v3,1,0.096503,2.762399,[17 65] ; [ 70 161],[22.79233227 59.20766773] ; [ 64.20766773 166.79233227],0
a2,1,0.112677,2.516261,[13 74] ; [ 55 184],[18.14723926 68.85276074] ; [ 49.85276074 189.14723926],0
d4,1,0.115244,2.480799,[60 25] ; [188  50],[65.26315789 19.73684211] ; [182.73684211  55.26315789],0
b3,1,0.126578,2.333983,[12 35] ; [54 89],[16.32631579 30.67368421] ; [49.67368421 93.32631579],0
b2,1,0.126578,2.333983,[12 35] ; [54 89],[16.32631579 30.67368421] ; [49.67368421 93.32631579],0
b5,1,0.127566,2.321881,[48 39] ; [154  85],[53.90797546 33.09202454] ; [148.09202454  90.90797546],0
u2,1,0.133607,2.25008,[21 11] ; [40 40],[17.42857143 14.57142857] ; [43.57142857 36.42857143],0
p4,1,0.1925,1.698382,[19 67] ; [ 70 168],[23.62345679 62.37654321] ; [ 65.37654321 172.62345679],0
s4,1,0.20827,1.583411,[11 76] ; [ 44 193],[14.76851852 72.23148148] ; [ 40.23148148 196.76851852],0
s1,1,0.227233,1.4581,[ 5 80] ; [  7 228],[ 3.1875 81.8125] ; [  8.8125 226.1875],0
p7,1,0.251022,1.317605,[24 60] ; [ 83 151],[28.26415094 55.73584906] ; [ 78.73584906 155.26415094],0
p12,1,0.298801,1.079536,[ 2 83] ; [ 12 227],[ 3.67283951 81.32716049] ; [ 10.32716049 228.67283951],0
a6,1,0.347922,0.88102,[52 34] ; [158  81],[55.56923077 30.43076923] ; [154.43076923  84.56923077],0
n3,1,0.351803,0.866945,[24 17] ; [55 27],[26.33333333 14.66666667] ; [52.66666667 29.33333333],0
s3,1,0.432432,0.616284,[39 46] ; [120 116],[42.10280374 42.89719626] ; [116.89719626 119.10280374],0
v1,1,0.513425,0.427081,[30 55] ; [ 92 142],[32.50783699 52.49216301] ; [ 89.49216301 144.50783699],0
n2,1,0.536141,0.38274,[27 16] ; [56 26],[28.552 14.448] ; [54.448 27.552],0
a4,1,0.556111,0.346482,[35 52] ; [104 133],[37.32407407 49.67592593] ; [101.67592593 135.32407407],0
u4,1,0.733349,0.116059,[ 1 86] ; [  4 235],[ 1.33435583 85.66564417] ; [  3.66564417 235.33435583],0
a3,1,0.73657,0.113164,[55 31] ; [157  81],[56.27160494 29.72839506] ; [155.72839506  82.27160494],0
