Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.19379,[92 31] ; [18 33],[77.75862069 45.24137931] ; [32.24137931 18.75862069],1
p4,1,0.703275,0.145087,[51 73] ; [19 31],[49.88505747 74.11494253] ; [20.11494253 29.88505747],0
p7,1,0.706552,0.141745,[61 59] ; [27 23],[62.11764706 57.88235294] ; [25.88235294 24.11764706],0
d2,1,0.712446,0.135846,[40 84] ; [15 36],[38.97142857 85.02857143] ; [16.02857143 34.97142857],0
a4,1,0.793587,0.068463,[34 90] ; [13 38],[33.30285714 90.69714286] ; [13.69714286 37.30285714],0
u2,1,0.830844,0.045633,[29 20] ; [13 10],[28.58333333 20.41666667] ; [13.41666667  9.58333333],0
n1,1,0.831399,0.04533,[ 9 35] ; [ 5 17],[ 9.33333333 34.66666667] ; [ 4.66666667 17.33333333],0
b2,1,0.884374,0.021149,[15 44] ; [ 7 19],[15.27058824 43.72941176] ; [ 6.72941176 19.27058824],0
b3,1,0.884374,0.021149,[15 44] ; [ 7 19],[15.27058824 43.72941176] ; [ 6.72941176 19.27058824],0
v1,1,0.894265,0.017665,[46 74] ; [19 32],[45.61403509 74.38596491] ; [19.38596491 31.61403509],0
n3,1,0.954849,0.003206,[29 15] ; [15  8],[28.89552239 15.10447761] ; [15.10447761  7.89552239],0
s1,1,0.965032,0.001922,[  5 118] ; [ 2 49],[  4.94827586 118.05172414] ; [ 2.05172414 48.94827586],0
p5,1,0.984298,0.000387,[  5 118] ; [ 2 48],[  4.97687861 118.02312139] ; [ 2.02312139 47.97687861],0
