Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5e-06,20.924401,[24 30] ; [12 89],[12.54193548 41.45806452] ; [23.45806452 77.54193548],1
p8,1,8e-06,19.976761,[25 29] ; [14 88],[13.5 40.5] ; [25.5 76.5],1
p3,1,0.003655,8.447907,[26 27] ; [26 75],[17.8961039 35.1038961] ; [34.1038961 66.8961039],0
a2,1,0.00453,8.058191,[ 4 50] ; [27 75],[10.73076923 43.26923077] ; [20.26923077 81.73076923],0
v2,1,0.008233,6.982096,[34 18] ; [40 54],[26.35616438 25.64383562] ; [47.64383562 46.35616438],0
s2,1,0.011464,6.391951,[32 22] ; [38 62],[24.54545455 29.45454545] ; [45.45454545 54.54545455],0
a8,1,0.036803,4.359508,[ 8 44] ; [ 5 91],[ 4.56756757 47.43243243] ; [ 8.43243243 87.56756757],0
d2,1,0.047262,3.936027,[18 34] ; [52 49],[23.79084967 28.20915033] ; [46.20915033 54.79084967],0
d3,1,0.049119,3.871292,[24 28] ; [64 38],[29.71428571 22.28571429] ; [58.28571429 43.71428571],0
r3,1,0.049667,3.852661,[52  2] ; [88 14],[48.46153846  5.53846154] ; [91.53846154 10.46153846],0
u1,1,0.060045,3.536129,[ 4 50] ; [19 83],[ 7.96153846 46.03846154] ; [15.03846154 86.96153846],0
p4,1,0.067167,3.350928,[23 30] ; [29 72],[17.8961039 35.1038961] ; [34.1038961 66.8961039],0
s3,1,0.072217,3.231889,[30 24] ; [40 59],[24.70588235 29.29411765] ; [45.29411765 53.70588235],0
v1,1,0.077816,3.109947,[27 27] ; [35 64],[21.88235294 32.11764706] ; [40.11764706 58.88235294],0
a3,1,0.088221,2.906541,[30 24] ; [70 31],[34.83870968 19.16129032] ; [65.16129032 35.83870968],0
b2,1,0.106368,2.607375,[10 26] ; [27 34],[13.73195876 22.26804124] ; [23.26804124 37.73195876],0
b3,1,0.106368,2.607375,[10 26] ; [27 34],[13.73195876 22.26804124] ; [23.26804124 37.73195876],0
a4,1,0.109096,2.567267,[20 34] ; [51 50],[24.73548387 29.26451613] ; [46.26451613 54.73548387],0
p10,1,0.119026,2.430094,[38 16] ; [57 42],[33.52941176 20.47058824] ; [61.47058824 37.52941176],0
a6,1,0.152911,2.042965,[28 24] ; [67 35],[32.07792208 19.92207792] ; [62.92207792 39.07792208],0
a5,1,0.153289,2.039216,[32 22] ; [72 30],[36. 18.] ; [68. 34.],0
u2,1,0.162275,1.952899,[10 13] ; [20 12],[12.54545455 10.45454545] ; [17.45454545 14.54545455],0
s7,1,0.196809,1.665894,[23 27] ; [34 63],[19.3877551 30.6122449] ; [37.6122449 59.3877551],0
n1,1,0.197467,1.661009,[2 7] ; [20 24],[3.73584906 5.26415094] ; [18.26415094 25.73584906],0
n5,1,0.235061,1.409972,[38 16] ; [62 40],[34.61538462 19.38461538] ; [65.38461538 36.61538462],0
p5,1,0.251756,1.313534,[ 6 47] ; [ 6 93],[ 4.18421053 48.81578947] ; [ 7.81578947 91.18421053],0
s5,1,0.262066,1.257808,[18 34] ; [24 69],[15.06206897 36.93793103] ; [26.93793103 66.06206897],0
r4,1,0.263182,1.251942,[49  5] ; [86 16],[46.73076923  7.26923077] ; [88.26923077 13.73076923],0
u3,1,0.264616,1.244444,[13 11] ; [22 10],[15.  9.] ; [20. 12.],0
s6,1,0.274897,1.192145,[34 19] ; [55 45],[30.83006536 22.16993464] ; [58.16993464 41.83006536],0
p11,1,0.28056,1.164376,[35 19] ; [57 45],[31.84615385 22.15384615] ; [60.15384615 41.84615385],0
d4,1,0.332563,0.93889,[36 16] ; [78 24],[38.49350649 13.50649351] ; [75.50649351 26.49350649],0
