Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,33.3314,[68 32] ; [ 79 155],[44.01197605 55.98802395] ; [102.98802395 131.01197605],1
s6,1,0.0,31.879259,[84 12] ; [128 106],[61.67272727 34.32727273] ; [150.32727273  83.67272727],1
p5,1,4e-06,21.101885,[23 76] ; [ 14 221],[10.96706587 88.03293413] ; [ 26.03293413 208.96706587],1
s7,1,5e-06,20.697194,[59 36] ; [ 77 146],[40.62893082 54.37106918] ; [ 95.37106918 127.62893082],1
s8,1,0.000998,10.830944,[48 51] ; [ 70 166],[34.87164179 64.12835821] ; [ 83.12835821 152.87164179],1
p6,1,0.004012,8.278177,[41 57] ; [ 60 172],[29.99393939 68.00606061] ; [ 71.00606061 160.99393939],0
s4,1,0.00479,7.956878,[24 75] ; [ 28 206],[15.45945946 83.54054054] ; [ 36.54054054 197.45945946],0
p12,1,0.005867,7.590776,[11 88] ; [  8 225],[ 5.66566265 93.33433735] ; [ 13.33433735 219.66566265],0
a1,1,0.012472,6.242519,[ 7 93] ; [  4 232],[ 3.27380952 96.72619048] ; [  7.72619048 228.27380952],0
p9,1,0.018839,5.516438,[84 12] ; [177  56],[76.15805471 19.84194529] ; [184.84194529  48.15805471],0
n6,1,0.023,5.168496,[88 11] ; [184  51],[80.62275449 18.37724551] ; [191.37724551  43.62275449],0
p7,1,0.029771,4.722466,[69 29] ; [132  97],[60.23853211 37.76146789] ; [140.76146789  88.23853211],0
p8,1,0.036365,4.379911,[55 43] ; [101 131],[46.32727273 51.67272727] ; [109.67272727 122.32727273],0
s3,1,0.048084,3.907051,[61 38] ; [116 117],[52.78012048 46.21987952] ; [124.21987952 108.78012048],0
d4,1,0.050273,3.832325,[67 33] ; [131 105],[58.92857143 41.07142857] ; [139.07142857  96.92857143],0
a6,1,0.056963,3.623666,[52 48] ; [149  87],[59.82142857 40.17857143] ; [141.17857143  94.82142857],0
u1,1,0.067553,3.341505,[ 6 94] ; [  5 231],[ 3.27380952 96.72619048] ; [  7.72619048 228.27380952],0
p10,1,0.074919,3.171829,[80 17] ; [170  62],[73.70820669 23.29179331] ; [176.29179331  55.70820669],0
b5,1,0.088921,2.8938,[51 49] ; [144  92],[58.03571429 41.96428571] ; [136.96428571  99.03571429],0
p1,1,0.112288,2.521727,[12 87] ; [ 16 218],[ 8.32432432 90.67567568] ; [ 19.67567568 214.32432432],0
a8,1,0.116468,2.464187,[18 77] ; [ 27 194],[13.52848101 81.47151899] ; [ 31.47151899 189.52848101],0
s1,1,0.116876,2.458689,[ 6 92] ; [  6 226],[ 3.56363636 94.43636364] ; [  8.43636364 223.56363636],0
n4,1,0.160857,1.966151,[75 24] ; [160  75],[69.65568862 29.34431138] ; [165.34431138  69.65568862],0
r3,1,0.207468,1.58901,[96  4] ; [231   4],[97.6119403  2.3880597] ; [229.3880597   5.6119403],0
b2,1,0.229685,1.44281,[20 30] ; [42 95],[16.57754011 33.42245989] ; [45.42245989 91.57754011],0
b3,1,0.229685,1.44281,[20 30] ; [42 95],[16.57754011 33.42245989] ; [45.42245989 91.57754011],0
n3,1,0.294766,1.097726,[19  7] ; [40  8],[20.72972973  5.27027027] ; [38.27027027  9.72972973],0
r1,1,0.306945,1.043775,[82 17] ; [183  52],[78.54790419 20.45209581] ; [186.45209581  48.54790419],0
v2,1,0.31076,1.027441,[54 45] ; [107 114],[49.809375 49.190625] ; [111.190625 109.809375],0
v3,1,0.334285,0.932227,[39 61] ; [ 77 153],[35.15151515 64.84848485] ; [ 80.84848485 149.15151515],0
p3,1,0.33911,0.913794,[48 51] ; [101 135],[44.03283582 54.96716418] ; [104.96716418 131.03283582],0
a5,1,0.352367,0.864915,[61 39] ; [131 105],[57.14285714 42.85714286] ; [134.85714286 101.14285714],0
b1,1,0.364165,0.823479,[43 57] ; [ 89 147],[39.28571429 60.71428571] ; [ 92.71428571 143.28571429],0
p4,1,0.372626,0.794888,[53 45] ; [114 120],[49.29518072 48.70481928] ; [117.70481928 116.29518072],0
v4,1,0.3898,0.739565,[98  2] ; [226   9],[96.71641791  3.28358209] ; [227.28358209   7.71641791],0
a3,1,0.413026,0.670074,[61 39] ; [132 103],[57.6119403 42.3880597] ; [135.3880597  99.6119403],0
