Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,27.554395,[14 71] ; [11  2],[21.68367347 63.31632653] ; [3.31632653 9.68367347],1
v1,1,0.003577,8.486869,[15 70] ; [7 6],[19.08163265 65.91836735] ; [ 2.91836735 10.08163265],0
p11,1,0.011455,6.393381,[34 52] ; [10  3],[38.22222222 47.77777778] ; [5.77777778 7.22222222],0
p7,1,0.014021,6.03546,[18 65] ; [7 6],[21.61458333 61.38541667] ; [3.38541667 9.61458333],0
p10,1,0.017689,5.626712,[35 49] ; [10  3],[38.96907216 45.03092784] ; [6.03092784 6.96907216],0
r3,1,0.039333,4.246432,[54 31] ; [12  1],[57.24489796 27.75510204] ; [8.75510204 4.24489796],0
p4,1,0.047278,3.935473,[13 71] ; [5 8],[15.58762887 68.41237113] ; [ 2.41237113 10.58762887],0
s7,1,0.057774,3.600161,[10 71] ; [4 8],[12.19354839 68.80645161] ; [ 1.80645161 10.19354839],0
p9,1,0.067085,3.352931,[34 47] ; [9 4],[37.05319149 43.94680851] ; [5.94680851 7.05319149],0
s8,1,0.095757,2.77483,[ 7 79] ; [ 3 10],[ 8.68686869 77.31313131] ; [ 1.31313131 11.68686869],0
p3,1,0.137347,2.207435,[17 68] ; [5 8],[19.08163265 65.91836735] ; [ 2.91836735 10.08163265],0
v4,1,0.153974,2.032428,[55 30] ; [11  2],[57.24489796 27.75510204] ; [8.75510204 4.24489796],0
n2,1,0.156586,2.00689,[23 17] ; [6 1],[24.68085106 15.31914894] ; [4.31914894 2.68085106],0
u3,1,0.158921,1.984459,[13 21] ; [3 1],[14.31578947 19.68421053] ; [1.68421053 2.31578947],0
r1,1,0.182822,1.774533,[42 43] ; [9 4],[44.23469388 40.76530612] ; [6.76530612 6.23469388],0
d4,1,0.209197,1.576978,[58 28] ; [11  2],[59.93939394 26.06060606] ; [9.06060606 3.93939394],0
s4,1,0.20959,1.574255,[ 5 81] ; [ 2 11],[ 6.08080808 79.91919192] ; [ 0.91919192 12.08080808],0
u2,1,0.216962,1.524354,[14 19] ; [3 1],[15.16216216 17.83783784] ; [1.83783784 2.16216216],0
b3,1,0.225286,1.47038,[24 31] ; [2 7],[22.34375 32.65625] ; [3.65625 5.34375],0
b2,1,0.225286,1.47038,[24 31] ; [2 7],[22.34375 32.65625] ; [3.65625 5.34375],0
r2,1,0.225907,1.466451,[63 18] ; [12  1],[64.62765957 16.37234043] ; [10.37234043  2.62765957],0
n6,1,0.239278,1.384841,[47 37] ; [5 8],[45.03092784 38.96907216] ; [6.96907216 6.03092784],0
d3,1,0.312296,1.020941,[40 46] ; [8 5],[41.6969697 44.3030303] ; [6.3030303 6.6969697],0
b5,1,0.312296,1.020941,[40 46] ; [8 5],[41.6969697 44.3030303] ; [6.3030303 6.6969697],0
n3,1,0.363256,0.826606,[19 17] ; [5 2],[20.09302326 15.90697674] ; [3.90697674 3.09302326],0
a5,1,0.371306,0.799289,[51 35] ; [6 7],[49.51515152 36.48484848] ; [7.48484848 5.51515152],0
a2,1,0.420941,0.647687,[14 72] ; [ 1 12],[13.03030303 72.96969697] ; [ 1.96969697 11.03030303],0
r4,1,0.437834,0.601951,[43 43] ; [8 5],[44.3030303 41.6969697] ; [6.6969697 6.3030303],0
p6,1,0.486824,0.483539,[ 3 81] ; [ 1 12],[ 3.46391753 80.53608247] ; [ 0.53608247 12.46391753],0
a1,1,0.497593,0.460067,[ 8 78] ; [ 2 11],[ 8.68686869 77.31313131] ; [ 1.31313131 11.68686869],0
s1,1,0.507603,0.439005,[ 8 77] ; [ 2 11],[ 8.67346939 76.32653061] ; [ 1.32653061 11.67346939],0
b1,1,0.534764,0.385331,[41 45] ; [5 8],[39.95959596 46.04040404] ; [6.04040404 6.95959596],0
a3,1,0.576913,0.311252,[52 33] ; [9 4],[52.90816327 32.09183673] ; [8.09183673 4.90816327],0
d5,1,0.592518,0.286428,[53 33] ; [7 6],[52.12121212 33.87878788] ; [7.87878788 5.12121212],0
a7,1,0.672633,0.178538,[47 38] ; [8 5],[47.70408163 37.29591837] ; [7.29591837 5.70408163],0
p8,1,0.717893,0.130521,[16 69] ; [ 3 10],[16.47959184 68.52040816] ; [ 2.52040816 10.47959184],0
a6,1,0.756429,0.096208,[49 37] ; [8 5],[49.51515152 36.48484848] ; [7.48484848 5.51515152],0
p1,1,0.757156,0.095615,[ 9 77] ; [ 1 12],[ 8.68686869 77.31313131] ; [ 1.31313131 11.68686869],0
s5,1,0.758547,0.094488,[ 5 78] ; [ 1 11],[ 5.24210526 77.75789474] ; [ 0.75789474 11.24210526],0
n1,1,0.818648,0.052571,[18 22] ; [3 3],[18.26086957 21.73913043] ; [2.73913043 3.26086957],0
n5,1,0.847789,0.036841,[54 30] ; [8 5],[53.69072165 30.30927835] ; [8.30927835 4.69072165],0
a4,1,0.852849,0.034405,[35 50] ; [5 8],[34.69387755 50.30612245] ; [5.30612245 7.69387755],0
b4,1,0.856814,0.032556,[44 42] ; [7 6],[44.3030303 41.6969697] ; [6.6969697 6.3030303],0
v3,1,0.88883,0.01954,[19 63] ; [3 9],[19.19148936 62.80851064] ; [2.80851064 9.19148936],0
v2,1,0.901463,0.01533,[26 54] ; [4 9],[25.80645161 54.19354839] ; [4.19354839 8.80645161],0
n4,1,0.95501,0.003183,[53 32] ; [8 5],[52.90816327 32.09183673] ; [8.09183673 4.90816327],0
u1,1,0.956023,0.003041,[ 7 79] ; [ 1 12],[ 6.94949495 79.05050505] ; [ 1.05050505 11.94949495],0
