Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,6.7e-05,15.9017,[98 23] ; [13 16],[89.54 31.46] ; [21.46  7.54],1
p6,1,0.00851,6.922981,[38 82] ; [ 2 26],[32.43243243 87.56756757] ; [ 7.56756757 20.43243243],0
p2,1,0.070797,3.264433,[98 23] ; [19 10],[94.38 26.62] ; [22.62  6.38],0
b1,1,0.435138,0.60907,[57 64] ; [16 13],[58.88666667 62.11333333] ; [14.11333333 14.88666667],0
p1,1,0.641752,0.216459,[ 13 108] ; [ 4 25],[ 13.71333333 107.28666667] ; [ 3.28666667 25.71333333],0
