Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000438,12.364617,[ 4 51] ; [3 2],[ 6.41666667 48.58333333] ; [0.58333333 4.41666667],1
s7,1,0.001991,9.557931,[10 44] ; [4 1],[12.81355932 41.18644068] ; [1.18644068 3.81355932],0
p6,1,0.004586,8.035714,[ 4 52] ; [3 4],[ 6.22222222 49.77777778] ; [0.77777778 6.22222222],0
p3,1,0.005822,7.604653,[ 8 49] ; [4 3],[10.6875 46.3125] ; [1.3125 5.6875],0
d1,1,0.012045,6.30423,[21 37] ; [6 1],[24.09230769 33.90769231] ; [2.90769231 4.09230769],0
d2,1,0.022885,5.177239,[23 34] ; [6 1],[25.828125 31.171875] ; [3.171875 3.828125],0
s2,1,0.026111,4.948669,[17 41] ; [5 2],[19.63076923 38.36923077] ; [2.36923077 4.63076923],0
s3,1,0.02911,4.761079,[24 33] ; [6 1],[26.71875 30.28125] ; [3.28125 3.71875],0
s8,1,0.032952,4.548253,[ 7 51] ; [3 4],[ 8.92307692 49.07692308] ; [1.07692308 5.92307692],0
s6,1,0.037288,4.337219,[15 43] ; [4 2],[17.21875 40.78125] ; [1.78125 4.21875],0
b1,1,0.073378,3.205782,[29 29] ; [6 1],[31.23076923 26.76923077] ; [3.76923077 3.23076923],0
n5,1,0.095888,2.772646,[27 30] ; [1 6],[24.9375 32.0625] ; [3.0625 3.9375],0
p1,1,0.10773,2.587208,[ 5 53] ; [2 5],[ 6.24615385 51.75384615] ; [0.75384615 6.24615385],0
a4,1,0.108796,2.571621,[23 35] ; [5 2],[24.98461538 33.01538462] ; [3.01538462 3.98461538],0
v1,1,0.109489,2.561576,[16 42] ; [4 3],[17.84615385 40.15384615] ; [2.15384615 4.84615385],0
b3,1,0.120499,2.410828,[13 24] ; [3 1],[14.43902439 22.56097561] ; [1.56097561 2.43902439],0
b2,1,0.120499,2.410828,[13 24] ; [3 1],[14.43902439 22.56097561] ; [1.56097561 2.43902439],0
a5,1,0.141522,2.16133,[33 25] ; [6 1],[34.8 23.2] ; [4.2 2.8],0
a7,1,0.18317,1.771716,[32 26] ; [2 5],[30.33846154 27.66153846] ; [3.66153846 3.33846154],0
d3,1,0.19714,1.663435,[26 31] ; [5 2],[27.609375 29.390625] ; [3.390625 3.609375],0
a3,1,0.205841,1.600438,[35 22] ; [6 1],[36.515625 20.484375] ; [4.484375 2.515625],0
a6,1,0.229556,1.443609,[30 27] ; [2 5],[28.5 28.5] ; [3.5 3.5],0
v2,1,0.23164,1.430764,[18 35] ; [4 3],[19.43333333 33.56666667] ; [2.56666667 4.43333333],0
b4,1,0.247102,1.339612,[30 28] ; [2 5],[28.55384615 29.44615385] ; [3.44615385 3.55384615],0
p11,1,0.280422,1.165046,[20 38] ; [1 6],[18.73846154 39.26153846] ; [2.26153846 4.73846154],0
p9,1,0.286361,1.13665,[25 32] ; [4 2],[26.23809524 30.76190476] ; [2.76190476 3.23809524],0
n3,1,0.31218,1.021429,[13 13] ; [5 2],[14.18181818 11.81818182] ; [3.81818182 3.18181818],0
p7,1,0.331002,0.944972,[14 41] ; [3 4],[15.08064516 39.91935484] ; [1.91935484 5.08064516],0
r1,1,0.375129,0.786605,[35 23] ; [3 4],[33.90769231 24.09230769] ; [4.09230769 2.90769231],0
n4,1,0.536969,0.381187,[26 32] ; [4 3],[26.76923077 31.23076923] ; [3.23076923 3.76923077],0
v3,1,0.619257,0.246914,[14 40] ; [1 5],[13.5 40.5] ; [1.5 4.5],0
r4,1,0.657574,0.196485,[28 30] ; [4 3],[28.55384615 29.44615385] ; [3.44615385 3.55384615],0
n1,1,0.671464,0.179894,[13 14] ; [4 3],[13.5 13.5] ; [3.5 3.5],0
p4,1,0.674513,0.176369,[12 45] ; [1 6],[11.578125 45.421875] ; [1.421875 5.578125],0
r3,1,0.68983,0.15927,[37 21] ; [5 2],[37.47692308 20.52307692] ; [4.52307692 2.47692308],0
v4,1,0.800222,0.064039,[36 22] ; [4 3],[35.69230769 22.30769231] ; [4.30769231 2.69230769],0
p10,1,0.800641,0.063765,[22 35] ; [2 4],[21.71428571 35.28571429] ; [2.28571429 3.71428571],0
b5,1,0.853056,0.034307,[27 31] ; [3 4],[26.76923077 31.23076923] ; [3.23076923 3.76923077],0
n2,1,0.863032,0.029762,[17 11] ; [4 3],[16.8 11.2] ; [4.2 2.8],0
a8,1,0.866082,0.028439,[ 7 51] ; [1 6],[ 7.13846154 50.86153846] ; [0.86153846 6.13846154],0
s1,1,0.87968,0.022914,[ 7 50] ; [1 6],[ 7.125 49.875] ; [0.875 6.125],0
