Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,25.14881,[23  4] ; [12 36],[12.6 14.4] ; [22.4 25.6],1
s6,1,0.000559,11.906265,[19  8] ; [14 34],[11.88 15.12] ; [21.12 26.88],1
s8,1,0.001604,9.955019,[13 14] ; [ 7 41],[ 7.2 19.8] ; [12.8 35.2],0
p6,1,0.038331,4.290255,[ 9 18] ; [ 6 40],[ 5.54794521 21.45205479] ; [ 9.45205479 36.54794521],0
p8,1,0.046155,3.97593,[15 12] ; [15 32],[10.94594595 16.05405405] ; [19.05405405 27.94594595],0
s7,1,0.047344,3.93311,[10 16] ; [ 8 38],[ 6.5 19.5] ; [11.5 34.5],0
d4,1,0.049653,3.853139,[19  8] ; [22 25],[14.95945946 12.04054054] ; [26.04054054 20.95945946],0
p7,1,0.057363,3.61204,[20  6] ; [25 21],[16.25  9.75] ; [28.75 17.25],0
p4,1,0.090795,2.860228,[14 13] ; [15 32],[10.58108108 16.41891892] ; [18.41891892 28.58108108],0
s5,1,0.098241,2.733862,[ 8 18] ; [ 7 41],[ 5.27027027 20.72972973] ; [ 9.72972973 38.27027027],0
a8,1,0.106741,2.601816,[ 5 21] ; [ 3 42],[ 2.92957746 23.07042254] ; [ 5.07042254 39.92957746],0
p10,1,0.122656,2.38308,[19  8] ; [25 23],[15.84 11.16] ; [28.16 19.84],0
a5,1,0.206017,1.5992,[13 14] ; [16 32],[10.44 16.56] ; [18.56 29.44],0
a2,1,0.24716,1.339286,[ 3 24] ; [ 2 46],[ 1.8 25.2] ; [ 3.2 44.8],0
p12,1,0.258726,1.275559,[ 2 25] ; [ 1 47],[ 1.08 25.92] ; [ 1.92 46.08],0
a7,1,0.279055,1.171688,[17 10] ; [24 24],[14.76 12.24] ; [26.24 21.76],0
r3,1,0.285676,1.139888,[24  3] ; [38 10],[22.32  4.68] ; [39.68  8.32],0
r4,1,0.307434,1.041667,[20  7] ; [30 18],[18.  9.] ; [32. 16.],0
a6,1,0.325961,0.964877,[15 12] ; [21 27],[12.96 14.04] ; [23.04 24.96],0
p3,1,0.327488,0.958807,[ 9 18] ; [11 37],[ 7.2 19.8] ; [12.8 35.2],0
v2,1,0.355065,0.855273,[10 17] ; [12 33],[ 8.25 18.75] ; [13.75 31.25],0
r1,1,0.362243,0.830102,[17 10] ; [25 23],[15.12 11.88] ; [26.88 21.12],0
d3,1,0.368718,0.807979,[13 14] ; [18 30],[11.16 15.84] ; [19.84 28.16],0
r2,1,0.404485,0.694952,[22  5] ; [35 13],[20.52  6.48] ; [36.48 11.52],0
n2,1,0.414192,0.666735,[6 1] ; [14  6],[5.18518519 1.81481481] ; [14.81481481  5.18518519],0
v1,1,0.443921,0.586127,[11 16] ; [15 32],[ 9.48648649 17.51351351] ; [16.51351351 30.48648649],0
b5,1,0.459722,0.546572,[17 10] ; [26 22],[15.48 11.52] ; [27.52 20.48],0
b1,1,0.459722,0.546572,[10 17] ; [22 26],[11.52 15.48] ; [20.48 27.52],0
p9,1,0.504274,0.445931,[20  7] ; [32 16],[18.72  8.28] ; [33.28 14.72],0
p1,1,0.548813,0.359448,[ 2 25] ; [ 2 46],[ 1.44 25.56] ; [ 2.56 45.44],0
a1,1,0.548813,0.359448,[ 2 25] ; [ 2 46],[ 1.44 25.56] ; [ 2.56 45.44],0
d1,1,0.548813,0.359448,[ 2 25] ; [ 2 46],[ 1.44 25.56] ; [ 2.56 45.44],0
s4,1,0.553385,0.351288,[ 6 21] ; [ 8 40],[ 5.04 21.96] ; [ 8.96 39.04],0
n1,1,0.557307,0.344388,[1 6] ; [ 5 15],[1.55555556 5.44444444] ; [ 4.44444444 15.55555556],0
u3,1,0.574784,0.314743,[5 8] ; [12 13],[5.81578947 7.18421053] ; [11.18421053 13.81578947],0
p2,1,0.626894,0.236296,[20  7] ; [33 15],[19.08  7.92] ; [33.92 14.08],0
v4,1,0.637183,0.222445,[23  4] ; [38  9],[22.25675676  4.74324324] ; [38.74324324  8.25675676],0
s1,1,0.637593,0.221904,[ 1 26] ; [ 3 45],[ 1.44 25.56] ; [ 2.56 45.44],0
