Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,74.062829,[141  34] ; [112 172],[96.45969499 78.54030501] ; [156.54030501 127.45969499],1
v1,1,0.0,30.658055,[111  66] ; [103 181],[82.164859 94.835141] ; [131.835141 152.164859],1
s8,1,1e-06,23.43644,[86 91] ; [ 78 215],[ 61.76170213 115.23829787] ; [102.23829787 190.76170213],1
s2,1,0.000369,12.683107,[99 78] ; [114 178],[80.38592751 96.61407249] ; [132.61407249 159.38592751],1
s7,1,0.000936,10.950807,[86 84] ; [ 97 182],[ 69.28730512 100.71269488] ; [113.71269488 165.28730512],1
r1,1,0.004318,8.145168,[153  25] ; [218  73],[140.80597015  37.19402985] ; [230.19402985  60.80597015],0
n5,1,0.007027,7.266146,[135  42] ; [186 103],[121.9248927  55.0751073] ; [199.0751073  89.9248927],0
p3,1,0.0079,7.056013,[82 96] ; [ 99 194],[ 68.40339703 109.59660297] ; [112.59660297 180.40339703],0
r4,1,0.008814,6.860031,[160  19] ; [235  58],[149.79872881  29.20127119] ; [245.20127119  47.79872881],0
d2,1,0.013677,6.079379,[104  75] ; [135 156],[91.02340426 87.97659574] ; [147.97659574 143.02340426],0
n6,1,0.015889,5.815144,[153  25] ; [222  67],[142.93361884  35.06638116] ; [232.06638116  56.93361884],0
p7,1,0.017303,5.665393,[99 75] ; [130 156],[86.62173913 87.37826087] ; [142.37826087 143.62173913],0
p12,1,0.019268,5.477004,[ 16 162] ; [ 11 279],[ 10.26923077 167.73076923] ; [ 16.73076923 273.26923077],0
v4,1,0.020732,5.349149,[169   9] ; [258  33],[162.05970149  15.94029851] ; [264.94029851  26.05970149],0
p10,1,0.023614,5.12278,[144  32] ; [212  80],[133.88034188  42.11965812] ; [222.11965812  69.88034188],0
d1,1,0.029545,4.735577,[127  52] ; [179 114],[116.04661017  62.95338983] ; [189.95338983 103.04661017],0
s6,1,0.029858,4.717425,[117  58] ; [165 126],[105.90128755  69.09871245] ; [176.09871245 114.90128755],0
p8,1,0.030578,4.676525,[83 94] ; [107 184],[ 71.85897436 105.14102564] ; [118.14102564 172.85897436],0
r3,1,0.032459,4.574101,[171   8] ; [263  29],[164.93842887  14.06157113] ; [269.06157113  22.93842887],0
p1,1,0.035993,4.39742,[ 14 165] ; [ 10 281],[  9.14042553 169.85957447] ; [ 14.85957447 276.14042553],0
a2,1,0.037232,4.339751,[ 51 128] ; [ 59 234],[ 41.71610169 137.28389831] ; [ 68.28389831 224.71610169],0
p4,1,0.039747,4.228633,[91 85] ; [122 169],[80.27408994 95.72591006] ; [132.72591006 158.27408994],0
a3,1,0.047483,3.928189,[140  39] ; [204  88],[130.73460722  48.26539278] ; [213.26539278  78.73460722],0
n4,1,0.047914,3.912984,[137  41] ; [200  92],[127.62978723  50.37021277] ; [209.37021277  82.62978723],0
p5,1,0.061483,3.496934,[ 18 160] ; [ 16 275],[ 12.90405117 165.09594883] ; [ 21.09594883 269.90405117],0
p11,1,0.073235,3.208987,[141  38] ; [209  84],[132.73305085  46.26694915] ; [217.26694915  75.73305085],0
r2,1,0.073351,3.206392,[167  10] ; [257  30],[161.74137931  15.25862069] ; [262.25862069  24.74137931],0
s3,1,0.105239,2.624293,[99 75] ; [143 148],[90.55483871 83.44516129] ; [151.44516129 139.55483871],0
a4,1,0.111475,2.533189,[89 89] ; [124 168],[80.66808511 97.33191489] ; [132.33191489 159.66808511],0
a5,1,0.119346,2.425883,[141  38] ; [212  81],[133.87076271  45.12923729] ; [219.12923729  73.87076271],0
u4,1,0.144185,2.132716,[  4 175] ; [  2 291],[  2.27542373 176.72457627] ; [  3.72457627 289.27542373],0
u1,1,0.152317,2.048888,[ 36 143] ; [ 44 249],[ 30.33898305 148.66101695] ; [ 49.66101695 243.33898305],0
n1,1,0.169304,1.8891,[11 32] ; [31 51],[14.448 28.552] ; [27.552 54.448],0
s5,1,0.202699,1.622824,[ 59 117] ; [ 79 204],[ 52.91503268 123.08496732] ; [ 85.08496732 197.91503268],0
a1,1,0.231848,1.42949,[ 11 168] ; [ 11 282],[  8.34322034 170.65677966] ; [ 13.65677966 279.34322034],0
n2,1,0.238877,1.387209,[34 11] ; [53 28],[31.07142857 13.92857143] ; [55.92857143 25.07142857],0
u2,1,0.246543,1.342785,[25 13] ; [47 39],[22.06451613 15.93548387] ; [49.93548387 36.06451613],0
p2,1,0.2678,1.227983,[141  37] ; [219  74],[136.05095541  41.94904459] ; [223.94904459  69.05095541],0
n3,1,0.292298,1.109006,[33 13] ; [50 30],[30.3015873 15.6984127] ; [52.6984127 27.3015873],0
b2,1,0.319781,0.989842,[44 69] ; [ 55 111],[40.09677419 72.90322581] ; [ 58.90322581 107.09677419],0
