Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,56.151851,[121  35] ; [129 186],[82.80254777 73.19745223] ; [167.19745223 147.80254777],1
s6,1,0.0,46.576343,[142  15] ; [190 127],[109.96624473  47.03375527] ; [222.03375527  94.96624473],1
s7,1,0.0,38.088117,[105  42] ; [122 180],[74.31848552 72.68151448] ; [152.68151448 149.31848552],1
p5,1,0.0,34.024685,[ 39 119] ; [ 19 296],[ 19.37420719 138.62579281] ; [ 38.62579281 276.37420719],1
s8,1,0.0,32.863404,[97 58] ; [110 207],[67.97669492 87.02330508] ; [139.02330508 177.97669492],1
s3,1,2e-06,22.677456,[112  41] ; [157 157],[88.13062099 64.86937901] ; [180.86937901 133.13062099],1
p6,1,6.6e-05,15.920426,[80 76] ; [102 214],[60.15254237 95.84745763] ; [121.84745763 194.15254237],1
p12,1,0.000499,12.120122,[ 25 133] ; [ 19 298],[ 14.63578947 143.36421053] ; [ 29.36421053 287.63578947],1
p7,1,0.000924,10.973834,[116  36] ; [189 122],[100.12958963  51.87041037] ; [204.87041037 106.12958963],1
p9,1,0.000976,10.872286,[145   9] ; [262  53],[133.64179104  20.35820896] ; [273.35820896  41.64179104],1
a3,1,0.001248,10.418265,[130  27] ; [217  98],[115.42161017  41.57838983] ; [231.57838983  83.42161017],0
a5,1,0.001289,10.35823,[136  22] ; [232  86],[122.1512605  35.8487395] ; [245.8487395  72.1512605],0
s4,1,0.00164,9.914156,[ 34 120] ; [ 35 280],[ 22.65671642 131.34328358] ; [ 46.34328358 268.65671642],0
p10,1,0.001698,9.850157,[144  12] ; [257  59],[132.53389831  23.46610169] ; [268.46610169  47.53389831],0
p1,1,0.00372,8.415668,[ 24 133] ; [ 22 296],[ 15.20421053 141.79578947] ; [ 30.79578947 287.20421053],0
p4,1,0.003829,8.363032,[115  40] ; [193 125],[100.93023256  54.06976744] ; [207.06976744 110.93023256],0
p3,1,0.005527,7.698451,[97 60] ; [153 164],[82.80590717 74.19409283] ; [167.19409283 149.80590717],0
r4,1,0.005896,7.581929,[154   4] ; [288  30],[146.71428571  11.28571429] ; [295.28571429  22.71428571],0
n6,1,0.006335,7.452445,[149   8] ; [274  42],[140.4038055  16.5961945] ; [282.5961945  33.4038055],0
p8,1,0.00744,7.16365,[100  55] ; [160 151],[86.4806867 68.5193133] ; [173.5193133 137.4806867],0
u1,1,0.008569,6.910545,[ 49 109] ; [ 64 254],[ 37.50840336 120.49159664] ; [ 75.49159664 242.50840336],0
r2,1,0.018755,5.524182,[155   2] ; [298  19],[150.0443038   6.9556962] ; [302.9556962  14.0443038],0
v1,1,0.020125,5.401026,[103  54] ; [168 141],[91.30257511 65.69742489] ; [179.69742489 129.30257511],0
d1,1,0.030357,4.688985,[110  48] ; [189 129],[99.24789916 58.75210084] ; [199.75210084 118.24789916],0
v3,1,0.031703,4.614512,[75 79] ; [117 189],[64.27826087 89.72173913] ; [127.72173913 178.27826087],0
n2,1,0.052461,3.760997,[30  3] ; [46 16],[26.4  6.6] ; [49.6 12.4],0
v2,1,0.093095,2.82002,[99 54] ; [173 133],[90.66666667 62.33333333] ; [181.33333333 124.66666667],0
p2,1,0.103538,2.650179,[138  20] ; [259  59],[131.77731092  26.22268908] ; [265.22268908  52.77731092],0
n4,1,0.114394,2.492442,[144  13] ; [276  42],[138.82105263  18.17894737] ; [281.17894737  36.82105263],0
r1,1,0.115108,2.482651,[138  19] ; [260  56],[132.10570825  24.89429175] ; [265.89429175  50.10570825],0
u3,1,0.128243,2.31365,[20  8] ; [56 45],[16.49612403 11.50387597] ; [59.50387597 41.49612403],0
d3,1,0.128341,2.312463,[128  29] ; [238  78],[121.48414376  35.51585624] ; [244.51585624  71.48414376],0
d4,1,0.130711,2.28404,[136  21] ; [257  60],[130.17088608  26.82911392] ; [262.82911392  54.17088608],0
a2,1,0.130886,2.281962,[ 57 101] ; [ 93 225],[ 49.78991597 108.21008403] ; [100.21008403 217.78991597],0
v4,1,0.159138,1.982398,[154   4] ; [301  17],[151.02941176   6.97058824] ; [303.97058824  14.02941176],0
d2,1,0.18124,1.787427,[85 71] ; [152 165],[78.16490486 77.83509514] ; [158.83509514 158.16490486],0
n1,1,0.211143,1.563571,[18 14] ; [26 35],[15.13978495 16.86021505] ; [28.86021505 32.13978495],0
u4,1,0.21819,1.516238,[  2 156] ; [ 10 308],[  3.98319328 154.01680672] ; [  8.01680672 309.98319328],0
a4,1,0.298229,1.082095,[81 77] ; [146 170],[75.66666667 82.33333333] ; [151.33333333 164.66666667],0
u2,1,0.450701,0.568889,[14 14] ; [58 42],[15.75 12.25] ; [56.25 43.75],0
b3,1,0.484278,0.489214,[39 58] ; [ 68 121],[36.29020979 60.70979021] ; [ 70.70979021 118.29020979],0
