Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,49.001726,[58  1] ; [11 23],[43.77419355 15.22580645] ; [25.22580645  8.77419355],1
r1,1,0.0,45.174288,[53  6] ; [ 7 27],[38.06451613 20.93548387] ; [21.93548387 12.06451613],1
v4,1,0.0,27.938212,[55  4] ; [15 19],[44.40860215 14.59139785] ; [25.59139785  8.40860215],1
r2,1,1.1e-05,19.316808,[55  4] ; [18 15],[46.81521739 12.18478261] ; [26.18478261  6.81521739],1
d5,1,0.000152,14.352764,[52  7] ; [18 16],[44.40860215 14.59139785] ; [25.59139785  8.40860215],1
p8,1,0.000236,13.518234,[29 28] ; [ 4 29],[20.9 36.1] ; [12.1 20.9],1
p2,1,0.000327,12.910932,[44 14] ; [12 20],[36.08888889 21.91111111] ; [19.91111111 12.08888889],1
p3,1,0.000336,12.856008,[24 34] ; [ 2 31],[16.57142857 41.42857143] ; [ 9.42857143 23.57142857],1
p11,1,0.000425,12.4184,[38 21] ; [ 9 25],[29.8172043 29.1827957] ; [17.1827957 16.8172043],1
p4,1,0.000954,10.914337,[29 29] ; [ 5 28],[21.67032967 36.32967033] ; [12.32967033 20.67032967],1
d4,1,0.003311,8.627868,[44 15] ; [15 19],[37.43010753 21.56989247] ; [21.56989247 12.43010753],0
s8,1,0.005664,7.654105,[15 44] ; [ 1 33],[10.15053763 48.84946237] ; [ 5.84946237 28.15053763],0
a6,1,0.007561,7.134524,[44 15] ; [16 18],[38.06451613 20.93548387] ; [21.93548387 12.06451613],0
u3,1,0.008823,6.858348,[12  5] ; [ 4 12],[8.24242424 8.75757576] ; [7.75757576 8.24242424],0
p9,1,0.009606,6.706539,[40 17] ; [14 19],[34.2 22.8] ; [19.8 13.2],0
a5,1,0.016054,5.796927,[41 18] ; [15 19],[35.52688172 23.47311828] ; [20.47311828 13.52688172],0
v2,1,0.017664,5.629199,[31 24] ; [10 23],[25.625 29.375] ; [15.375 17.625],0
a7,1,0.020456,5.372568,[45 14] ; [18 16],[39.96774194 19.03225806] ; [23.03225806 10.96774194],0
d3,1,0.020609,5.359518,[38 21] ; [13 20],[32.70652174 26.29347826] ; [18.29347826 14.70652174],0
p10,1,0.033201,4.535389,[33 24] ; [11 21],[28.17977528 28.82022472] ; [15.82022472 16.17977528],0
d1,1,0.046435,3.96576,[28 31] ; [ 9 25],[23.47311828 35.52688172] ; [13.52688172 20.47311828],0
n3,1,0.054759,3.689412,[12  3] ; [8 9],[9.375 5.625] ; [10.625  6.375],0
u2,1,0.056417,3.639706,[12  5] ; [ 6 10],[9.27272727 7.72727273] ; [8.72727273 7.27272727],0
n5,1,0.082632,3.012356,[20 38] ; [18 16],[23.95652174 34.04347826] ; [14.04347826 19.95652174],0
b5,1,0.102517,2.665951,[38 21] ; [16 18],[34.25806452 24.74193548] ; [19.74193548 14.25806452],0
a8,1,0.10589,2.614513,[ 7 46] ; [ 1 33],[ 4.87356322 48.12643678] ; [ 3.12643678 30.87356322],0
a3,1,0.107982,2.583513,[42 17] ; [18 15],[38.47826087 20.52173913] ; [21.52173913 11.47826087],0
s7,1,0.129117,2.303091,[12 42] ; [ 3 29],[ 9.41860465 44.58139535] ; [ 5.58139535 26.41860465],0
s2,1,0.139408,2.184486,[ 7 52] ; [ 1 33],[ 5.07526882 53.92473118] ; [ 2.92473118 31.07526882],0
p7,1,0.159992,1.974304,[27 30] ; [11 23],[23.8021978 33.1978022] ; [14.1978022 19.8021978],0
s6,1,0.173241,1.854671,[20 39] ; [ 7 27],[17.12903226 41.87096774] ; [ 9.87096774 24.12903226],0
