Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,84.232168,[220   6] ; [1 5],[215.28448276  10.71551724] ; [5.71551724 0.28448276],1
v4,1,0.0,54.961234,[223   3] ; [3 3],[220.15517241   5.84482759] ; [5.84482759 0.15517241],1
r1,1,0.000609,11.747595,[192  33] ; [2 4],[188.96103896  36.03896104] ; [5.03896104 0.96103896],1
d1,1,0.002236,9.345013,[166  60] ; [1 5],[162.68103448  63.31896552] ; [4.31896552 1.68103448],0
d5,1,0.006281,7.467851,[198  27] ; [3 3],[195.77922078  29.22077922] ; [5.22077922 0.77922078],0
d3,1,0.006802,7.324603,[156  70] ; [1 5],[152.93965517  73.06034483] ; [4.06034483 1.93965517],0
a3,1,0.036174,4.388901,[187  38] ; [3 3],[185.06493506  39.93506494] ; [4.93506494 1.06493506],0
s4,1,0.045359,4.005257,[ 40 185] ; [3 3],[ 41.88311688 183.11688312] ; [1.11688312 4.88311688],0
b4,1,0.046352,3.968763,[130  96] ; [1 5],[127.61206897  98.38793103] ; [3.38793103 2.61206897],0
n6,1,0.063007,3.456402,[202  22] ; [4 2],[200.62608696  23.37391304] ; [5.37391304 0.62608696],0
v1,1,0.079098,3.083333,[146  70] ; [2 4],[144.  72.] ; [4. 2.],0
a4,1,0.111638,2.530886,[112 114] ; [1 5],[110.07758621 115.92241379] ; [2.92241379 3.07758621],0
s5,1,0.130773,2.283305,[102 111] ; [1 5],[100.17808219 112.82191781] ; [2.82191781 3.17808219],0
s1,1,0.132411,2.264009,[  9 216] ; [1 5],[  9.74025974 215.25974026] ; [0.25974026 5.74025974],0
d4,1,0.133044,2.256624,[197  28] ; [4 2],[195.77922078  29.22077922] ; [5.22077922 0.77922078],0
b5,1,0.21106,1.564138,[133  93] ; [2 4],[131.50862069  94.49137931] ; [3.49137931 2.50862069],0
a5,1,0.255568,1.292608,[190  36] ; [4 2],[188.98275862  37.01724138] ; [5.01724138 0.98275862],0
p9,1,0.272068,1.206292,[211  13] ; [5 1],[210.36521739  13.63478261] ; [5.63478261 0.36521739],0
b1,1,0.27578,1.187769,[100 126] ; [4 2],[101.31034483 124.68965517] ; [2.68965517 3.31034483],0
s7,1,0.351186,0.869166,[167  48] ; [3 2],[166.13636364  48.86363636] ; [3.86363636 1.13636364],0
a6,1,0.380217,0.77,[151  74] ; [3 3],[150.  75.] ; [4. 2.],0
p8,1,0.417804,0.656485,[151  72] ; [5 1],[151.91266376  71.08733624] ; [4.08733624 1.91266376],0
b3,1,0.440251,0.595627,[79 81] ; [2 4],[78.07228916 81.92771084] ; [2.92771084 3.07228916],0
b2,1,0.440251,0.595627,[79 81] ; [2 4],[78.07228916 81.92771084] ; [2.92771084 3.07228916],0
v2,1,0.460154,0.54552,[139  76] ; [3 3],[138.14479638  76.85520362] ; [3.85520362 2.14479638],0
s2,1,0.609564,0.26081,[166  58] ; [5 1],[166.53913043  57.46086957] ; [4.46086957 1.53913043],0
s3,1,0.609564,0.26081,[166  58] ; [5 1],[166.53913043  57.46086957] ; [4.46086957 1.53913043],0
p2,1,0.609642,0.260696,[202  23] ; [5 1],[201.62337662  23.37662338] ; [5.37662338 0.62337662],0
d2,1,0.615634,0.252051,[136  90] ; [3 3],[135.40517241  90.59482759] ; [3.59482759 2.40517241],0
p5,1,0.774624,0.081986,[ 48 175] ; [1 5],[ 47.71615721 175.28384279] ; [1.28384279 4.71615721],0
p6,1,0.836274,0.042709,[121 102] ; [3 3],[120.7510917 102.2489083] ; [3.2489083 2.7510917],0
u3,1,0.849727,0.035897,[28 11] ; [2 1],[27.85714286 11.14285714] ; [2.14285714 0.85714286],0
p12,1,0.898924,0.016134,[ 33 190] ; [1 5],[ 33.10917031 189.89082969] ; [0.89082969 5.10917031],0
a8,1,0.900958,0.015488,[ 31 178] ; [1 5],[ 31.10697674 177.89302326] ; [0.89302326 5.10697674],0
u2,1,0.903319,0.014755,[24 14] ; [2 1],[24.09756098 13.90243902] ; [1.90243902 1.09756098],0
v3,1,0.927991,0.008167,[111 103] ; [3 3],[110.89090909 103.10909091] ; [3.10909091 2.89090909],0
n4,1,0.940966,0.005484,[190  35] ; [5 1],[189.93506494  35.06493506] ; [5.06493506 0.93506494],0
s6,1,0.952381,0.003566,[187  35] ; [5 1],[186.94736842  35.05263158] ; [5.05263158 0.94736842],0
p11,1,0.961161,0.002371,[190  36] ; [5 1],[189.95689655  36.04310345] ; [5.04310345 0.95689655],0
n5,1,0.988558,0.000206,[187  38] ; [5 1],[187.01298701  37.98701299] ; [4.98701299 1.01298701],0
