Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,20.016169,[14 61] ; [14  6],[22.10526316 52.89473684] ; [ 5.89473684 14.10526316],1
p11,1,0.180602,1.792663,[26 51] ; [10 10],[28.57731959 48.42268041] ; [ 7.42268041 12.57731959],0
p3,1,0.187872,1.734225,[13 64] ; [ 6 14],[15.08247423 61.91752577] ; [ 3.91752577 16.08247423],0
b1,1,0.716474,0.131896,[42 35] ; [10 10],[41.27835052 35.72164948] ; [10.72164948  9.27835052],0
