Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.925186,[245  20] ; [ 7 14],[233.4965035  31.5034965] ; [18.5034965  2.4965035],1
v4,1,0.0,31.213678,[250  13] ; [13  8],[243.5528169  19.4471831] ; [19.4471831  1.5528169],1
r1,1,4e-06,21.12915,[207  57] ; [ 7 14],[198.23157895  65.76842105] ; [15.76842105  5.23157895],1
s3,1,0.001926,9.618456,[142 120] ; [ 4 17],[135.16607774 126.83392226] ; [10.83392226 10.16607774],0
d5,1,0.001975,9.572202,[197  68] ; [ 9 12],[190.87412587  74.12587413] ; [15.12587413  5.87412587],0
s2,1,0.007391,7.175347,[116 146] ; [ 3 18],[110.16961131 151.83038869] ; [ 8.83038869 12.16961131],0
a4,1,0.007902,7.055474,[102 163] ; [ 2 19],[ 96.36363636 168.63636364] ; [ 7.63636364 13.36363636],0
a6,1,0.008426,6.940533,[176  88] ; [ 8 13],[170.44210526  93.55789474] ; [13.55789474  7.44210526],0
n6,1,0.009777,6.675136,[223  42] ; [13  8],[218.67132867  46.32867133] ; [17.32867133  3.67132867],0
u3,1,0.010198,6.6,[52 36] ; [2 9],[48. 40.] ; [6. 5.],0
p9,1,0.011089,6.450984,[219  42] ; [13  8],[214.72340426  46.27659574] ; [17.27659574  3.72340426],0
r3,1,0.012978,6.172159,[255   9] ; [17  3],[252.84507042  11.15492958] ; [19.15492958  0.84507042],0
n4,1,0.023055,5.164379,[189  76] ; [10 11],[184.38811189  80.61188811] ; [14.61188811  6.38811189],0
d1,1,0.030305,4.691908,[128 137] ; [ 5 16],[123.23426573 141.76573427] ; [ 9.76573427 11.23426573],0
d4,1,0.038206,4.295831,[204  60] ; [12  9],[200.08421053  63.91578947] ; [15.91578947  5.08421053],0
v1,1,0.049884,3.845355,[118 139] ; [ 5 16],[113.70863309 143.29136691] ; [ 9.29136691 11.70863309],0
v2,1,0.068203,3.325751,[134 114] ; [ 7 14],[129.99256506 118.00743494] ; [11.00743494  9.99256506],0
a3,1,0.07126,3.253759,[177  87] ; [10 11],[173.22105263  90.77894737] ; [13.77894737  7.22105263],0
a5,1,0.096632,2.760262,[174  91] ; [10 11],[170.48951049  94.51048951] ; [13.51048951  7.48951049],0
p2,1,0.101465,2.682371,[205  59] ; [13  8],[201.93684211  62.06315789] ; [16.06315789  4.93684211],0
v3,1,0.105976,2.613221,[ 94 163] ; [ 4 17],[ 90.5971223 166.4028777] ; [ 7.4028777 13.5971223],0
b4,1,0.111305,2.535592,[155 110] ; [16  5],[158.44405594 106.55594406] ; [12.55594406  8.44405594],0
a2,1,0.133767,2.248232,[ 46 219] ; [ 1 20],[ 43.54895105 221.45104895] ; [ 3.45104895 17.54895105],0
u2,1,0.175845,1.832393,[45 43] ; [8 3],[47.11111111 40.88888889] ; [5.88888889 5.11111111],0
s7,1,0.180375,1.79453,[ 99 158] ; [ 5 16],[ 96.14388489 160.85611511] ; [ 7.85611511 13.14388489],0
s5,1,0.203241,1.618931,[ 69 187] ; [ 3 18],[ 66.54151625 189.45848375] ; [ 5.45848375 15.54151625],0
p5,1,0.209752,1.57314,[ 10 253] ; [ 2 19],[ 11.11267606 251.88732394] ; [ 0.88732394 20.11267606],0
b2,1,0.22239,1.488882,[56 98] ; [2 9],[54.13333333 99.86666667] ; [3.86666667 7.13333333],0
b3,1,0.22239,1.488882,[56 98] ; [2 9],[54.13333333 99.86666667] ; [3.86666667 7.13333333],0
p10,1,0.236381,1.402045,[205  58] ; [14  7],[202.80633803  60.19366197] ; [16.19366197  4.80633803],0
d3,1,0.251718,1.313744,[160 105] ; [10 11],[157.51748252 107.48251748] ; [12.48251748  8.51748252],0
b1,1,0.311308,1.025119,[ 85 180] ; [ 9 12],[ 87.0979021 177.9020979] ; [ 6.9020979 14.0979021],0
u1,1,0.331741,0.942089,[ 31 234] ; [ 1 20],[ 29.65034965 235.34965035] ; [ 2.34965035 18.65034965],0
s1,1,0.386678,0.749365,[  5 255] ; [ 1 20],[  5.55160142 254.44839858] ; [ 0.44839858 20.55160142],0
s6,1,0.388877,0.742451,[149 111] ; [10 11],[147.11743772 112.88256228] ; [11.88256228  9.11743772],0
p6,1,0.395629,0.721573,[ 43 216] ; [ 2 19],[ 41.625 217.375] ; [ 3.375 17.625],0
b5,1,0.409397,0.680552,[163 102] ; [11 10],[161.22377622 103.77622378] ; [12.77622378  8.22377622],0
a7,1,0.460238,0.545316,[172  92] ; [12  9],[170.44210526  93.55789474] ; [13.55789474  7.44210526],0
s8,1,0.494247,0.467268,[ 95 169] ; [ 6 15],[ 93.55789474 170.44210526] ; [ 7.44210526 13.55789474],0
p1,1,0.537004,0.381121,[ 16 246] ; [ 2 19],[ 16.66431095 245.33568905] ; [ 1.33568905 19.66431095],0
n1,1,0.543292,0.369473,[24 43] ; [2 6],[23.22666667 43.77333333] ; [2.77333333 5.22666667],0
n5,1,0.604606,0.268104,[178  86] ; [13  8],[176.92631579  87.07368421] ; [14.07368421  6.92631579],0
p7,1,0.624419,0.239705,[122 130] ; [ 9 12],[120.92307692 131.07692308] ; [10.07692308 10.92307692],0
d2,1,0.661111,0.192177,[100 163] ; [ 9 12],[100.94014085 162.05985915] ; [ 8.05985915 12.94014085],0
s4,1,0.904043,0.014534,[ 40 222] ; [ 3 18],[ 39.80918728 222.19081272] ; [ 3.19081272 17.80918728],0
p8,1,0.90742,0.013524,[ 95 163] ; [ 8 13],[ 95.24731183 162.75268817] ; [ 7.75268817 13.24731183],0
a8,1,0.910677,0.012585,[ 33 213] ; [ 3 18],[ 33.16853933 212.83146067] ; [ 2.83146067 18.16853933],0
n2,1,0.926266,0.008564,[52 16] ; [6 2],[51.89473684 16.10526316] ; [6.10526316 1.89473684],0
