Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,70.049618,[438  14] ; [3 5],[433.33043478  18.66956522] ; [7.66956522 0.33043478],1
r3,1,0.0,32.43589,[437  11] ; [5 3],[434.24561404  13.75438596] ; [7.75438596 0.24561404],1
v4,1,6.4e-05,15.983599,[440  10] ; [6 2],[438.20960699  11.79039301] ; [7.79039301 0.20960699],1
a3,1,0.031181,4.642946,[363  87] ; [4 4],[360.58951965  89.41048035] ; [6.41048035 1.58951965],0
n6,1,0.05016,3.836112,[388  60] ; [5 3],[386.10526316  61.89473684] ; [6.89473684 1.10526316],0
v1,1,0.059834,3.541993,[256 184] ; [2 6],[253.39285714 186.60714286] ; [4.60714286 3.39285714],0
n5,1,0.066791,3.360174,[348 101] ; [4 4],[345.8380744 103.1619256] ; [6.1619256 1.8380744],0
a5,1,0.072182,3.232691,[386  66] ; [5 3],[384.2  67.8] ; [6.8 1.2],0
s3,1,0.086138,2.945099,[269 175] ; [2 5],[266.79379157 177.20620843] ; [4.20620843 2.79379157],0
s1,1,0.120756,2.40749,[ 13 432] ; [1 7],[ 13.75275938 431.24724062] ; [0.24724062 7.75275938],0
s5,1,0.132462,2.263415,[167 266] ; [1 7],[164.95238095 268.04761905] ; [3.04761905 4.95238095],0
s2,1,0.13475,2.236916,[254 193] ; [2 5],[252.05286344 194.94713656] ; [3.94713656 3.05286344],0
b1,1,0.142591,2.149772,[168 284] ; [5 3],[169.99130435 282.00869565] ; [3.00869565 4.99130435],0
n4,1,0.164468,1.932654,[368  82] ; [5 3],[366.48471616  83.51528384] ; [6.51528384 1.48471616],0
s6,1,0.200999,1.635103,[313 129] ; [4 4],[311.36444444 130.63555556] ; [5.63555556 2.36444444],0
b3,1,0.231074,1.434237,[117 169] ; [1 5],[115.57534247 170.42465753] ; [2.42465753 3.57534247],0
b2,1,0.231074,1.434237,[117 169] ; [1 5],[115.57534247 170.42465753] ; [2.42465753 3.57534247],0
a7,1,0.252644,1.308624,[357  94] ; [5 3],[355.69063181  95.30936819] ; [6.30936819 1.69063181],0
p9,1,0.259905,1.269265,[384  61] ; [5 2],[382.97566372  62.02433628] ; [6.02433628 0.97566372],0
u1,1,0.261266,1.262038,[140 312] ; [1 7],[138.54782609 313.45217391] ; [2.45217391 5.54782609],0
p5,1,0.271724,1.208024,[ 54 392] ; [2 6],[ 55.01321586 390.98678414] ; [0.98678414 7.01321586],0
s7,1,0.284055,1.147585,[237 192] ; [2 4],[235.70344828 193.29655172] ; [3.29655172 2.70344828],0
v3,1,0.284847,1.143818,[186 241] ; [5 3],[187.48735632 239.51264368] ; [3.51264368 4.48735632],0
p7,1,0.332763,0.938116,[290 147] ; [4 4],[288.71460674 148.28539326] ; [5.28539326 2.71460674],0
p4,1,0.357283,0.847422,[294 154] ; [4 4],[292.77192982 155.22807018] ; [5.22807018 2.77192982],0
p3,1,0.366482,0.81556,[240 208] ; [3 5],[238.73684211 209.26315789] ; [4.26315789 3.73684211],0
b4,1,0.369511,0.805309,[268 184] ; [6 2],[269.23478261 182.76521739] ; [4.76521739 3.23478261],0
a6,1,0.379348,0.772814,[341 108] ; [5 3],[339.94310722 109.05689278] ; [6.05689278 1.94310722],0
p6,1,0.410451,0.677495,[175 270] ; [2 6],[173.87417219 271.12582781] ; [3.12582781 4.87417219],0
a2,1,0.436263,0.606091,[174 278] ; [2 6],[172.93913043 279.06086957] ; [3.06086957 4.93913043],0
v2,1,0.486194,0.484938,[270 165] ; [4 4],[269.05191874 165.94808126] ; [4.94808126 3.05191874],0
b5,1,0.50781,0.438578,[278 174] ; [4 4],[277.09565217 174.90434783] ; [4.90434783 3.09565217],0
a4,1,0.563829,0.333118,[271 180] ; [4 4],[270.20697168 180.79302832] ; [4.79302832 3.20697168],0
p1,1,0.665381,0.187053,[ 37 412] ; [1 7],[ 37.33479212 411.66520788] ; [0.66520788 7.33479212],0
u2,1,0.674468,0.17642,[57 31] ; [3 1],[57.39130435 30.60869565] ; [2.60869565 1.39130435],0
u3,1,0.717792,0.130618,[59 30] ; [3 1],[59.33333333 29.66666667] ; [2.66666667 1.33333333],0
p8,1,0.721606,0.126959,[250 194] ; [4 4],[249.50442478 194.49557522] ; [4.49557522 3.50442478],0
s4,1,0.751607,0.100186,[ 74 369] ; [1 7],[ 73.66962306 369.33037694] ; [1.33037694 6.66962306],0
p11,1,0.796766,0.066324,[356  96] ; [6 2],[355.70434783  96.29565217] ; [6.29565217 1.70434783],0
p12,1,0.802991,0.062239,[ 44 403] ; [1 7],[ 44.20879121 402.79120879] ; [0.79120879 7.20879121],0
p2,1,0.834018,0.043912,[380  68] ; [7 1],[380.21052632  67.78947368] ; [6.78947368 1.21052632],0
n3,1,0.871843,0.026023,[66 27] ; [2 1],[65.875 27.125] ; [2.125 0.875],0
p10,1,0.872558,0.025732,[373  74] ; [6 1],[373.15638767  73.84361233] ; [5.84361233 1.15638767],0
d2,1,0.899021,0.016103,[327 121] ; [6 2],[327.15789474 120.84210526] ; [5.84210526 2.15789474],0
s8,1,0.949869,0.003953,[228 218] ; [4 4],[227.91189427 218.08810573] ; [4.08810573 3.91189427],0
n2,1,0.979637,0.000651,[62 32] ; [2 1],[62.02061856 31.97938144] ; [1.97938144 1.02061856],0
