Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,67.837557,[27 87] ; [173  74],[63.15789474 50.84210526] ; [136.84210526 110.15789474],1
p6,1,0.0,29.949396,[28 84] ; [137 107],[51.91011236 60.08988764] ; [113.08988764 130.91011236],1
p8,1,0.0,27.200169,[40 71] ; [162  85],[62.63128492 48.36871508] ; [139.36871508 107.63128492],1
p5,1,7e-06,20.248382,[  3 111] ; [ 51 193],[17.19553073 96.80446927] ; [ 36.80446927 207.19553073],1
p2,1,1.5e-05,18.751225,[85 29] ; [226  21],[98.21052632 15.78947368] ; [212.78947368  34.21052632],1
d1,1,0.000143,14.464618,[59 55] ; [179  69],[74.95027624 39.04972376] ; [163.04972376  84.95027624],1
d3,1,0.000166,14.183587,[64 49] ; [189  59],[79.19390582 33.80609418] ; [173.80609418  74.19390582],1
p7,1,0.000229,13.579509,[59 47] ; [184  60],[73.59428571 32.40571429] ; [169.40571429  74.59428571],1
s6,1,0.000765,11.3237,[88 24] ; [222  21],[97.8028169 14.1971831] ; [212.1971831  30.8028169],1
p9,1,0.000785,11.276587,[91 20] ; [231  16],[99.83798883 11.16201117] ; [222.16201117  24.83798883],1
s8,1,0.009787,6.673193,[63 51] ; [171  76],[73.89473684 40.10526316] ; [160.10526316  86.89473684],0
a4,1,0.010072,6.622144,[45 69] ; [134 114],[56.37016575 57.62983425] ; [122.62983425 125.37016575],0
p12,1,0.010321,6.578559,[  6 108] ; [ 36 211],[ 13.26315789 100.73684211] ; [ 28.73684211 218.26315789],0
a5,1,0.010994,6.466356,[77 37] ; [198  50],[86.60220994 27.39779006] ; [188.39779006  59.60220994],0
d4,1,0.016434,5.755816,[90 23] ; [220  27],[97.30555556 15.69444444] ; [212.69444444  34.30555556],0
d5,1,0.017439,5.651682,[86 27] ; [213  34],[93.85277778 19.14722222] ; [205.14722222  41.85277778],0
s5,1,0.027322,4.870333,[44 67] ; [123 112],[53.57514451 57.42485549] ; [113.42485549 121.57514451],0
r4,1,0.028156,4.818515,[100  14] ; [234  14],[105.18232044   8.81767956] ; [228.81767956  19.18232044],0
n4,1,0.033327,4.528916,[97 17] ; [228  19],[102.63157895  11.36842105] ; [222.36842105  24.63157895],0
a2,1,0.037918,4.308683,[23 91] ; [ 76 172],[31.17679558 82.82320442] ; [ 67.82320442 180.17679558],0
s7,1,0.044777,4.027004,[75 36] ; [184  53],[82.61206897 28.38793103] ; [176.38793103  60.61206897],0
n6,1,0.059654,3.546989,[99 14] ; [231  16],[103.58333333   9.41666667] ; [226.41666667  20.58333333],0
v1,1,0.068856,3.310072,[60 50] ; [156  85],[67.69230769 42.30769231] ; [148.30769231  92.69230769],0
v4,1,0.078549,3.094677,[107   7] ; [241   6],[109.89473684   4.10526316] ; [238.10526316   8.89473684],0
s1,1,0.080493,3.054923,[  9 103] ; [  9 236],[  5.64705882 106.35294118] ; [ 12.35294118 232.64705882],0
a3,1,0.083809,2.98944,[83 30] ; [202  46],[89.21052632 23.78947368] ; [195.78947368  52.21052632],0
