Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.002053,9.501706,[22 78] ; [12 10],[27.86885246 72.13114754] ; [ 6.13114754 15.86885246],0
p9,1,0.00642,7.428571,[57 48] ; [21  4],[63. 42.] ; [15. 10.],0
s6,1,0.010083,6.620099,[57 47] ; [20  4],[62.5625 41.4375] ; [14.4375  9.5625],0
b2,1,0.02113,5.316035,[25 42] ; [ 1 14],[21.24390244 45.75609756] ; [ 4.75609756 10.24390244],0
b3,1,0.02113,5.316035,[25 42] ; [ 1 14],[21.24390244 45.75609756] ; [ 4.75609756 10.24390244],0
n6,1,0.026582,4.917763,[69 35] ; [23  3],[73.6 30.4] ; [18.4  7.6],0
s2,1,0.02822,4.814576,[44 61] ; [16  8],[48.8372093 56.1627907] ; [11.1627907 12.8372093],0
d3,1,0.047295,3.934857,[53 50] ; [19  7],[57.48837209 45.51162791] ; [14.51162791 11.48837209],0
p10,1,0.064083,3.428418,[58 46] ; [19  6],[62.07751938 41.92248062] ; [14.92248062 10.07751938],0
a2,1,0.068927,3.308392,[25 80] ; [ 2 24],[21.64122137 83.35877863] ; [ 5.35877863 20.64122137],0
u2,1,0.080746,3.049828,[26 14] ; [3 6],[23.67346939 16.32653061] ; [5.32653061 3.67346939],0
n5,1,0.100392,2.699308,[70 34] ; [13 13],[66.4 37.6] ; [16.6  9.4],0
b4,1,0.103292,2.653972,[63 42] ; [11 15],[59.3129771 45.6870229] ; [14.6870229 11.3129771],0
a8,1,0.146718,2.106046,[14 84] ; [ 1 25],[11.85483871 86.14516129] ; [ 3.14516129 22.85483871],0
v3,1,0.192862,1.695615,[41 56] ; [ 7 18],[38.16393443 58.83606557] ; [ 9.83606557 15.16393443],0
n3,1,0.220055,1.504011,[21 13] ; [9 2],[22.66666667 11.33333333] ; [7.33333333 3.66666667],0
b1,1,0.236328,1.402363,[54 51] ; [10 16],[51.29770992 53.70229008] ; [12.70229008 13.29770992],0
v1,1,0.259631,1.270726,[39 64] ; [13 13],[41.51937984 61.48062016] ; [10.48062016 15.51937984],0
p8,1,0.26722,1.230963,[27 78] ; [ 4 22],[24.84732824 80.15267176] ; [ 6.15267176 19.84732824],0
a6,1,0.301141,1.069134,[63 40] ; [13 13],[60.68217054 42.31782946] ; [15.31782946 10.68217054],0
a5,1,0.328374,0.955301,[66 39] ; [19  7],[68.12977099 36.87022901] ; [16.87022901  9.12977099],0
s3,1,0.34668,0.885574,[51 52] ; [15 10],[53.109375 49.890625] ; [12.890625 12.109375],0
