Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000528,12.014605,[ 3 13] ; [39 19],[9.08108108 6.91891892] ; [32.91891892 25.08108108],1
r1,1,0.013912,6.049338,[ 5 11] ; [38 20],[9.2972973 6.7027027] ; [33.7027027 24.2972973],0
p9,1,0.015106,5.90403,[ 5 10] ; [38 18],[9.08450704 5.91549296] ; [33.91549296 22.08450704],0
r3,1,0.021784,5.262959,[8 8] ; [45 12],[11.61643836  4.38356164] ; [41.38356164 15.61643836],0
b1,1,0.023878,5.103448,[12  4] ; [25 33],[8. 8.] ; [29. 29.],0
s3,1,0.049028,3.874385,[ 4 11] ; [32 26],[7.39726027 7.60273973] ; [28.60273973 29.39726027],0
a6,1,0.052213,3.768934,[ 5 11] ; [34 24],[8.43243243 7.56756757] ; [30.56756757 27.43243243],0
d3,1,0.05941,3.553767,[ 5 11] ; [33 24],[8.32876712 7.67123288] ; [29.67123288 27.32876712],0
v4,1,0.088184,2.907207,[10  6] ; [47 10],[12.49315068  3.50684932] ; [44.50684932 12.49315068],0
d1,1,0.088536,2.900802,[ 2 14] ; [20 38],[ 4.75675676 11.24324324] ; [17.24324324 40.75675676],0
n2,1,0.090969,2.857143,[4 5] ; [16  5],[6. 3.] ; [14.  7.],0
u3,1,0.106103,2.611331,[4 7] ; [23 13],[6.31914894 4.68085106] ; [20.68085106 15.31914894],0
b5,1,0.148271,2.089949,[7 9] ; [37 21],[9.51351351 6.48648649] ; [34.48648649 23.51351351],0
a7,1,0.168891,1.892762,[ 6 10] ; [33 25],[8.43243243 7.56756757] ; [30.56756757 27.43243243],0
p7,1,0.180016,1.797491,[10  6] ; [23 30],[7.65217391 8.34782609] ; [25.34782609 27.65217391],0
n1,1,0.19319,1.693122,[2 7] ; [10 11],[3.6 5.4] ; [ 8.4 12.6],0
s4,1,0.221345,1.495628,[ 6 10] ; [13 45],[ 4.10810811 11.89189189] ; [14.89189189 43.10810811],0
b3,1,0.228332,1.451221,[1 8] ; [10 22],[2.41463415 6.58536585] ; [ 8.58536585 23.41463415],0
b2,1,0.228332,1.451221,[1 8] ; [10 22],[2.41463415 6.58536585] ; [ 8.58536585 23.41463415],0
d5,1,0.235538,1.407103,[7 9] ; [35 23],[9.08108108 6.91891892] ; [32.91891892 25.08108108],0
b4,1,0.235538,1.407103,[7 9] ; [35 23],[9.08108108 6.91891892] ; [32.91891892 25.08108108],0
p11,1,0.313552,1.015653,[ 6 10] ; [30 28],[7.78378378 8.21621622] ; [28.21621622 29.78378378],0
d2,1,0.316763,1.002267,[ 2 14] ; [14 44],[ 3.45945946 12.54054054] ; [12.54054054 45.45945946],0
s8,1,0.316763,1.002267,[ 2 14] ; [14 44],[ 3.45945946 12.54054054] ; [12.54054054 45.45945946],0
s2,1,0.337451,0.920093,[ 4 12] ; [22 36],[ 5.62162162 10.37837838] ; [20.37837838 37.62162162],0
p6,1,0.430156,0.622403,[ 6 10] ; [15 40],[ 4.73239437 11.26760563] ; [16.26760563 38.73239437],0
s5,1,0.546305,0.363978,[ 4 12] ; [10 45],[ 3.15492958 12.84507042] ; [10.84507042 44.15492958],0
n3,1,0.562771,0.334928,[5 4] ; [14  7],[5.7 3.3] ; [13.3  7.7],0
s7,1,0.566631,0.328351,[ 3 11] ; [16 39],[ 3.85507246 10.14492754] ; [15.14492754 39.85507246],0
n4,1,0.581781,0.303364,[7 9] ; [21 37],[6.05405405 9.94594595] ; [21.94594595 36.05405405],0
v1,1,0.590666,0.289305,[ 5 11] ; [22 35],[ 5.91780822 10.08219178] ; [21.08219178 35.91780822],0
a3,1,0.623089,0.241549,[ 5 11] ; [22 36],[ 5.83783784 10.16216216] ; [21.16216216 36.83783784],0
p4,1,0.695766,0.152914,[ 5 11] ; [15 42],[ 4.38356164 11.61643836] ; [15.61643836 41.38356164],0
s6,1,0.740765,0.109455,[ 6 10] ; [24 33],[6.57534247 9.42465753] ; [23.42465753 33.57534247],0
p3,1,0.752632,0.099333,[ 3 13] ; [13 45],[ 3.45945946 12.54054054] ; [12.54054054 45.45945946],0
v2,1,0.815971,0.054163,[ 5 10] ; [16 37],[ 4.63235294 10.36764706] ; [16.36764706 36.63235294],0
p2,1,0.8229,0.050094,[10  6] ; [38 20],[10.37837838  5.62162162] ; [37.62162162 20.37837838],0
v3,1,0.836001,0.042854,[ 2 14] ; [ 8 47],[ 2.25352113 13.74647887] ; [ 7.74647887 47.25352113],0
p8,1,0.841132,0.040179,[ 5 11] ; [19 37],[ 5.33333333 10.66666667] ; [18.66666667 37.33333333],0
a1,1,0.865987,0.028479,[ 1 15] ; [ 3 55],[ 0.86486486 15.13513514] ; [ 3.13513514 54.86486486],0
d4,1,0.87544,0.024571,[11  5] ; [38 19],[10.73972603  5.26027397] ; [38.26027397 18.73972603],0
a8,1,0.890632,0.018908,[ 1 15] ; [ 3 53],[ 0.88888889 15.11111111] ; [ 3.11111111 52.88888889],0
n5,1,0.894683,0.017525,[7 9] ; [26 31],[7.23287671 8.76712329] ; [25.76712329 31.23287671],0
u2,1,0.89956,0.015931,[7 4] ; [23 12],[7.17391304 3.82608696] ; [22.82608696 12.17391304],0
a4,1,0.962752,0.002181,[ 2 14] ; [ 7 51],[ 1.94594595 14.05405405] ; [ 7.05405405 50.94594595],0
p10,1,0.986899,0.00027,[8 7] ; [30 26],[8.02816901 6.97183099] ; [29.97183099 26.02816901],0
