Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.941546,[25 17] ; [ 5 39],[14.65116279 27.34883721] ; [15.34883721 28.65116279],1
a2,1,0.328702,0.954004,[ 1 41] ; [ 3 41],[ 1.95348837 40.04651163] ; [ 2.04651163 41.95348837],0
a4,1,0.370872,0.80074,[11 31] ; [ 8 36],[ 9.27906977 32.72093023] ; [ 9.72093023 34.27906977],0
r1,1,0.38849,0.743663,[ 9 33] ; [13 31],[10.74418605 31.25581395] ; [11.25581395 32.74418605],0
d4,1,0.393224,0.72895,[22 20] ; [19 25],[20.02325581 21.97674419] ; [20.97674419 23.02325581],0
n4,1,0.400336,0.707318,[22 20] ; [27 17],[23.93023256 18.06976744] ; [25.06976744 18.93023256],0
a6,1,0.400336,0.707318,[20 22] ; [17 27],[18.06976744 23.93023256] ; [18.93023256 25.06976744],0
d5,1,0.402379,0.701207,[19 23] ; [16 28],[17.09302326 24.90697674] ; [17.90697674 26.09302326],0
b1,1,0.498503,0.458122,[25 17] ; [23 21],[23.44186047 18.55813953] ; [24.55813953 19.44186047],0
u1,1,0.529438,0.395469,[ 2 40] ; [ 1 43],[ 1.46511628 40.53488372] ; [ 1.53488372 42.46511628],0
u3,1,0.53835,0.378606,[ 7 14] ; [ 6 18],[ 6.06666667 14.93333333] ; [ 6.93333333 17.06666667],0
p12,1,0.542786,0.3704,[ 2 40] ; [ 1 42],[ 1.48235294 40.51764706] ; [ 1.51764706 41.48235294],0
n1,1,0.553545,0.351005,[ 9 10] ; [ 8 13],[ 8.075 10.925] ; [ 8.925 12.075],0
a3,1,0.666116,0.186179,[21 20] ; [20 23],[20.01190476 20.98809524] ; [20.98809524 22.01190476],0
a7,1,0.690434,0.158616,[18 24] ; [17 27],[17.09302326 24.90697674] ; [17.90697674 26.09302326],0
a5,1,0.690434,0.158616,[18 24] ; [17 27],[17.09302326 24.90697674] ; [17.90697674 26.09302326],0
n6,1,0.842738,0.03936,[22 19] ; [24 19],[22.45238095 18.54761905] ; [23.54761905 19.45238095],0
d2,1,0.869916,0.026819,[ 8 34] ; [ 9 35],[ 8.30232558 33.69767442] ; [ 8.69767442 35.30232558],0
v3,1,0.924215,0.009049,[ 7 35] ; [ 7 37],[ 6.8372093 35.1627907] ; [ 7.1627907 36.8372093],0
s1,1,0.94492,0.004773,[ 4 38] ; [ 4 40],[ 3.90697674 38.09302326] ; [ 4.09302326 39.90697674],0
r2,1,0.974116,0.001053,[18 20] ; [21 23],[18.07317073 19.92682927] ; [20.92682927 23.07317073],0
a8,1,0.974927,0.000988,[ 3 37] ; [ 3 38],[ 2.96296296 37.03703704] ; [ 3.03703704 37.96296296],0
