Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3e-06,22.025792,[11 35] ; [23  6],[20.85333333 25.14666667] ; [13.14666667 15.85333333],1
s2,1,4.7e-05,16.571149,[ 9 38] ; [19 10],[17.31578947 29.68421053] ; [10.68421053 18.31578947],1
s6,1,0.004555,8.048246,[20 27] ; [22  7],[25.97368421 21.02631579] ; [16.02631579 12.97368421],0
p3,1,0.006062,7.531886,[10 37] ; [15 14],[15.46052632 31.53947368] ; [ 9.53947368 19.46052632],0
d5,1,0.006855,7.31063,[28 18] ; [26  3],[33.12 12.88] ; [20.88  8.12],0
d1,1,0.009391,6.746882,[18 29] ; [20  9],[23.5 23.5] ; [14.5 14.5],0
d4,1,0.009596,6.708366,[31 15] ; [27  2],[35.57333333 10.42666667] ; [22.42666667  6.57333333],0
v1,1,0.013576,6.092439,[13 33] ; [16 12],[18.02702703 27.97297297] ; [10.97297297 17.02702703],0
s3,1,0.01813,5.583534,[20 25] ; [21  8],[24.93243243 20.06756757] ; [16.06756757 12.93243243],0
a8,1,0.022375,5.216399,[ 6 36] ; [10 16],[ 9.88235294 32.11764706] ; [ 6.11764706 19.88235294],0
u1,1,0.026125,4.947713,[ 3 44] ; [ 7 22],[ 6.18421053 40.81578947] ; [ 3.81578947 25.18421053],0
p4,1,0.026551,4.919783,[15 31] ; [17 12],[19.62666667 26.37333333] ; [12.37333333 16.62666667],0
n6,1,0.028201,4.815729,[27 20] ; [23  5],[31.33333333 15.66666667] ; [18.66666667  9.33333333],0
p6,1,0.04479,4.026527,[11 35] ; [13 15],[14.91891892 31.08108108] ; [ 9.08108108 18.91891892],0
p8,1,0.049259,3.866513,[12 34] ; [14 15],[15.94666667 30.05333333] ; [10.05333333 18.94666667],0
d2,1,0.052821,3.749568,[18 28] ; [18 11],[22.08 23.92] ; [13.92 15.08],0
s5,1,0.057215,3.61634,[ 7 39] ; [ 9 17],[10.22222222 35.77777778] ; [ 5.77777778 20.22222222],0
n4,1,0.062977,3.457208,[27 20] ; [22  6],[30.70666667 16.29333333] ; [18.29333333  9.70666667],0
r1,1,0.075253,3.164551,[28 19] ; [23  6],[31.53947368 15.46052632] ; [19.46052632  9.53947368],0
n2,1,0.081377,3.03719,[18  4] ; [4 4],[16.13333333  5.86666667] ; [5.86666667 2.13333333],0
d3,1,0.089263,2.887619,[26 20] ; [22  7],[29.44 16.56] ; [18.56 10.44],0
r3,1,0.114251,2.494411,[40  7] ; [28  1],[42.05263158  4.94736842] ; [25.94736842  3.05263158],0
v4,1,0.114251,2.494411,[40  7] ; [28  1],[42.05263158  4.94736842] ; [25.94736842  3.05263158],0
a6,1,0.117686,2.447844,[25 21] ; [21  8],[28.21333333 17.78666667] ; [17.78666667 11.21333333],0
p5,1,0.119137,2.42863,[ 1 46] ; [ 3 26],[ 2.47368421 44.52631579] ; [ 1.52631579 27.47368421],0
v3,1,0.125479,2.347564,[ 9 35] ; [10 17],[11.77464789 32.22535211] ; [ 7.22535211 19.77464789],0
v2,1,0.131577,2.273803,[18 28] ; [16 12],[21.13513514 24.86486486] ; [12.86486486 15.13513514],0
a5,1,0.136152,2.220924,[26 21] ; [21  8],[29.06578947 17.93421053] ; [17.93421053 11.06578947],0
r4,1,0.222696,1.486916,[35 12] ; [25  4],[37.10526316  9.89473684] ; [22.89473684  6.10526316],0
b2,1,0.231549,1.431324,[ 8 21] ; [10 13],[10.03846154 18.96153846] ; [ 7.96153846 15.03846154],0
b3,1,0.231549,1.431324,[ 8 21] ; [10 13],[10.03846154 18.96153846] ; [ 7.96153846 15.03846154],0
n3,1,0.2686,1.223885,[18  4] ; [5 3],[16.86666667  5.13333333] ; [6.13333333 1.86666667],0
u4,1,0.29824,1.082046,[ 2 45] ; [ 3 26],[ 3.09210526 43.90789474] ; [ 1.90789474 27.09210526],0
a7,1,0.315293,1.008373,[27 20] ; [20  9],[29.06578947 17.93421053] ; [17.93421053 11.06578947],0
u2,1,0.362656,0.828676,[ 5 12] ; [3 3],[ 5.91304348 11.08695652] ; [2.08695652 3.91304348],0
a3,1,0.398195,0.713769,[30 15] ; [22  7],[31.62162162 13.37837838] ; [20.37837838  8.62162162],0
p1,1,0.533812,0.387129,[ 3 44] ; [ 3 26],[ 3.71052632 43.28947368] ; [ 2.28947368 26.71052632],0
p11,1,0.562619,0.33519,[26 21] ; [18 11],[27.21052632 19.78947368] ; [16.78947368 12.21052632],0
a1,1,0.583714,0.300269,[ 5 42] ; [ 2 27],[ 4.32894737 42.67105263] ; [ 2.67105263 26.32894737],0
b5,1,0.60229,0.271555,[35 12] ; [20  9],[34.01315789 12.98684211] ; [20.98684211  8.01315789],0
s4,1,0.704373,0.143962,[ 5 41] ; [ 4 25],[ 5.52 40.48] ; [ 3.48 25.52],0
a2,1,0.771215,0.084556,[10 37] ; [ 7 22],[10.51315789 36.48684211] ; [ 6.48684211 22.51315789],0
s1,1,0.846488,0.037481,[ 2 44] ; [ 1 28],[ 1.84 44.16] ; [ 1.16 27.84],0
a4,1,0.884362,0.021153,[23 23] ; [15 14],[23.30666667 22.69333333] ; [14.69333333 14.30666667],0
p2,1,0.891559,0.018586,[35 12] ; [22  7],[35.25 11.75] ; [21.75  7.25],0
n1,1,0.908697,0.013152,[11 10] ; [4 4],[10.86206897 10.13793103] ; [4.13793103 3.86206897],0
b1,1,0.919798,0.010138,[20 27] ; [12 17],[19.78947368 27.21052632] ; [12.21052632 16.78947368],0
n5,1,0.922361,0.009498,[28 19] ; [17 11],[28.2 18.8] ; [16.8 11.2],0
b4,1,0.934496,0.006755,[28 19] ; [17 12],[27.82894737 19.17105263] ; [17.17105263 11.82894737],0
p7,1,0.974551,0.001018,[22 25] ; [13 15],[21.93333333 25.06666667] ; [13.06666667 14.93333333],0
