Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,153.048345,[34 73] ; [276  26],[81.1002445 25.8997555] ; [228.8997555  73.1002445],1
s6,1,0.0,48.381588,[68 40] ; [273  25],[90.70935961 17.29064039] ; [250.29064039  47.70935961],1
s5,1,0.0,32.327778,[24 84] ; [156 132],[49.09090909 58.90909091] ; [130.90909091 157.09090909],1
s8,1,4.1e-05,16.805409,[57 50] ; [226  77],[73.85609756 33.14390244] ; [209.14390244  93.85609756],1
s4,1,0.001947,9.598896,[12 96] ; [ 77 226],[23.38686131 84.61313869] ; [ 65.61313869 237.38686131],0
v4,1,0.003967,8.299074,[100   7] ; [300   4],[104.13625304   2.86374696] ; [295.86374696   8.13625304],0
p9,1,0.004561,8.04582,[87 20] ; [276  26],[94.96577017 12.03422983] ; [268.03422983  33.96577017],0
d1,1,0.018019,5.594292,[60 48] ; [208  97],[70.08232446 37.91767554] ; [197.91767554 107.08232446],0
s1,1,0.032283,4.583423,[  1 107] ; [ 18 283],[  5.01711491 102.98288509] ; [ 13.98288509 287.01711491],0
n5,1,0.033239,4.533433,[80 28] ; [252  50],[87.45365854 20.54634146] ; [244.54634146  57.45365854],0
v1,1,0.049994,3.841657,[53 53] ; [181 116],[61.5483871 44.4516129] ; [172.4516129 124.5483871],0
u4,1,0.064675,3.413245,[  1 107] ; [ 15 290],[  4.18401937 103.81598063] ; [ 11.81598063 293.18401937],0
a4,1,0.071516,3.247881,[46 61] ; [162 143],[54.01941748 52.98058252] ; [153.98058252 151.01941748],0
p6,1,0.090213,2.870572,[42 64] ; [148 153],[49.48402948 56.51597052] ; [140.51597052 160.48402948],0
r4,1,0.103995,2.64318,[98 10] ; [290  15],[101.46246973   6.53753027] ; [286.53753027  18.46246973],0
v2,1,0.106624,2.60356,[57 49] ; [185 110],[63.97007481 42.02992519] ; [178.02992519 116.97007481],0
a1,1,0.116894,2.458449,[  3 105] ; [ 21 284],[  6.27602906 101.72397094] ; [ 17.72397094 287.27602906],0
n4,1,0.121715,2.395111,[85 23] ; [258  45],[90.13138686 17.86861314] ; [252.86861314  50.13138686],0
b5,1,0.124965,2.353965,[56 52] ; [184 121],[62.76029056 45.23970944] ; [177.23970944 127.76029056],0
d5,1,0.125118,2.352051,[85 23] ; [257  45],[90.08780488 17.91219512] ; [251.91219512  50.08780488],0
d2,1,0.130129,2.290967,[54 54] ; [177 126],[60.70072993 47.29927007] ; [170.29927007 132.70072993],0
b1,1,0.144483,2.129553,[36 72] ; [126 179],[42.36319613 65.63680387] ; [119.63680387 185.36319613],0
r1,1,0.166719,1.912197,[87 21] ; [261  42],[91.44525547 16.55474453] ; [256.55474453  46.44525547],0
d4,1,0.170846,1.875507,[87 21] ; [260  42],[91.40487805 16.59512195] ; [255.59512195  46.40487805],0
a6,1,0.183581,1.768397,[77 31] ; [194 108],[71.38536585 36.61463415] ; [199.61463415 102.38536585],0
p2,1,0.191526,1.705843,[87 21] ; [261  43],[91.22330097 16.77669903] ; [256.77669903  47.22330097],0
p12,1,0.203993,1.613555,[ 7 99] ; [ 33 271],[10.34146341 95.65853659] ; [ 29.65853659 274.34146341],0
n2,1,0.214766,1.539005,[21  8] ; [51 10],[23.2  5.8] ; [48.8 12.2],0
p10,1,0.24842,1.332169,[88 19] ; [263  40],[91.60243902 15.39756098] ; [259.39756098  43.60243902],0
u1,1,0.250443,1.320831,[22 86] ; [ 79 226],[26.41162228 81.58837772] ; [ 74.58837772 230.41162228],0
n3,1,0.278237,1.175681,[18 10] ; [46 15],[20.13483146  7.86516854] ; [43.86516854 17.13483146],0
