Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.851113,[ 3 19] ; [71 25],[13.79661017  8.20338983] ; [60.20338983 35.79661017],1
v4,1,1.9e-05,18.245524,[ 8 14] ; [78 18],[16.03389831  5.96610169] ; [69.96610169 26.03389831],1
r1,1,0.000107,15.007074,[ 5 17] ; [65 31],[13.05084746  8.94915254] ; [56.94915254 39.05084746],1
d3,1,0.005983,7.555393,[ 5 17] ; [53 43],[10.81355932 11.18644068] ; [47.18644068 48.81355932],0
n6,1,0.011845,6.333995,[ 9 13] ; [66 29],[14.1025641  7.8974359] ; [60.8974359 34.1025641],0
r3,1,0.014989,5.917732,[11 11] ; [73 23],[15.66101695  6.33898305] ; [68.33898305 27.66101695],0
d1,1,0.0254,4.996436,[ 5 17] ; [47 49],[ 9.69491525 12.30508475] ; [42.30508475 53.69491525],0
a8,1,0.039457,4.241086,[ 4 17] ; [ 5 86],[ 1.6875 19.3125] ; [ 7.3125 83.6875],0
b1,1,0.086221,2.943547,[15  7] ; [46 50],[11.37288136 10.62711864] ; [49.62711864 46.37288136],0
a3,1,0.105073,2.626802,[ 9 12] ; [59 36],[12.31034483  8.68965517] ; [55.68965517 39.31034483],0
s5,1,0.124802,2.356,[ 1 21] ; [16 75],[ 3.30973451 18.69026549] ; [13.69026549 77.30973451],0
s6,1,0.155719,2.015311,[ 4 18] ; [32 63],[ 6.76923077 15.23076923] ; [29.23076923 65.76923077],0
a6,1,0.16944,1.887888,[10 12] ; [59 37],[12.86440678  9.13559322] ; [56.13559322 39.86440678],0
v3,1,0.183928,1.765595,[ 4 18] ; [30 62],[ 6.56140351 15.43859649] ; [27.43859649 64.56140351],0
s8,1,0.195714,1.674069,[ 2 20] ; [20 75],[ 4.13675214 17.86324786] ; [17.86324786 77.13675214],0
u3,1,0.200243,1.640604,[4 9] ; [19 18],[5.98 7.02] ; [17.02 19.98],0
n4,1,0.204008,1.613445,[11 11] ; [62 34],[13.61016949  8.38983051] ; [59.38983051 36.61016949],0
s7,1,0.235917,1.404827,[ 2 17] ; [21 72],[ 3.90178571 15.09821429] ; [19.09821429 73.90178571],0
s1,1,0.239079,1.386016,[ 3 19] ; [ 6 90],[ 1.6779661 20.3220339] ; [ 7.3220339 88.6779661],0
d4,1,0.240144,1.379746,[13  9] ; [69 27],[15.28813559  6.71186441] ; [66.71186441 29.28813559],0
p11,1,0.247966,1.33473,[ 8 14] ; [48 48],[10.44067797 11.55932203] ; [45.55932203 50.44067797],0
p10,1,0.261106,1.262885,[ 7 14] ; [44 50],[ 9.31304348 11.68695652] ; [41.68695652 52.31304348],0
d2,1,0.375197,0.786379,[ 8 14] ; [44 50],[ 9.86206897 12.13793103] ; [42.13793103 51.86206897],0
d5,1,0.379841,0.771215,[12 10] ; [62 34],[13.79661017  8.20338983] ; [60.20338983 35.79661017],0
p3,1,0.393202,0.729017,[ 4 17] ; [27 69],[ 5.56410256 15.43589744] ; [25.43589744 70.56410256],0
v2,1,0.413553,0.668562,[ 6 14] ; [37 56],[ 7.61061947 12.38938053] ; [35.38938053 57.61061947],0
b4,1,0.419691,0.65118,[14  8] ; [52 44],[12.30508475  9.69491525] ; [53.69491525 42.30508475],0
p8,1,0.435288,0.608673,[ 3 18] ; [21 75],[ 4.30769231 16.69230769] ; [19.69230769 76.30769231],0
p1,1,0.440318,0.595453,[ 3 19] ; [ 8 88],[ 2.05084746 19.94915254] ; [ 8.94915254 87.05084746],0
b5,1,0.460447,0.544809,[10 12] ; [52 44],[11.55932203 10.44067797] ; [50.44067797 45.55932203],0
u1,1,0.463169,0.538226,[ 1 21] ; [ 9 87],[ 1.86440678 20.13559322] ; [ 8.13559322 87.86440678],0
p9,1,0.521547,0.410832,[ 8 12] ; [45 49],[ 9.29824561 10.70175439] ; [43.70175439 50.29824561],0
p4,1,0.529947,0.394494,[ 4 18] ; [23 71],[ 5.12068966 16.87931034] ; [21.87931034 72.12068966],0
v1,1,0.545335,0.365742,[ 4 18] ; [23 72],[ 5.07692308 16.92307692] ; [21.92307692 73.07692308],0
n1,1,0.558638,0.342068,[5 4] ; [17 21],[4.21276596 4.78723404] ; [17.78723404 20.21276596],0
a2,1,0.571654,0.319922,[ 3 19] ; [18 78],[ 3.91525424 18.08474576] ; [17.08474576 78.91525424],0
a7,1,0.613106,0.255677,[12 10] ; [58 38],[13.05084746  8.94915254] ; [56.94915254 39.05084746],0
a4,1,0.659325,0.194344,[ 8 14] ; [39 55],[ 8.9137931 13.0862069] ; [38.0862069 55.9137931],0
n5,1,0.724986,0.123765,[15  7] ; [61 34],[14.29059829  7.70940171] ; [61.70940171 33.29059829],0
s4,1,0.726708,0.122156,[ 2 20] ; [11 83],[ 2.46551724 19.53448276] ; [10.53448276 83.46551724],0
p5,1,0.728052,0.120908,[ 2 19] ; [ 7 89],[ 1.61538462 19.38461538] ; [ 7.38461538 88.61538462],0
n2,1,0.74077,0.109451,[5 4] ; [24 15],[5.4375 3.5625] ; [23.5625 15.4375],0
a1,1,0.852782,0.034436,[ 2 20] ; [10 86],[ 2.23728814 19.76271186] ; [ 9.76271186 86.23728814],0
b3,1,0.855756,0.033043,[ 6 10] ; [24 36],[6.31578947 9.68421053] ; [23.68421053 36.31578947],0
b2,1,0.855756,0.033043,[ 6 10] ; [24 36],[6.31578947 9.68421053] ; [23.68421053 36.31578947],0
p7,1,0.863622,0.029503,[ 5 17] ; [23 71],[ 5.31034483 16.68965517] ; [22.68965517 71.31034483],0
u2,1,0.915414,0.011281,[6 7] ; [16 20],[5.83673469 7.16326531] ; [16.16326531 19.83673469],0
p12,1,0.936592,0.006329,[ 1 21] ; [ 4 92],[ 0.93220339 21.06779661] ; [ 4.06779661 91.93220339],0
n3,1,0.945598,0.004656,[5 4] ; [19 16],[4.90909091 4.09090909] ; [19.09090909 15.90909091],0
a5,1,0.948141,0.00423,[13  9] ; [56 40],[12.86440678  9.13559322] ; [56.13559322 39.86440678],0
s3,1,0.991539,0.000112,[ 4 17] ; [18 77],[ 3.98275862 17.01724138] ; [18.01724138 76.98275862],0
