Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,4e-06,21.329158,[55 51] ; [15 65],[39.89247312 66.10752688] ; [30.10752688 49.89247312],1
p8,1,1.2e-05,19.1778,[62 44] ; [21 59],[47.30107527 58.69892473] ; [35.69892473 44.30107527],1
p4,1,2.6e-05,17.680248,[62 44] ; [22 58],[47.87096774 58.12903226] ; [36.12903226 43.87096774],1
p2,1,3.5e-05,17.110379,[89 16] ; [46 34],[76.62162162 28.37837838] ; [58.37837838 21.62162162],1
p6,1,5.4e-05,16.316792,[37 66] ; [ 8 72],[25.32786885 77.67213115] ; [19.67213115 60.32786885],1
n3,1,0.001276,10.377388,[27  2] ; [22 16],[21.20895522  7.79104478] ; [27.79104478 10.20895522],0
p11,1,0.0057,7.642799,[80 26] ; [45 35],[71.23655914 34.76344086] ; [53.76344086 26.23655914],0
a5,1,0.029996,4.709546,[71 35] ; [41 39],[63.82795699 42.17204301] ; [48.17204301 31.82795699],0
s7,1,0.044122,4.051899,[39 61] ; [19 58],[32.76836158 67.23163842] ; [25.23163842 51.76836158],0
p10,1,0.055736,3.659918,[80 26] ; [48 29],[74.1420765 31.8579235] ; [53.8579235 23.1420765],0
r2,1,0.074782,3.174818,[99  7] ; [79  1],[101.44086022   4.55913978] ; [76.55913978  3.44086022],0
b1,1,0.075027,3.169458,[41 65] ; [21 59],[35.33333333 70.66666667] ; [26.66666667 53.33333333],0
d5,1,0.107299,2.593558,[73 32] ; [64 16],[77.75675676 27.24324324] ; [59.24324324 20.75675676],0
s8,1,0.130413,2.287577,[40 65] ; [22 58],[35.18918919 69.81081081] ; [26.81081081 53.18918919],0
n1,1,0.140394,2.173637,[ 5 23] ; [13 25],[ 7.63636364 20.36363636] ; [10.36363636 27.63636364],0
a3,1,0.162767,1.948334,[69 37] ; [44 36],[64.39784946 41.60215054] ; [48.60215054 31.39784946],0
u3,1,0.183521,1.768875,[20 15] ; [26 10],[22.67605634 12.32394366] ; [23.32394366 12.67605634],0
a8,1,0.195417,1.676302,[ 7 91] ; [ 2 72],[ 5.12790698 92.87209302] ; [ 3.87209302 70.12790698],0
n6,1,0.225988,1.465934,[75 29] ; [51 29],[71.2173913 32.7826087] ; [54.7826087 25.2173913],0
v2,1,0.237517,1.39527,[55 45] ; [34 40],[51.14942529 48.85057471] ; [37.85057471 36.14942529],0
v4,1,0.239043,1.386229,[103   2] ; [76  4],[101.59459459   3.40540541] ; [77.40540541  2.59459459],0
v3,1,0.241509,1.371762,[31 69] ; [17 57],[27.5862069 72.4137931] ; [20.4137931 53.5862069],0
s3,1,0.244589,1.353949,[55 50] ; [35 45],[51.08108108 53.91891892] ; [38.91891892 41.08108108],0
s6,1,0.245554,1.348424,[68 36] ; [45 34],[64.21857923 39.78142077] ; [48.78142077 30.21857923],0
