Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,68.742198,[38 75] ; [207  58],[73.24074074 39.75925926] ; [171.75925926  93.24074074],1
d3,1,0.0,37.249324,[57 56] ; [216  50],[81.39577836 31.60422164] ; [191.60422164  74.39577836],1
a2,1,0.0,27.718985,[ 12 101] ; [100 166],[33.39313984 79.60686016] ; [ 78.60686016 187.39313984],1
u1,1,6e-06,20.603443,[ 12 101] ; [ 88 178],[29.81530343 83.18469657] ; [ 70.18469657 195.81530343],1
r4,1,0.000204,13.794209,[96 17] ; [255  11],[104.65171504   8.34828496] ; [246.34828496  19.65171504],1
b5,1,0.000295,13.099523,[50 63] ; [171  95],[65.89182058 47.10817942] ; [155.10817942 110.89182058],1
v2,1,0.002946,8.840316,[53 57] ; [169  92],[65.82210243 44.17789757] ; [156.17789757 104.82210243],0
b4,1,0.002981,8.818815,[51 62] ; [164 102],[64.10290237 48.89709763] ; [150.89709763 115.10290237],0
b1,1,0.003179,8.701748,[56 57] ; [ 89 177],[43.23218997 69.76781003] ; [101.76781003 164.23218997],0
d1,1,0.004659,8.007189,[61 52] ; [184  82],[73.0474934 39.9525066] ; [171.9525066  94.0474934],0
r2,1,0.028528,4.795875,[105   7] ; [258   5],[108.416   3.584] ; [254.584   8.416],0
r1,1,0.03784,4.312221,[89 24] ; [231  34],[95.66137566 17.33862434] ; [224.33862434  40.66137566],0
v4,1,0.053926,3.714994,[106   7] ; [260   6],[109.12401055   3.87598945] ; [256.87598945   9.12401055],0
s8,1,0.084732,2.971705,[87 26] ; [180  84],[80.02917772 32.97082228] ; [186.97082228  77.02917772],0
b3,1,0.0991,2.71996,[41 40] ; [ 76 115],[34.84191176 46.15808824] ; [ 82.15808824 108.84191176],0
b2,1,0.0991,2.71996,[41 40] ; [ 76 115],[34.84191176 46.15808824] ; [ 82.15808824 108.84191176],0
n4,1,0.120007,2.417236,[103  10] ; [226  39],[98.35185185 14.64814815] ; [230.64814815  34.35185185],0
n5,1,0.137238,2.208659,[101  12] ; [222  44],[96.30343008 16.69656992] ; [226.69656992  39.30343008],0
s4,1,0.179221,1.804074,[28 84] ; [ 50 215],[23.17241379 88.82758621] ; [ 54.82758621 210.17241379],0
n1,1,0.182893,1.773962,[17 12] ; [22 29],[14.1375 14.8625] ; [24.8625 26.1375],0
p4,1,0.194742,1.681373,[73 40] ; [189  76],[78.32275132 34.67724868] ; [183.67724868  81.32275132],0
p11,1,0.230235,1.439409,[96 17] ; [212  54],[91.83113456 21.16886544] ; [216.16886544  49.83113456],0
a3,1,0.241947,1.369213,[98 15] ; [216  48],[94.11671088 18.88328912] ; [219.88328912  44.11671088],0
p1,1,0.254143,1.300386,[  9 103] ; [ 32 234],[12.14814815 99.85185185] ; [ 28.85185185 237.14814815],0
v1,1,0.268094,1.226474,[58 51] ; [154 105],[62.79347826 46.20652174] ; [149.20652174 109.79347826],0
p2,1,0.284896,1.143586,[93 19] ; [232  34],[96.2962963 15.7037037] ; [228.7037037  37.2962963],0
d2,1,0.286136,1.137712,[60 53] ; [157 109],[64.69920844 48.30079156] ; [152.30079156 113.69920844],0
u3,1,0.297453,1.085576,[8 7] ; [34 16],[9.69230769 5.30769231] ; [32.30769231 17.69230769],0
d4,1,0.327434,0.959018,[92 20] ; [229  37],[95.11111111 16.88888889] ; [225.88888889  40.11111111],0
a8,1,0.332326,0.939812,[16 93] ; [ 44 188],[19.17888563 89.82111437] ; [ 40.82111437 191.17888563],0
v3,1,0.348985,0.877143,[58 54] ; [119 137],[53.86956522 58.13043478] ; [123.13043478 132.86956522],0
a5,1,0.457085,0.553024,[88 25] ; [216  50],[90.63852243 22.36147757] ; [213.36147757  52.63852243],0
a1,1,0.489057,0.478601,[  8 105] ; [ 14 252],[  6.55936675 106.44063325] ; [ 15.44063325 250.55936675],0
p12,1,0.507228,0.439782,[ 10 101] ; [ 30 235],[11.80851064 99.19148936] ; [ 28.19148936 236.80851064],0
p8,1,0.580525,0.305386,[61 49] ; [154 109],[63.40482574 46.59517426] ; [151.59517426 111.40482574],0
s5,1,0.629734,0.232422,[47 61] ; [118 137],[49.09090909 58.90909091] ; [115.90909091 139.09090909],0
n2,1,0.687073,0.162272,[21  8] ; [39 12],[21.75  7.25] ; [38.25 12.75],0
p3,1,0.709069,0.139209,[68 45] ; [154 111],[66.36507937 46.63492063] ; [155.63492063 109.36507937],0
s1,1,0.709733,0.138543,[  5 108] ; [ 14 248],[  5.72533333 107.27466667] ; [ 13.27466667 248.72533333],0
r3,1,0.761181,0.092373,[108   5] ; [256  10],[108.52770449   4.47229551] ; [255.47229551  10.52770449],0
n3,1,0.795671,0.067057,[20  8] ; [35 16],[19.49367089  8.50632911] ; [35.50632911 15.49367089],0
s3,1,0.82623,0.048197,[85 28] ; [195  68],[84.14893617 28.85106383] ; [195.85106383  67.14893617],0
p7,1,0.827163,0.047673,[79 32] ; [180  77],[78.12228261 32.87771739] ; [180.87771739  76.12228261],0
d5,1,0.840309,0.040602,[94 18] ; [221  45],[93.33333333 18.66666667] ; [221.66666667  44.33333333],0
s6,1,0.851763,0.03492,[92 18] ; [222  41],[92.60053619 17.39946381] ; [221.39946381  41.60053619],0
p6,1,0.868226,0.027527,[54 57] ; [125 137],[53.26809651 57.73190349] ; [125.73190349 136.26809651],0
u2,1,0.89035,0.019006,[9 6] ; [29 21],[8.76923077 6.23076923] ; [29.23076923 20.76923077],0
p9,1,0.896482,0.016928,[100  12] ; [236  27],[100.352  11.648] ; [235.648  27.352],0
u4,1,0.898001,0.016432,[  5 108] ; [ 11 255],[  4.77044855 108.22955145] ; [ 11.22955145 254.77044855],0
p5,1,0.901946,0.015179,[19 93] ; [ 46 217],[19.41333333 92.58666667] ; [ 45.58666667 217.41333333],0
s2,1,0.95794,0.002781,[82 31] ; [193  72],[82.20899471 30.79100529] ; [192.79100529  72.20899471],0
p10,1,0.971816,0.001248,[97 15] ; [229  35],[97.10638298 14.89361702] ; [228.89361702  35.10638298],0
a4,1,0.999051,1e-06,[58 55] ; [136 129],[57.99470899 55.00529101] ; [136.00529101 128.99470899],0
