Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.615352,[73  8] ; [1 9],[65.86813187 15.13186813] ; [8.13186813 1.86813187],1
r1,1,1.2e-05,19.099061,[67 14] ; [2 8],[61.41758242 19.58241758] ; [7.58241758 2.41758242],1
v4,1,0.000796,11.25,[75  5] ; [6 4],[72.  8.] ; [9. 1.],1
n4,1,0.003085,8.756787,[61 20] ; [3 7],[56.96703297 24.03296703] ; [7.03296703 2.96703297],0
r3,1,0.005385,7.745267,[76  4] ; [7 3],[73.77777778  6.22222222] ; [9.22222222 0.77777778],0
a5,1,0.009346,6.755467,[51 30] ; [2 8],[47.17582418 33.82417582] ; [5.82417582 4.17582418],0
d5,1,0.026052,4.952572,[60 21] ; [4 6],[56.96703297 24.03296703] ; [7.03296703 2.96703297],0
u3,1,0.050962,3.809524,[23 12] ; [1 4],[21. 14.] ; [3. 2.],0
n6,1,0.076765,3.132102,[61 19] ; [5 5],[58.66666667 21.33333333] ; [7.33333333 2.66666667],0
p4,1,0.091438,2.848867,[39 42] ; [2 8],[36.49450549 44.50549451] ; [4.50549451 5.49450549],0
a4,1,0.096875,2.75625,[29 51] ; [1 9],[26.66666667 53.33333333] ; [3.33333333 6.66666667],0
v3,1,0.148933,2.083141,[26 55] ; [1 9],[24.03296703 56.96703297] ; [2.96703297 7.03296703],0
p3,1,0.16217,1.953876,[25 55] ; [1 9],[23.11111111 56.88888889] ; [2.88888889 7.11111111],0
n5,1,0.186917,1.741752,[50 31] ; [4 6],[48.06593407 32.93406593] ; [5.93406593 4.06593407],0
s3,1,0.205006,1.606349,[41 39] ; [3 7],[39.11111111 40.88888889] ; [4.88888889 5.11111111],0
s8,1,0.212972,1.551111,[23 58] ; [1 9],[21.36263736 59.63736264] ; [2.63736264 7.36263736],0
d3,1,0.215044,1.537139,[49 32] ; [4 6],[47.17582418 33.82417582] ; [5.82417582 4.17582418],0
s7,1,0.253212,1.305495,[30 48] ; [2 8],[28.36363636 49.63636364] ; [3.63636364 6.36363636],0
d1,1,0.277431,1.17963,[39 42] ; [3 7],[37.38461538 43.61538462] ; [4.61538462 5.38461538],0
b5,1,0.278601,1.173902,[47 34] ; [4 6],[45.3956044 35.6043956] ; [5.6043956 4.3956044],0
p10,1,0.307937,1.039502,[29 51] ; [2 8],[27.55555556 52.44444444] ; [3.44444444 6.55555556],0
s6,1,0.314034,1.013632,[35 46] ; [6 4],[36.49450549 44.50549451] ; [4.50549451 5.49450549],0
p7,1,0.348147,0.8802,[44 35] ; [4 6],[42.60674157 36.39325843] ; [5.39325843 4.60674157],0
a7,1,0.397808,0.714942,[51 29] ; [5 5],[49.77777778 30.22222222] ; [6.22222222 3.77777778],0
d4,1,0.410939,0.676082,[58 22] ; [6 4],[56.88888889 23.11111111] ; [7.11111111 2.88888889],0
s4,1,0.435864,0.607146,[ 9 70] ; [2 8],[ 9.76404494 69.23595506] ; [1.23595506 8.76404494],0
s5,1,0.478527,0.502219,[16 63] ; [3 7],[16.86516854 62.13483146] ; [2.13483146 7.86516854],0
b1,1,0.47942,0.500183,[39 42] ; [6 4],[40.05494505 40.94505495] ; [4.94505495 5.05494505],0
p2,1,0.558585,0.342161,[56 25] ; [6 4],[55.18681319 25.81318681] ; [6.81318681 3.18681319],0
n2,1,0.561545,0.337037,[14  7] ; [4 1],[14.53846154  6.46153846] ; [3.46153846 1.53846154],0
n3,1,0.601389,0.272907,[15  7] ; [4 1],[15.48148148  6.51851852] ; [3.51851852 1.48148148],0
d2,1,0.601486,0.272761,[39 41] ; [4 6],[38.22222222 41.77777778] ; [4.77777778 5.22222222],0
p6,1,0.612659,0.256321,[18 61] ; [3 7],[18.64044944 60.35955056] ; [2.35955056 7.64044944],0
a3,1,0.683159,0.166591,[46 35] ; [5 5],[45.3956044 35.6043956] ; [5.6043956 4.3956044],0
v2,1,0.700846,0.147594,[34 44] ; [5 5],[34.56818182 43.43181818] ; [4.43181818 5.56818182],0
p8,1,0.734298,0.115202,[28 53] ; [4 6],[28.48351648 52.51648352] ; [3.51648352 6.48351648],0
a2,1,0.752232,0.099665,[11 70] ; [1 9],[10.68131868 70.31868132] ; [1.31868132 8.68131868],0
p1,1,0.78078,0.077453,[ 6 74] ; [1 9],[ 6.22222222 73.77777778] ; [0.77777778 9.22222222],0
v1,1,0.794488,0.067854,[29 52] ; [4 6],[29.37362637 51.62637363] ; [3.62637363 6.37362637],0
a6,1,0.794488,0.067854,[52 29] ; [6 4],[51.62637363 29.37362637] ; [6.37362637 3.62637363],0
n1,1,0.834969,0.043403,[ 7 13] ; [2 3],[ 7.2 12.8] ; [1.8 3.2],0
u2,1,0.862362,0.030057,[19 15] ; [3 2],[19.17948718 14.82051282] ; [2.82051282 2.17948718],0
b4,1,0.955451,0.003121,[56 25] ; [7 3],[56.07692308 24.92307692] ; [6.92307692 3.07692308],0
s2,1,0.963052,0.002146,[31 48] ; [4 6],[31.06741573 47.93258427] ; [3.93258427 6.06741573],0
a8,1,0.977869,0.00077,[ 7 65] ; [1 9],[ 7.02439024 64.97560976] ; [0.97560976 9.02439024],0
