Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.2e-05,19.217507,[45 24] ; [13 39],[33.07438017 35.92561983] ; [24.92561983 27.07438017],1
d5,1,9.4e-05,15.25918,[55 15] ; [23 29],[44.75409836 25.24590164] ; [33.24590164 18.75409836],1
p10,1,0.000976,10.872478,[49 18] ; [22 29],[40.31355932 26.68644068] ; [30.68644068 20.31355932],1
d4,1,0.001668,9.883417,[53 17] ; [25 27],[44.75409836 25.24590164] ; [33.24590164 18.75409836],0
r3,1,0.002506,9.136234,[59 10] ; [32 20],[51.89256198 17.10743802] ; [39.10743802 12.89256198],0
a3,1,0.003844,8.355892,[46 24] ; [20 31],[38.18181818 31.81818182] ; [27.81818182 23.18181818],0
a6,1,0.007623,7.119941,[44 26] ; [20 32],[36.72131148 33.27868852] ; [27.27868852 24.72131148],0
p9,1,0.010916,6.478949,[53 14] ; [28 21],[46.78448276 20.21551724] ; [34.21551724 14.78448276],0
v3,1,0.012635,6.219559,[24 43] ; [ 8 44],[18.01680672 48.98319328] ; [13.98319328 38.01680672],0
b5,1,0.014234,6.008849,[49 21] ; [25 27],[42.45901639 27.54098361] ; [31.54098361 20.45901639],0
v1,1,0.015039,5.911868,[26 41] ; [ 9 41],[20.04273504 46.95726496] ; [14.95726496 35.04273504],0
u3,1,0.02916,4.75817,[11 13] ; [ 6 26],[ 7.28571429 16.71428571] ; [ 9.71428571 22.28571429],0
d1,1,0.033827,4.50342,[29 41] ; [12 40],[23.52459016 46.47540984] ; [17.47540984 34.52459016],0
n5,1,0.034186,4.48538,[38 32] ; [38 14],[43.60655738 26.39344262] ; [32.39344262 19.60655738],0
b1,1,0.045497,4.000102,[20 50] ; [24 28],[25.24590164 44.75409836] ; [18.75409836 33.24590164],0
r2,1,0.061187,3.504902,[55 11] ; [35 16],[50.76923077 15.23076923] ; [39.23076923 11.76923077],0
v2,1,0.073094,3.212136,[27 41] ; [12 38],[22.47457627 45.52542373] ; [16.52542373 33.47457627],0
a5,1,0.073655,3.199627,[37 33] ; [19 33],[32.13114754 37.86885246] ; [23.86885246 28.13114754],0
s2,1,0.13318,2.255036,[25 45] ; [12 40],[21.2295082 48.7704918] ; [15.7704918 36.2295082],0
r4,1,0.172502,1.861068,[37 33] ; [21 31],[33.27868852 36.72131148] ; [24.72131148 27.27868852],0
p11,1,0.184503,1.760974,[46 24] ; [28 24],[42.45901639 27.54098361] ; [31.54098361 20.45901639],0
v4,1,0.186329,1.746409,[55 14] ; [36 16],[51.89256198 17.10743802] ; [39.10743802 12.89256198],0
a2,1,0.193582,1.690145,[ 9 61] ; [ 3 49],[ 6.8852459 63.1147541] ; [ 5.1147541 46.8852459],0
s6,1,0.203874,1.614399,[30 38] ; [17 35],[26.63333333 41.36666667] ; [20.36666667 31.63333333],0
u2,1,0.21199,1.557781,[11 12] ; [10 22],[ 8.78181818 14.21818182] ; [12.21818182 19.78181818],0
p3,1,0.213311,1.548809,[17 52] ; [ 8 44],[14.25619835 54.74380165] ; [10.74380165 41.25619835],0
p2,1,0.232871,1.423237,[42 27] ; [26 26],[38.7768595 30.2231405] ; [29.2231405 22.7768595],0
a8,1,0.274395,1.194644,[ 6 59] ; [ 2 48],[ 4.52173913 60.47826087] ; [ 3.47826087 46.52173913],0
n3,1,0.366922,0.814062,[15  7] ; [15 12],[13.46938776  8.53061224] ; [16.53061224 10.46938776],0
p7,1,0.369044,0.806882,[25 42] ; [15 36],[22.71186441 44.28813559] ; [17.28813559 33.71186441],0
s8,1,0.398639,0.712428,[15 55] ; [ 8 44],[13.19672131 56.80327869] ; [ 9.80327869 42.19672131],0
p12,1,0.401251,0.704574,[ 1 68] ; [ 2 50],[ 1.7107438 67.2892562] ; [ 1.2892562 50.7107438],0
p8,1,0.402327,0.701361,[21 48] ; [12 39],[18.975 50.025] ; [14.025 36.975],0
a1,1,0.414965,0.664529,[ 4 66] ; [ 5 47],[ 5.16393443 64.83606557] ; [ 3.83606557 48.16393443],0
u1,1,0.43875,0.59955,[ 5 65] ; [ 2 50],[ 4.01639344 65.98360656] ; [ 2.98360656 49.01639344],0
s1,1,0.460198,0.545413,[ 3 66] ; [ 1 51],[ 2.28099174 66.71900826] ; [ 1.71900826 50.28099174],0
p5,1,0.460198,0.545413,[ 3 66] ; [ 1 51],[ 2.28099174 66.71900826] ; [ 1.71900826 50.28099174],0
s7,1,0.463922,0.536416,[19 49] ; [11 39],[17.28813559 50.71186441] ; [12.71186441 37.28813559],0
n2,1,0.468475,0.525571,[16  6] ; [17 10],[14.81632653  7.18367347] ; [18.18367347  8.81632653],0
s4,1,0.50597,0.442391,[17 53] ; [10 42],[15.49180328 54.50819672] ; [11.50819672 40.49180328],0
d2,1,0.590993,0.288795,[26 44] ; [21 29],[27.41666667 42.58333333] ; [19.58333333 30.41666667],0
n1,1,0.652617,0.202616,[ 5 16] ; [ 8 19],[ 5.6875 15.3125] ; [ 7.3125 19.6875],0
b4,1,0.677189,0.173307,[43 27] ; [30 22],[41.8852459 28.1147541] ; [31.1147541 20.8852459],0
a4,1,0.707068,0.141223,[20 50] ; [13 38],[19.09090909 50.90909091] ; [13.90909091 37.09090909],0
p1,1,0.757655,0.095211,[ 8 61] ; [ 7 45],[ 8.55371901 60.44628099] ; [ 6.44628099 45.55371901],0
s3,1,0.772397,0.08366,[27 43] ; [21 30],[27.76859504 42.23140496] ; [20.23140496 30.76859504],0
b2,1,0.776769,0.08039,[16 24] ; [11 19],[15.42857143 24.57142857] ; [11.57142857 18.42857143],0
b3,1,0.776769,0.08039,[16 24] ; [11 19],[15.42857143 24.57142857] ; [11.57142857 18.42857143],0
s5,1,0.804621,0.061192,[12 54] ; [10 40],[12.51724138 53.48275862] ; [ 9.48275862 40.51724138],0
n6,1,0.806803,0.059806,[47 23] ; [36 16],[47.62295082 22.37704918] ; [35.37704918 16.62295082],0
n4,1,0.907694,0.013444,[41 29] ; [31 21],[41.31147541 28.68852459] ; [30.68852459 21.31147541],0
p6,1,0.951652,0.003676,[11 56] ; [ 8 42],[10.88034188 56.11965812] ; [ 8.11965812 41.88034188],0
