Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,167.483041,[  7 106] ; [415 168],[68.51436782 44.48563218] ; [353.48563218 229.51436782],1
d3,1,0.0,100.126438,[37 75] ; [463 120],[80.57553957 31.42446043] ; [419.42446043 163.57553957],1
d5,1,0.0,85.491029,[61 51] ; [522  61],[93.95107914 18.04892086] ; [489.04892086  93.95107914],1
d2,1,0.0,31.031079,[29 84] ; [316 266],[56.09352518 56.90647482] ; [288.90647482 293.09352518],1
a3,1,1e-06,23.566344,[62 51] ; [447 134],[82.87752161 30.12247839] ; [426.12247839 154.87752161],1
a5,1,3e-06,21.538913,[66 47] ; [460 123],[85.39942529 27.60057471] ; [440.60057471 142.39942529],1
a4,1,4e-06,21.494933,[28 84] ; [284 298],[50.35158501 61.64841499] ; [261.64841499 320.35158501],1
u1,1,7e-06,20.088063,[  4 109] ; [125 458],[20.94396552 92.05603448] ; [108.05603448 474.94396552],1
a2,1,0.000333,12.875846,[ 13 100] ; [160 423],[28.08764368 84.91235632] ; [144.91235632 438.08764368],1
s2,1,0.000407,12.499357,[41 71] ; [317 261],[58.11014493 53.88985507] ; [299.88985507 278.11014493],1
r1,1,0.004849,7.934939,[86 25] ; [509  72],[95.44075145 15.55924855] ; [499.55924855  81.44075145],0
s5,1,0.008817,6.859547,[27 83] ; [211 350],[39.01639344 70.98360656] ; [198.98360656 362.01639344],0
u2,1,0.010967,6.47058,[21 30] ; [83 51],[28.67027027 22.32972973] ; [75.32972973 58.67027027],0
p9,1,0.011213,6.431167,[90 21] ; [515  60],[97.89358601 13.10641399] ; [507.10641399  67.89358601],0
v2,1,0.011248,6.425724,[50 57] ; [338 226],[61.87183308 45.12816692] ; [326.12816692 237.87183308],0
b2,1,0.013526,6.098949,[17 51] ; [142 205],[26.05301205 41.94698795] ; [132.94698795 214.05301205],0
b3,1,0.013526,6.098949,[17 51] ; [142 205],[26.05301205 41.94698795] ; [132.94698795 214.05301205],0
p1,1,0.016116,5.790156,[17 96] ; [ 46 534],[ 10.27272727 102.72727273] ; [ 52.72727273 527.27272727],0
p10,1,0.017143,5.68169,[85 25] ; [499  80],[93.23657475 16.76342525] ; [490.76342525  88.23657475],0
s6,1,0.031412,4.630306,[66 43] ; [405 166],[75.49852941 33.50147059] ; [395.50147059 175.49852941],0
p6,1,0.031662,4.616688,[34 77] ; [238 335],[44.14035088 66.85964912] ; [227.85964912 345.14035088],0
u3,1,0.034059,4.491739,[24 27] ; [86 48],[30.32432432 20.67567568] ; [79.67567568 54.32432432],0
b4,1,0.035519,4.420031,[56 57] ; [351 232],[66.07902299 46.92097701] ; [340.92097701 242.07902299],0
p8,1,0.051913,3.778564,[55 54] ; [347 227],[64.15519766 44.84480234] ; [337.84480234 236.15519766],0
