Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.906394,[23 30] ; [ 7 73],[11.95488722 41.04511278] ; [18.04511278 61.95488722],1
s5,1,1.4e-05,18.812306,[17 33] ; [ 4 75],[ 8.13953488 41.86046512] ; [12.86046512 66.13953488],1
r1,1,0.000126,14.703556,[41 12] ; [34 44],[30.34351145 22.65648855] ; [44.65648855 33.34351145],1
p4,1,0.000217,13.68046,[26 26] ; [15 63],[16.4 35.6] ; [24.6 53.4],1
r4,1,0.000418,12.45072,[42 11] ; [39 41],[32.27819549 20.72180451] ; [48.72180451 31.27819549],1
p3,1,0.000976,10.873442,[23 29] ; [14 65],[14.6870229 37.3129771] ; [22.3129771 56.6870229],1
s8,1,0.001257,10.404905,[10 43] ; [ 2 78],[ 4.78195489 48.21804511] ; [ 7.21804511 72.78195489],0
r3,1,0.001899,9.64502,[46  7] ; [49 30],[38.14393939 14.85606061] ; [56.85606061 22.14393939],0
v1,1,0.001924,9.62028,[25 28] ; [17 62],[16.86363636 36.13636364] ; [25.13636364 53.86363636],0
v4,1,0.002835,8.910774,[48  5] ; [54 25],[40.95454545 12.04545455] ; [61.04545455 17.95454545],0
n3,1,0.003245,8.664143,[17  3] ; [12 16],[12.08333333  7.91666667] ; [16.91666667 11.08333333],0
d4,1,0.003347,8.60786,[45  8] ; [49 31],[37.45864662 15.54135338] ; [56.54135338 23.45864662],0
p2,1,0.004116,8.231977,[36 16] ; [35 45],[27.96969697 24.03030303] ; [43.03030303 36.96969697],0
n6,1,0.004699,7.991647,[38 15] ; [37 42],[30.11363636 22.88636364] ; [44.88636364 34.11363636],0
v2,1,0.005681,7.64892,[25 25] ; [20 57],[17.71653543 32.28346457] ; [27.28346457 49.71653543],0
r2,1,0.009894,6.653863,[50  3] ; [59 17],[44.78294574  8.21705426] ; [64.21705426 11.78294574],0
u3,1,0.012206,6.280749,[15 10] ; [ 9 24],[10.34482759 14.65517241] ; [13.65517241 19.34482759],0
s4,1,0.012614,6.22241,[14 39] ; [ 8 72],[ 8.76691729 44.23308271] ; [13.23308271 66.76691729],0
p7,1,0.012682,6.212989,[29 22] ; [27 51],[22.13953488 28.86046512] ; [33.86046512 44.13953488],0
s3,1,0.023953,5.098039,[24 28] ; [21 57],[18. 34.] ; [27. 51.],0
a5,1,0.040846,4.18239,[36 17] ; [40 40],[30.28571429 22.71428571] ; [45.71428571 34.28571429],0
n2,1,0.046744,3.95457,[15  5] ; [14 16],[11.6  8.4] ; [17.4 12.6],0
d3,1,0.059481,3.55179,[34 19] ; [37 41],[28.72519084 24.27480916] ; [42.27480916 35.72519084],0
d5,1,0.06373,3.437552,[41 12] ; [49 30],[36.13636364 16.86363636] ; [53.86363636 25.13636364],0
a7,1,0.085526,2.956637,[39 14] ; [46 32],[34.38931298 18.61068702] ; [50.61068702 27.38931298],0
p10,1,0.089546,2.882521,[26 25] ; [28 50],[21.34883721 29.65116279] ; [32.65116279 45.34883721],0
p8,1,0.106425,2.606516,[18 34] ; [17 61],[14. 38.] ; [21. 57.],0
p9,1,0.145546,2.118319,[28 24] ; [31 45],[23.96875 28.03125] ; [35.03125 40.96875],0
v3,1,0.154693,2.025355,[18 33] ; [18 58],[14.45669291 36.54330709] ; [21.54330709 54.45669291],0
a1,1,0.182467,1.777414,[ 2 51] ; [ 8 72],[ 3.98496241 49.01503759] ; [ 6.01503759 73.98496241],0
b5,1,0.195415,1.676317,[37 16] ; [47 33],[33.47368421 19.52631579] ; [50.52631579 29.47368421],0
b2,1,0.221859,1.492305,[ 5 17] ; [18 30],[ 7.22857143 14.77142857] ; [15.77142857 32.22857143],0
b3,1,0.221859,1.492305,[ 5 17] ; [18 30],[ 7.22857143 14.77142857] ; [15.77142857 32.22857143],0
a3,1,0.24827,1.333013,[26 26] ; [47 31],[29.2 22.8] ; [43.8 34.2],0
d1,1,0.267577,1.229125,[25 28] ; [30 50],[21.91729323 31.08270677] ; [33.08270677 46.91729323],0
u1,1,0.318905,0.99343,[ 5 48] ; [ 4 76],[ 3.58646617 49.41353383] ; [ 5.41353383 74.58646617],0
u2,1,0.441637,0.592026,[10 15] ; [10 23],[ 8.62068966 16.37931034] ; [11.37931034 21.62068966],0
p1,1,0.531198,0.392099,[ 2 51] ; [ 5 75],[ 2.78947368 50.21052632] ; [ 4.21052632 75.78947368],0
p6,1,0.542656,0.37064,[ 8 44] ; [ 9 68],[ 6.85271318 45.14728682] ; [10.14728682 66.85271318],0
b1,1,0.544542,0.367187,[23 30] ; [39 41],[24.70676692 28.29323308] ; [37.29323308 42.70676692],0
n4,1,0.639747,0.219073,[28 25] ; [45 34],[29.31060606 23.68939394] ; [43.68939394 35.31060606],0
a4,1,0.668861,0.182937,[19 33] ; [26 53],[17.86259542 34.13740458] ; [27.13740458 51.86259542],0
n1,1,0.676381,0.174229,[ 7 12] ; [ 9 20],[ 6.33333333 12.66666667] ; [ 9.66666667 19.33333333],0
d2,1,0.805527,0.060615,[23 30] ; [36 43],[23.68939394 29.31060606] ; [35.31060606 43.68939394],0
a6,1,0.861687,0.030355,[29 24] ; [45 35],[29.4887218 23.5112782] ; [44.5112782 35.4887218],0
a2,1,0.911533,0.012344,[ 9 44] ; [13 67],[ 8.76691729 44.23308271] ; [13.23308271 66.76691729],0
n5,1,0.911675,0.012304,[29 24] ; [44 35],[29.31060606 23.68939394] ; [43.68939394 35.31060606],0
b4,1,0.915158,0.01135,[26 27] ; [40 40],[26.30075188 26.69924812] ; [39.69924812 40.30075188],0
a8,1,1.0,0.0,[ 4 46] ; [ 6 69],[ 4. 46.] ; [ 6. 69.],0
