Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.810863,[76 46] ; [36 79],[57.65400844 64.34599156] ; [54.34599156 60.65400844],1
v3,1,1.6e-05,18.660451,[61 62] ; [26 89],[44.96218487 78.03781513] ; [42.03781513 72.96218487],1
s8,1,0.000138,14.535,[71 55] ; [39 82],[56.11336032 69.88663968] ; [53.88663968 67.11336032],1
s2,1,0.000183,13.995196,[74 53] ; [41 78],[59.3699187 67.6300813] ; [55.6300813 63.3699187],1
r1,1,0.001213,10.470681,[104  23] ; [77 44],[92.68951613 34.31048387] ; [88.31048387 32.68951613],0
p10,1,0.002257,9.328132,[99 23] ; [77 44],[88.36213992 33.63786008] ; [87.63786008 33.36213992],0
p9,1,0.003971,8.296838,[105  19] ; [83 37],[95.54098361 28.45901639] ; [92.45901639 27.54098361],0
d4,1,0.004762,7.967489,[102  24] ; [78 42],[92.19512195 33.80487805] ; [87.80487805 32.19512195],0
b3,1,0.006519,7.400897,[48 39] ; [23 46],[39.59615385 47.40384615] ; [31.40384615 37.59615385],0
b2,1,0.006519,7.400897,[48 39] ; [23 46],[39.59615385 47.40384615] ; [31.40384615 37.59615385],0
s6,1,0.011776,6.344269,[85 37] ; [63 54],[75.54811715 46.45188285] ; [72.45188285 44.54811715],0
v4,1,0.014387,5.989965,[121   5] ; [105  15],[115.75609756  10.24390244] ; [110.24390244   9.75609756],0
n1,1,0.014654,5.957651,[19 11] ; [16 30],[13.81578947 16.18421053] ; [21.18421053 24.81578947],0
p2,1,0.015295,5.882195,[98 25] ; [79 41],[89.59259259 33.40740741] ; [87.40740741 32.59259259],0
d5,1,0.019219,5.481463,[100  26] ; [80 41],[91.82186235 34.17813765] ; [88.17813765 32.82186235],0
s3,1,0.020945,5.331394,[81 46] ; [58 60],[72.05306122 54.94693878] ; [66.94693878 51.05306122],0
a3,1,0.021136,5.315519,[95 32] ; [74 47],[86.54435484 40.45564516] ; [82.45564516 38.54435484],0
s5,1,0.031723,4.613424,[54 68] ; [35 79],[46.00847458 75.99152542] ; [42.99152542 71.00847458],0
n5,1,0.051211,3.801358,[100  25] ; [83 37],[93.36734694 31.63265306] ; [89.63265306 30.36734694],0
s7,1,0.051347,3.796915,[68 54] ; [50 66],[60.48739496 61.51260504] ; [57.51260504 58.48739496],0
b5,1,0.052062,3.77378,[66 61] ; [48 73],[58.37903226 68.62096774] ; [55.62096774 65.37903226],0
p7,1,0.070228,3.277687,[80 42] ; [65 55],[73.09917355 48.90082645] ; [71.90082645 48.09917355],0
n4,1,0.070986,3.260072,[101  25] ; [85 36],[94.88259109 31.11740891] ; [91.11740891 29.88259109],0
n3,1,0.089009,2.892211,[24  6] ; [27 17],[20.67567568  9.32432432] ; [30.32432432 13.67567568],0
p11,1,0.089414,2.884896,[102  25] ; [86 35],[96.27419355 30.72580645] ; [91.72580645 29.27419355],0
r3,1,0.108619,2.574193,[118   9] ; [105  16],[114.19758065  12.80241935] ; [108.80241935  12.19758065],0
n2,1,0.136734,2.214337,[25  5] ; [32 15],[22.20779221  7.79220779] ; [34.79220779 12.20779221],0
p5,1,0.151419,2.0579,[ 16 107] ; [  9 112],[ 12.60245902 110.39754098] ; [ 12.39754098 108.60245902],0
a8,1,0.185277,1.75478,[ 16 106] ; [  9 106],[ 12.86919831 109.13080169] ; [ 12.13080169 102.86919831],0
r4,1,0.215366,1.534982,[112  15] ; [100  21],[108.56451613  18.43548387] ; [103.43548387  17.56451613],0
a5,1,0.224934,1.472615,[90 37] ; [77 44],[85.52016129 41.47983871] ; [81.47983871 39.52016129],0
p3,1,0.268435,1.224727,[61 63] ; [51 70],[56.68571429 67.31428571] ; [55.31428571 65.68571429],0
d3,1,0.284502,1.145457,[60 67] ; [49 72],[55.81854839 71.18145161] ; [53.18145161 67.81854839],0
a4,1,0.287859,1.129606,[61 65] ; [50 70],[56.85365854 69.14634146] ; [54.14634146 65.85365854],0
