Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2.2e-05,18.0134,[39 16] ; [ 91 141],[24.91289199 30.08710801] ; [105.08710801 126.91289199],1
n4,1,0.000399,12.537477,[42 18] ; [213  28],[50.83056478  9.16943522] ; [204.16943522  36.83056478],1
n6,1,0.002143,9.422665,[47 12] ; [222  17],[53.25838926  5.74161074] ; [215.74161074  23.25838926],0
s6,1,0.008135,7.003584,[52  6] ; [172  63],[44.34129693 13.65870307] ; [179.65870307  55.34129693],0
a8,1,0.014101,6.025418,[ 3 54] ; [ 40 175],[ 9.01102941 47.98897059] ; [ 33.98897059 181.01102941],0
s2,1,0.015837,5.820906,[44 16] ; [135 105],[35.8 24.2] ; [143.2  96.8],0
d1,1,0.018999,5.50163,[47 13] ; [150  91],[39.26910299 20.73089701] ; [157.73089701  83.26910299],0
v3,1,0.039796,4.226556,[18 40] ; [108 127],[24.94197952 33.05802048] ; [101.05802048 133.94197952],0
v2,1,0.045959,3.983081,[28 30] ; [149  89],[34.68243243 23.31756757] ; [142.31756757  95.68243243],0
v1,1,0.052678,3.754119,[31 28] ; [158  81],[37.41946309 21.58053691] ; [151.58053691  87.41946309],0
n5,1,0.071197,3.255208,[43 17] ; [197  43],[48. 12.] ; [192.  48.],0
p4,1,0.081327,3.038188,[53  7] ; [188  52],[48.2 11.8] ; [192.8  47.2],0
d3,1,0.084338,2.979251,[49 10] ; [173  67],[43.80602007 15.19397993] ; [178.19397993  61.80602007],0
d2,1,0.104851,2.630166,[38 22] ; [124 116],[32.4 27.6] ; [129.6 110.4],0
s3,1,0.105047,2.627197,[42 18] ; [140  99],[36.52173913 23.47826087] ; [145.47826087  93.52173913],0
s7,1,0.130335,2.28851,[41 17] ; [139  93],[36. 22.] ; [144.  88.],0
d4,1,0.135368,2.229837,[55  5] ; [201  38],[51.37123746  8.62876254] ; [204.62876254  34.37123746],0
p3,1,0.180029,1.797386,[44 16] ; [154  86],[39.6 20.4] ; [158.4  81.6],0
a1,1,0.186088,1.748317,[ 2 58] ; [ 20 221],[ 4.38538206 55.61461794] ; [ 17.61461794 223.38538206],0
b3,1,0.189146,1.72426,[13 22] ; [79 81],[16.51282051 18.48717949] ; [75.48717949 84.51282051],0
b2,1,0.189146,1.72426,[13 22] ; [79 81],[16.51282051 18.48717949] ; [75.48717949 84.51282051],0
p10,1,0.199178,1.648388,[55  5] ; [204  35],[51.97324415  8.02675585] ; [207.02675585  31.97324415],0
p8,1,0.222888,1.485677,[46 14] ; [164  75],[42.14046823 17.85953177] ; [167.85953177  71.14046823],0
p1,1,0.225253,1.470588,[12 48] ; [ 33 207],[ 9. 51.] ; [ 36. 204.],0
b4,1,0.225417,1.469548,[40 20] ; [140 101],[35.88039867 24.11960133] ; [144.11960133  96.88039867],0
p9,1,0.226104,1.465201,[57  3] ; [216  24],[54.6  5.4] ; [218.4  21.6],0
a7,1,0.232394,1.426146,[40 19] ; [181  59],[43.60869565 15.39130435] ; [177.39130435  62.60869565],0
