Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000335,12.865412,[15  9] ; [15 52],[ 7.91208791 16.08791209] ; [22.08791209 44.91208791],1
a3,1,0.297466,1.085518,[17  7] ; [40 28],[14.86956522  9.13043478] ; [42.13043478 25.86956522],0
d1,1,0.312911,1.018351,[14 10] ; [32 37],[11.87096774 12.12903226] ; [34.12903226 34.87096774],0
a4,1,0.31425,1.012728,[12 12] ; [26 42],[ 9.91304348 14.08695652] ; [28.08695652 39.91304348],0
a5,1,0.321452,0.98303,[16  8] ; [38 31],[13.93548387 10.06451613] ; [40.06451613 28.93548387],0
a7,1,0.360557,0.835953,[13 11] ; [44 24],[14.86956522  9.13043478] ; [42.13043478 25.86956522],0
a1,1,0.368286,0.809439,[ 1 23] ; [ 7 62],[ 2.06451613 21.93548387] ; [ 5.93548387 63.06451613],0
b1,1,0.375179,0.78644,[14 10] ; [33 36],[12.12903226 11.87096774] ; [34.87096774 34.12903226],0
r2,1,0.380099,0.770381,[21  3] ; [54 14],[19.56521739  4.43478261] ; [55.43478261 12.56521739],0
d3,1,0.381256,0.766647,[15  9] ; [36 33],[13.16129032 10.83870968] ; [37.83870968 31.16129032],0
s4,1,0.415228,0.663781,[ 5 18] ; [10 59],[ 3.75 19.25] ; [11.25 57.75],0
p5,1,0.42925,0.624851,[ 1 23] ; [ 1 68],[ 0.51612903 23.48387097] ; [ 1.48387097 67.51612903],0
v3,1,0.477968,0.503497,[ 8 16] ; [17 49],[ 6.66666667 17.33333333] ; [18.33333333 47.66666667],0
v4,1,0.498695,0.457711,[18  5] ; [49 20],[16.75  6.25] ; [50.25 18.75],0
u3,1,0.558017,0.34315,[4 3] ; [13 16],[3.30555556 3.69444444] ; [13.69444444 15.30555556],0
p4,1,0.586383,0.296028,[ 6 18] ; [21 47],[ 7.04347826 16.95652174] ; [19.95652174 48.04347826],0
b3,1,0.622544,0.242308,[ 6 12] ; [18 27],[ 6.85714286 11.14285714] ; [17.14285714 27.85714286],0
b2,1,0.622544,0.242308,[ 6 12] ; [18 27],[ 6.85714286 11.14285714] ; [17.14285714 27.85714286],0
p11,1,0.653241,0.201838,[11 13] ; [28 41],[10.06451613 13.93548387] ; [28.93548387 40.06451613],0
s1,1,0.675882,0.174799,[ 2 22] ; [ 4 64],[ 1.56521739 22.43478261] ; [ 4.43478261 63.56521739],0
d4,1,0.780657,0.077542,[18  6] ; [49 19],[17.47826087  6.52173913] ; [49.52173913 18.47826087],0
a8,1,0.812673,0.056159,[ 1 20] ; [ 4 61],[ 1.22093023 19.77906977] ; [ 3.77906977 61.22093023],0
p3,1,0.85431,0.033717,[ 4 19] ; [13 55],[ 4.2967033 18.7032967] ; [12.7032967 55.2967033],0
n3,1,0.874211,0.025063,[4 4] ; [17 15],[4.2 3.8] ; [16.8 15.2],0
n5,1,0.877289,0.023841,[14 10] ; [39 30],[13.67741935 10.32258065] ; [39.32258065 29.67741935],0
p1,1,0.905784,0.014009,[ 3 21] ; [ 8 61],[ 2.83870968 21.16129032] ; [ 8.16129032 60.83870968],0
a6,1,0.911527,0.012346,[15  9] ; [44 25],[15.22580645  8.77419355] ; [43.77419355 25.22580645],0
d5,1,0.916517,0.010988,[18  6] ; [51 18],[17.80645161  6.19354839] ; [51.19354839 17.80645161],0
p2,1,0.92566,0.008706,[10 14] ; [28 41],[ 9.80645161 14.19354839] ; [28.19354839 40.80645161],0
n2,1,0.956962,0.002912,[5 4] ; [18 15],[4.92857143 4.07142857] ; [18.07142857 14.92857143],0
v2,1,0.987066,0.000263,[ 9 15] ; [25 42],[ 8.96703297 15.03296703] ; [25.03296703 41.96703297],0
