Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.825494,[ 3 27] ; [50 11],[17.47252747 12.52747253] ; [35.52747253 25.47252747],1
v4,1,1e-05,19.479832,[10 20] ; [49 12],[19.45054945 10.54945055] ; [39.54945055 21.45054945],1
r2,1,0.000202,13.816404,[17 12] ; [55  5],[23.46067416  5.53932584] ; [48.53932584 11.46067416],1
p11,1,0.000681,11.540061,[ 3 27] ; [28 33],[10.21978022 19.78021978] ; [20.78021978 40.21978022],1
r1,1,0.000728,11.416912,[10 20] ; [43 18],[17.47252747 12.52747253] ; [35.52747253 25.47252747],1
a1,1,0.000798,11.245864,[ 8 22] ; [ 2 59],[ 3.2967033 26.7032967] ; [ 6.7032967 54.2967033],1
s6,1,0.001585,9.977376,[ 6 24] ; [33 27],[13. 17.] ; [26. 34.],0
n5,1,0.005442,7.726395,[23  7] ; [28 33],[16.81318681 13.18681319] ; [34.18681319 26.81318681],0
v2,1,0.008637,6.896355,[ 4 26] ; [24 35],[ 9.43820225 20.56179775] ; [18.56179775 40.43820225],0
s2,1,0.008829,6.857142,[ 3 27] ; [22 39],[ 8.24175824 21.75824176] ; [16.75824176 44.24175824],0
s8,1,0.023686,5.117481,[ 1 29] ; [13 47],[ 4.66666667 25.33333333] ; [ 9.33333333 50.66666667],0
u3,1,0.028587,4.792325,[3 9] ; [17 10],[6.15384615 5.84615385] ; [13.84615385 13.15384615],0
d4,1,0.032531,4.570313,[17 13] ; [47 13],[21.33333333  8.66666667] ; [42.66666667 17.33333333],0
n6,1,0.043595,4.072168,[12 17] ; [39 22],[16.43333333 12.56666667] ; [34.56666667 26.43333333],0
s7,1,0.050916,3.81103,[ 3 25] ; [17 40],[ 6.58823529 21.41176471] ; [13.41176471 43.58823529],0
p1,1,0.069234,3.301078,[ 4 26] ; [ 2 59],[ 1.97802198 28.02197802] ; [ 4.02197802 56.97802198],0
p7,1,0.082853,3.008021,[ 4 26] ; [18 42],[ 7.33333333 22.66666667] ; [14.66666667 45.33333333],0
b5,1,0.087613,2.91769,[12 18] ; [36 25],[15.82417582 14.17582418] ; [32.17582418 28.82417582],0
p4,1,0.090237,2.870133,[ 4 26] ; [18 43],[ 7.25274725 22.74725275] ; [14.74725275 46.25274725],0
s5,1,0.093999,2.804518,[ 2 28] ; [12 47],[ 4.71910112 25.28089888] ; [ 9.28089888 49.71910112],0
u2,1,0.096442,2.763413,[3 9] ; [14 12],[5.36842105 6.63157895] ; [11.63157895 14.36842105],0
s3,1,0.096855,2.756587,[ 6 22] ; [24 37],[ 9.43820225 18.56179775] ; [20.56179775 40.43820225],0
u1,1,0.101512,2.681624,[ 1 29] ; [ 9 52],[ 3.2967033 26.7032967] ; [ 6.7032967 54.2967033],0
n2,1,0.103387,2.652498,[ 7 11] ; [16  9],[9.62790698 8.37209302] ; [13.37209302 11.62790698],0
n3,1,0.109769,2.557545,[ 6 11] ; [14  9],[8.5 8.5] ; [11.5 11.5],0
v1,1,0.143235,2.142857,[ 6 24] ; [21 39],[ 9. 21.] ; [18. 42.],0
p3,1,0.151494,2.057143,[ 4 26] ; [16 44],[ 6.66666667 23.33333333] ; [13.33333333 46.66666667],0
n4,1,0.190878,1.710827,[21  9] ; [34 27],[18.13186813 11.86813187] ; [36.86813187 24.13186813],0
b1,1,0.197933,1.657559,[20 10] ; [32 29],[17.14285714 12.85714286] ; [34.85714286 26.14285714],0
p9,1,0.212606,1.553589,[ 4 25] ; [15 44],[ 6.26136364 22.73863636] ; [12.73863636 46.26136364],0
d1,1,0.259381,1.272059,[11 19] ; [30 31],[13.51648352 16.48351648] ; [27.48351648 33.51648352],0
d3,1,0.29624,1.091044,[12 18] ; [31 29],[14.33333333 15.66666667] ; [28.66666667 31.33333333],0
b4,1,0.334246,0.932377,[15 15] ; [37 24],[17.14285714 12.85714286] ; [34.85714286 26.14285714],0
p8,1,0.346998,0.884404,[ 3 26] ; [11 50],[ 4.51111111 24.48888889] ; [ 9.48888889 51.51111111],0
a6,1,0.371093,0.8,[17 13] ; [28 32],[15. 15.] ; [30. 30.],0
d5,1,0.432878,0.61509,[18 12] ; [41 19],[19.66666667 10.33333333] ; [39.33333333 20.66666667],0
a3,1,0.447372,0.577302,[18 10] ; [34 27],[16.35955056 11.64044944] ; [35.64044944 25.35955056],0
d2,1,0.451914,0.565847,[13 16] ; [32 28],[14.66292135 14.33707865] ; [30.33707865 29.66292135],0
s1,1,0.491427,0.473401,[ 5 25] ; [ 7 54],[ 3.95604396 26.04395604] ; [ 8.04395604 52.95604396],0
s4,1,0.510671,0.432692,[ 5 25] ; [ 7 53],[ 4. 26.] ; [ 8. 52.],0
n1,1,0.514778,0.424342,[9 9] ; [10 15],[ 7.95348837 10.04651163] ; [11.04651163 13.95348837],0
b2,1,0.518114,0.417646,[10 13] ; [13 24],[ 8.81666667 14.18333333] ; [14.18333333 22.81666667],0
b3,1,0.518114,0.417646,[10 13] ; [13 24],[ 8.81666667 14.18333333] ; [14.18333333 22.81666667],0
a2,1,0.570041,0.322613,[ 4 26] ; [11 50],[ 4.94505495 25.05494505] ; [10.05494505 50.94505495],0
v3,1,0.634244,0.226349,[ 8 22] ; [18 39],[ 8.96551724 21.03448276] ; [17.03448276 39.96551724],0
a8,1,0.664108,0.188571,[ 2 26] ; [ 6 54],[ 2.54545455 25.45454545] ; [ 5.45454545 54.54545455],0
a7,1,0.709522,0.138755,[14 16] ; [31 30],[14.83516484 15.16483516] ; [30.16483516 30.83516484],0
p5,1,0.751856,0.099978,[ 1 28] ; [ 3 58],[ 1.28888889 27.71111111] ; [ 2.71111111 58.28888889],0
a5,1,0.830808,0.045653,[17 13] ; [36 25],[17.47252747 12.52747253] ; [35.52747253 25.47252747],0
a4,1,0.983452,0.00043,[12 16] ; [26 35],[11.95505618 16.04494382] ; [26.04494382 34.95505618],0
