Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.002598,9.069965,[1 7] ; [24 10],[4.76190476 3.23809524] ; [20.23809524 13.76190476],0
d5,1,0.018226,5.574265,[3 5] ; [27  7],[5.71428571 2.28571429] ; [24.28571429  9.71428571],0
d2,1,0.038666,4.275474,[1 7] ; [18 16],[3.61904762 4.38095238] ; [15.38095238 18.61904762],0
a3,1,0.088687,2.898051,[4 4] ; [27  7],[5.9047619 2.0952381] ; [25.0952381  8.9047619],0
a4,1,0.097543,2.745263,[1 7] ; [15 19],[3.04761905 4.95238095] ; [12.95238095 21.04761905],0
n4,1,0.139615,2.182202,[5 3] ; [29  5],[6.47619048 1.52380952] ; [27.52380952  6.47619048],0
v1,1,0.146399,2.109375,[3 5] ; [21 11],[4.8 3.2] ; [19.2 12.8],0
p12,1,0.15243,2.047765,[3 5] ; [ 5 28],[1.56097561 6.43902439] ; [ 6.43902439 26.56097561],0
r3,1,0.203665,1.615898,[6 2] ; [31  3],[7.04761905 0.95238095] ; [29.95238095  4.04761905],0
s8,1,0.223666,1.480692,[1 6] ; [13 21],[2.3902439 4.6097561] ; [11.6097561 22.3902439],0
p6,1,0.237419,1.395852,[5 3] ; [13 20],[3.51219512 4.48780488] ; [14.48780488 18.51219512],0
p10,1,0.264622,1.244415,[7 1] ; [32  1],[7.6097561 0.3902439] ; [31.3902439  1.6097561],0
a5,1,0.335782,0.926471,[6 2] ; [30  4],[6.85714286 1.14285714] ; [29.14285714  4.85714286],0
p2,1,0.355168,0.854906,[6 2] ; [29  4],[6.82926829 1.17073171] ; [28.17073171  4.82926829],0
v2,1,0.414216,0.666667,[6 2] ; [19 13],[5. 3.] ; [20. 12.],0
u3,1,0.477267,0.505102,[2 2] ; [5 2],[2.54545455 1.45454545] ; [4.45454545 2.54545455],0
p1,1,0.482096,0.494118,[2 6] ; [ 5 29],[1.33333333 6.66666667] ; [ 5.66666667 28.33333333],0
a6,1,0.534394,0.386029,[5 3] ; [25  9],[5.71428571 2.28571429] ; [24.28571429  9.71428571],0
a7,1,0.534394,0.386029,[5 3] ; [25  9],[5.71428571 2.28571429] ; [24.28571429  9.71428571],0
s4,1,0.548306,0.36036,[1 7] ; [ 2 30],[0.6 7.4] ; [ 2.4 29.6],0
n5,1,0.600155,0.274762,[7 1] ; [27  7],[6.47619048 1.52380952] ; [27.52380952  6.47619048],0
r2,1,0.600155,0.274762,[7 1] ; [27  7],[6.47619048 1.52380952] ; [27.52380952  6.47619048],0
u2,1,0.657619,0.196429,[3 1] ; [6 1],[3.27272727 0.72727273] ; [5.72727273 1.27272727],0
r1,1,0.685653,0.163832,[6 2] ; [23 11],[5.52380952 2.47619048] ; [23.47619048 10.52380952],0
b4,1,0.685653,0.163832,[6 2] ; [23 11],[5.52380952 2.47619048] ; [23.47619048 10.52380952],0
s7,1,0.694443,0.154317,[2 4] ; [13 18],[2.43243243 3.56756757] ; [12.56756757 18.43243243],0
a2,1,0.725238,0.123529,[1 7] ; [ 6 28],[1.33333333 6.66666667] ; [ 5.66666667 28.33333333],0
b5,1,0.733625,0.115809,[5 3] ; [19 15],[4.57142857 3.42857143] ; [19.42857143 14.57142857],0
s5,1,0.749085,0.102302,[5 3] ; [18 14],[4.6 3.4] ; [18.4 13.6],0
v3,1,0.750621,0.10101,[4 4] ; [18 14],[4.4 3.6] ; [17.6 14.4],0
b1,1,0.763598,0.090456,[4 4] ; [15 19],[3.61904762 4.38095238] ; [15.38095238 18.61904762],0
p7,1,0.784379,0.074866,[6 2] ; [27  7],[6.28571429 1.71428571] ; [26.71428571  7.28571429],0
p3,1,0.803728,0.061765,[6 2] ; [24 10],[5.71428571 2.28571429] ; [24.28571429  9.71428571],0
b2,1,0.811414,0.056931,[3 2] ; [13 11],[2.75862069 2.24137931] ; [13.24137931 10.75862069],0
b3,1,0.811414,0.056931,[3 2] ; [13 11],[2.75862069 2.24137931] ; [13.24137931 10.75862069],0
p4,1,0.81637,0.053925,[6 2] ; [26  7],[6.24390244 1.75609756] ; [25.75609756  7.24390244],0
s6,1,0.839318,0.041114,[4 3] ; [19 12],[4.23684211 2.76315789] ; [18.76315789 12.23684211],0
r4,1,0.872548,0.025735,[7 1] ; [29  5],[6.85714286 1.14285714] ; [29.14285714  4.85714286],0
p8,1,0.964507,0.00198,[5 2] ; [24 10],[4.95121951 2.04878049] ; [24.04878049  9.95121951],0
n6,1,0.976567,0.000863,[7 1] ; [29  4],[7.02439024 0.97560976] ; [28.97560976  4.02439024],0
